# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  34 <-  9  1.23469E+01    3.33920E-02  -2.70000E-03   1.52490E-02  -3.89830E-02   4.93890E-02  -2.30090E-02
  35 <-  9  1.23680E+01    2.63110E-02  -1.31490E-03   7.51880E-03  -1.86630E-02   2.38080E-02  -1.13110E-02
  36 <-  9  1.23890E+01    1.84600E-02  -2.10390E-04   1.46240E-03  -3.15480E-03   4.68220E-03  -2.71070E-03
  37 <-  9  1.24098E+01    1.11990E-02   3.62760E-04  -1.64870E-03   4.33490E-03  -4.22920E-03   1.21950E-03
  38 <-  9  1.24305E+01   -1.89140E-05   6.16140E-04  -3.11860E-03   7.81670E-03  -8.40270E-03   3.09780E-03
  39 <-  9  1.24509E+01   -3.72030E-04   5.06690E-04  -3.36800E-03   9.20070E-03  -1.04010E-02   4.06150E-03
  40 <-  9  1.24711E+01   -3.20880E-05   2.43070E-04  -1.37590E-03   3.30010E-03  -3.49990E-03   1.33590E-03
  41 <-  9  1.24911E+01    3.15030E-03   7.40650E-05  -4.82680E-04   1.08630E-03  -1.06150E-03   3.86220E-04
  42 <-  9  1.25107E+01    1.02280E-04   4.07010E-05  -3.50350E-04   1.06450E-03  -1.34780E-03   6.25600E-04
  43 <-  9  1.25301E+01   -4.11390E-07   3.20970E-06  -5.67900E-05   2.77410E-04  -2.30660E-04   4.45530E-05
  44 <-  9  1.25492E+01    4.66970E-03  -8.10240E-05   4.06440E-04  -3.58650E-04  -8.57970E-05   2.31500E-04
  45 <-  9  1.25680E+01    7.75930E-03  -2.01050E-04   1.09360E-03  -1.75820E-03   1.32950E-03  -3.07730E-04
  46 <-  9  1.25865E+01    1.02310E-02  -3.19320E-04   1.79340E-03  -3.23830E-03   2.92980E-03  -9.70010E-04
  47 <-  9  1.26047E+01    1.24880E-02  -4.44820E-04   2.55440E-03  -4.94690E-03   4.89880E-03  -1.83320E-03
  48 <-  9  1.26225E+01    1.45860E-02  -5.77640E-04   3.37450E-03  -6.88780E-03   7.23970E-03  -2.89550E-03
  49 <-  9  1.26401E+01    1.65410E-02  -7.16530E-04   4.24430E-03  -9.03920E-03   9.92000E-03  -4.13830E-03
  50 <-  9  1.26573E+01    1.83370E-02  -8.58200E-04   5.14220E-03  -1.13550E-02   1.28840E-02  -5.53550E-03
  51 <-  9  1.26743E+01    1.99710E-02  -9.99290E-04   6.04560E-03  -1.37620E-02   1.60230E-02  -7.02960E-03
  52 <-  9  1.26909E+01    2.16230E-02  -1.16750E-03   7.11170E-03  -1.67310E-02   1.99830E-02  -8.93730E-03
  53 <-  9  1.27072E+01    2.33200E-02  -1.37240E-03   8.38830E-03  -2.03900E-02   2.49240E-02  -1.13280E-02
  54 <-  9  1.27232E+01    2.46810E-02  -1.54040E-03   9.45070E-03  -2.34550E-02   2.90600E-02  -1.33230E-02
  55 <-  9  1.27389E+01    2.59240E-02  -1.70730E-03   1.05030E-02  -2.65330E-02   3.32280E-02  -1.53320E-02
  56 <-  9  1.27543E+01    2.71520E-02  -1.89350E-03   1.16560E-02  -2.99420E-02   3.78500E-02  -1.75560E-02
  57 <-  9  1.27694E+01    2.83750E-02  -2.10170E-03   1.29230E-02  -3.37010E-02   4.29410E-02  -1.99970E-02
  58 <-  9  1.27842E+01    2.95380E-02  -2.31990E-03   1.42300E-02  -3.75900E-02   4.81910E-02  -2.25030E-02
  59 <-  9  1.27987E+01    3.02040E-02  -2.43600E-03   1.49550E-02  -3.97940E-02   5.11680E-02  -2.39140E-02
  60 <-  9  1.28129E+01    3.07030E-02  -2.52570E-03   1.55190E-02  -4.15460E-02   5.35380E-02  -2.50310E-02
  61 <-  9  1.28269E+01    3.10080E-02  -2.57910E-03   1.58700E-02  -4.26900E-02   5.50940E-02  -2.57590E-02
  62 <-  9  1.28405E+01    3.11560E-02  -2.60200E-03   1.60410E-02  -4.33200E-02   5.59660E-02  -2.61600E-02
  63 <-  9  1.28539E+01    3.11340E-02  -2.59230E-03   1.60200E-02  -4.34040E-02   5.61140E-02  -2.62190E-02
  64 <-  9  1.28670E+01    3.08760E-02  -2.53130E-03   1.57060E-02  -4.26600E-02   5.51750E-02  -2.57680E-02
  65 <-  9  1.28799E+01    3.04320E-02  -2.43210E-03   1.51740E-02  -4.13000E-02   5.34320E-02  -2.49430E-02
  66 <-  9  1.28925E+01    2.98740E-02  -2.31390E-03   1.45280E-02  -3.96220E-02   5.12790E-02  -2.39310E-02
  67 <-  9  1.29048E+01    2.92000E-02  -2.17650E-03   1.37710E-02  -3.76290E-02   4.87220E-02  -2.27340E-02
  68 <-  9  1.29169E+01    2.84590E-02  -2.03340E-03   1.29740E-02  -3.55230E-02   4.60210E-02  -2.14720E-02
  69 <-  9  1.29287E+01    2.76420E-02  -1.88430E-03   1.21330E-02  -3.32950E-02   4.31650E-02  -2.01420E-02
  70 <-  9  1.29402E+01    2.69010E-02  -1.76860E-03   1.14540E-02  -3.15080E-02   4.08730E-02  -1.90710E-02
  71 <-  9  1.29512E+01    2.57380E-02  -1.61020E-03   1.04730E-02  -2.88770E-02   3.74790E-02  -1.74830E-02
  DE <-  9  1.29595E+01   -1.43500E-03   8.90170E-02  -5.02040E-01   1.63160E+00  -2.09040E+00   8.72160E-01
