# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  9  1.03998E+01    1.55680E-04  -9.17890E-08   6.03230E-07  -2.73470E-06   5.91870E-06  -3.93360E-06
   1 <-  9  1.06749E+01    4.62290E-04  -7.90350E-07   3.42570E-06  -6.92450E-06   7.03590E-06  -2.74560E-06
   2 <-  9  1.09240E+01   -1.89910E-07   3.69830E-05  -1.24950E-03   1.21170E-02  -2.15930E-02   1.12400E-02
   3 <-  9  1.11409E+01    1.05270E-06   1.31370E-03   7.70000E-02  -1.27570E-01   8.54530E-02  -2.45400E-02
   4 <-  9  1.13408E+01    8.44210E-02   1.18540E-02   5.34560E-01  -1.58250E+00   2.12760E+00  -1.07540E+00
   5 <-  9  1.15296E+01    1.99550E-06   2.27070E-02   1.36980E-01  -5.12090E-01   7.30940E-01  -3.73820E-01
   6 <-  9  1.16263E+01    3.41240E-16   2.98770E-26  -1.11920E-25   3.76200E-25  -5.99380E-25   3.10010E-25
   7 <-  9  1.16705E+01   -3.82770E-16   9.37510E-23  -5.27150E-22   1.72010E-21  -2.35290E-21   1.10390E-21
   8 <-  9  1.17027E+01    1.22440E-01  -3.86870E-02   3.22760E-01  -8.56340E-01   1.11690E+00  -5.44660E-01
   9 <-  9  1.17149E+01    4.82080E-11  -6.42210E-21   4.68540E-20  -1.18810E-19   1.49700E-19  -7.13180E-20
  10 <-  9  1.17573E+01    9.20840E-11  -2.13350E-20   1.36230E-19  -2.78570E-19   2.97170E-19  -1.27990E-19
  11 <-  9  1.17976E+01    6.33660E-10  -1.24780E-18   6.84930E-18  -1.69370E-17   2.11310E-17  -9.84610E-18
  12 <-  9  1.18365E+01    5.43450E-09  -9.15070E-17   4.18160E-16  -9.42200E-16   1.11220E-15  -4.98360E-16
  13 <-  9  1.18597E+01    2.92210E-02  -2.62380E-03   9.93090E-03  -1.99640E-02   2.20420E-02  -9.45100E-03
  14 <-  9  1.18738E+01    8.25030E-09  -2.32110E-16   9.21640E-16  -1.77810E-15   1.68420E-15  -5.97510E-16
  15 <-  9  1.19099E+01    1.58170E-12  -3.54600E-16   3.19090E-14  -1.02980E-13   1.34500E-13  -6.24960E-14
  16 <-  9  1.19448E+01    1.50960E-07  -2.85760E-14   1.58500E-12  -5.22930E-12   7.48510E-12  -3.81370E-12
  17 <-  9  1.19786E+01    3.07400E-06  -2.18230E-11   2.82720E-10  -8.19330E-10   1.10320E-09  -5.41700E-10
  18 <-  9  1.19988E+01    4.04890E-02  -9.61900E-04   4.12360E-02  -1.00630E-01   1.22760E-01  -5.91370E-02
  19 <-  9  1.20115E+01    2.21720E-05  -7.76440E-10   1.11020E-08  -2.79790E-08   3.49170E-08  -1.67110E-08
  20 <-  9  1.20436E+01    3.88370E-05  -3.13100E-09   2.94490E-08  -7.33460E-08   9.11340E-08  -4.30700E-08
  21 <-  9  1.20747E+01    1.60470E-04  -5.89650E-08   4.66950E-07  -1.15890E-06   1.43910E-06  -6.75820E-07
  22 <-  9  1.21049E+01    1.61550E-03  -6.29190E-06   4.52160E-05  -1.12340E-04   1.39720E-04  -6.54010E-05
  23 <-  9  1.21171E+01    9.44940E-02  -2.18550E-02   1.52550E-01  -3.79520E-01   4.72530E-01  -2.21020E-01
  24 <-  9  1.21341E+01    3.86940E-03  -3.73000E-05   2.51630E-04  -6.27630E-04   7.82920E-04  -3.65960E-04
  25 <-  9  1.21622E+01    5.85840E-03  -8.75710E-05   5.65060E-04  -1.41780E-03   1.77540E-03  -8.29580E-04
  26 <-  9  1.21880E+01    2.09600E-02  -1.14460E-03   7.14920E-03  -1.80820E-02   2.27490E-02  -1.06340E-02
  27 <-  9  1.22043E+01    7.03480E-02  -1.31240E-02   8.04990E-02  -2.05210E-01   2.59290E-01  -1.21320E-01
  28 <-  9  1.22189E+01    5.03600E-02  -6.79770E-03   4.11280E-02  -1.05360E-01   1.33460E-01  -6.24510E-02
  29 <-  9  1.22414E+01    4.05590E-02  -4.46570E-03   2.65370E-02  -6.84200E-02   8.69060E-02  -4.06520E-02
  30 <-  9  1.22630E+01    4.44940E-02  -5.43380E-03   3.18010E-02  -8.24680E-02   1.04970E-01  -4.90670E-02
  31 <-  9  1.22837E+01    4.65320E-02  -5.95640E-03   3.44310E-02  -8.95350E-02   1.14020E-01  -5.32160E-02
  32 <-  9  1.23045E+01    4.36120E-02  -5.15400E-03   2.94950E-02  -7.65650E-02   9.73550E-02  -4.53480E-02
  33 <-  9  1.23257E+01    3.89240E-02  -3.97150E-03   2.25350E-02  -5.82290E-02   7.38900E-02  -3.43680E-02
