# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  34 <-  6  1.32914E+01    1.56040E-02  -7.42750E-04   4.21450E-03  -1.07380E-02   1.32170E-02  -5.92270E-03
  35 <-  6  1.33125E+01    1.26340E-02  -4.97620E-04   2.81920E-03  -7.13100E-03   8.71840E-03  -3.87970E-03
  36 <-  6  1.33335E+01    9.99500E-03  -3.26370E-04   1.85000E-03  -4.71300E-03   5.79640E-03  -2.59090E-03
  37 <-  6  1.33544E+01    7.54190E-03  -1.99910E-04   1.14380E-03  -3.01270E-03   3.82120E-03  -1.75610E-03
  38 <-  6  1.33750E+01    4.41210E-03  -7.39480E-05   4.33330E-04  -1.16430E-03   1.51220E-03  -7.08890E-04
  39 <-  6  1.33955E+01    3.83800E-08   8.86420E-08  -2.52080E-06   1.84550E-05  -2.05440E-05   1.16380E-05
  40 <-  6  1.34157E+01    4.48850E-06   1.04370E-05  -6.29150E-05   1.49140E-04  -1.60180E-04   6.46050E-05
  41 <-  6  1.34356E+01   -9.97650E-07   3.67880E-05  -2.05250E-04   5.12080E-04  -5.58000E-04   2.14010E-04
  42 <-  6  1.34553E+01    2.00050E-06   8.10940E-05  -5.08350E-04   1.46070E-03  -1.74180E-03   7.08620E-04
  43 <-  6  1.34747E+01    1.68810E-05   1.16930E-04  -5.77700E-04   1.47130E-03  -1.58320E-03   5.72960E-04
  44 <-  6  1.34938E+01    5.56030E-03   4.16770E-05  -1.31630E-04   2.96620E-04  -1.04230E-04  -9.93210E-05
  45 <-  6  1.35126E+01    1.11260E-02  -2.72170E-04   1.50650E-03  -3.88100E-03   4.94830E-03  -2.30650E-03
  46 <-  6  1.35311E+01    1.26830E-02  -3.62770E-04   2.01170E-03  -5.13900E-03   6.49910E-03  -3.00750E-03
  47 <-  6  1.35492E+01    1.41340E-02  -4.59570E-04   2.55130E-03  -6.47710E-03   8.14080E-03  -3.74550E-03
  48 <-  6  1.35671E+01    1.54810E-02  -5.60580E-04   3.11450E-03  -7.87120E-03   9.84600E-03  -4.50880E-03
  49 <-  6  1.35846E+01    1.67370E-02  -6.64700E-04   3.69550E-03  -9.30960E-03   1.16030E-02  -5.29340E-03
  50 <-  6  1.36019E+01    1.78790E-02  -7.68410E-04   4.27490E-03  -1.07470E-02   1.33590E-02  -6.07580E-03
  51 <-  6  1.36188E+01    1.89300E-02  -8.72040E-04   4.85480E-03  -1.21920E-02   1.51270E-02  -6.86410E-03
  52 <-  6  1.36355E+01    1.99070E-02  -9.76220E-04   5.43870E-03  -1.36570E-02   1.69270E-02  -7.66850E-03
  53 <-  6  1.36518E+01    2.08180E-02  -1.08120E-03   6.02780E-03  -1.51510E-02   1.87740E-02  -8.49710E-03
  54 <-  6  1.36678E+01    2.16710E-02  -1.18700E-03   6.62280E-03  -1.66770E-02   2.06750E-02  -9.35460E-03
  55 <-  6  1.36835E+01    2.25480E-02  -1.30710E-03   7.29640E-03  -1.84440E-02   2.29090E-02  -1.03740E-02
  56 <-  6  1.36989E+01    2.39220E-02  -1.53230E-03   8.54350E-03  -2.18640E-02   2.73600E-02  -1.24580E-02
  57 <-  6  1.37140E+01    2.45430E-02  -1.62590E-03   9.07530E-03  -2.32660E-02   2.91350E-02  -1.32680E-02
  58 <-  6  1.37288E+01    2.48530E-02  -1.66540E-03   9.31210E-03  -2.38460E-02   2.98310E-02  -1.35650E-02
  59 <-  6  1.37433E+01    2.50520E-02  -1.68650E-03   9.44910E-03  -2.41570E-02   3.01750E-02  -1.36980E-02
  60 <-  6  1.37575E+01    2.52340E-02  -1.70850E-03   9.59130E-03  -2.45000E-02   3.05760E-02  -1.38630E-02
  61 <-  6  1.37714E+01    2.56790E-02  -1.78890E-03   1.00520E-02  -2.57710E-02   3.22310E-02  -1.46320E-02
  62 <-  6  1.37851E+01    2.61170E-02  -1.87180E-03   1.05260E-02  -2.70940E-02   3.39660E-02  -1.54430E-02
  63 <-  6  1.37985E+01    2.60090E-02  -1.84500E-03   1.04000E-02  -2.67180E-02   3.34390E-02  -1.51750E-02
  64 <-  6  1.38116E+01    2.57980E-02  -1.79910E-03   1.01700E-02  -2.60540E-02   3.25360E-02  -1.47290E-02
  65 <-  6  1.38244E+01    2.56330E-02  -1.76600E-03   1.00090E-02  -2.56020E-02   3.19270E-02  -1.44290E-02
  66 <-  6  1.38370E+01    2.56020E-02  -1.76300E-03   1.00110E-02  -2.56290E-02   3.19700E-02  -1.44440E-02
  67 <-  6  1.38494E+01    2.58890E-02  -1.82800E-03   1.03830E-02  -2.67280E-02   3.34550E-02  -1.51540E-02
  68 <-  6  1.38614E+01    2.57140E-02  -1.79990E-03   1.02460E-02  -2.63770E-02   3.30080E-02  -1.49410E-02
  69 <-  6  1.38732E+01    2.56040E-02  -1.78880E-03   1.01990E-02  -2.62980E-02   3.29350E-02  -1.49120E-02
  70 <-  6  1.38847E+01    2.55410E-02  -1.79500E-03   1.02430E-02  -2.65060E-02   3.32680E-02  -1.50860E-02
  71 <-  6  1.38957E+01    2.50900E-02  -1.75240E-03   1.00010E-02  -2.60010E-02   3.27290E-02  -1.48750E-02
  DE <-  6  1.39041E+01    8.44240E-02   3.39360E-02  -7.80210E-02   3.29550E-01  -4.26200E-01   1.41790E-01
