# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(d3Pu) (dissociative excitation)
# Initial-state energy: -1.06652 Hartrees
#
# Threshold: 1.39041E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.39041E+01   0.00000E+00
  1.40000E+01   1.35568E-04
  1.45000E+01   1.25338E-03
  1.50000E+01   2.92833E-03
  1.55000E+01   4.48917E-03
  1.60000E+01   1.04192E-02
  1.65000E+01   1.20256E-02
  1.70000E+01   1.34588E-02
  1.75000E+01   1.61496E-02
  1.80000E+01   1.90186E-02
  1.85000E+01   2.01895E-02
  1.90000E+01   2.06554E-02
  1.95000E+01   2.07896E-02
  2.00000E+01   2.06894E-02
  2.10000E+01   2.00759E-02
  2.20000E+01   1.90762E-02
  2.30000E+01   1.80280E-02
  2.40000E+01   1.69461E-02
  2.50000E+01   1.58454E-02
  2.60000E+01   1.47925E-02
  2.70000E+01   1.37957E-02
  2.80000E+01   1.28616E-02
  2.90000E+01   1.19920E-02
  3.00000E+01   1.11860E-02
  3.50000E+01   7.99463E-03
  4.00000E+01   5.86684E-03
  4.50000E+01   4.41939E-03
  5.00000E+01   3.40801E-03
  6.00000E+01   2.14932E-03
  7.00000E+01   1.44279E-03
  8.00000E+01   1.01626E-03
  9.00000E+01   7.43527E-04
  1.00000E+02   5.60926E-04
  1.25000E+02   3.06956E-04
  1.50000E+02   1.86628E-04
