# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.06652 Hartrees
#
# Threshold: 1.80932E+00 eV
#
# Energy (eV)   CS (a_0^2)
  1.80932E+00   0.00000E+00
  2.00000E+00   7.23704E-06
  2.50000E+00   5.88109E-02
  3.00000E+00   4.35014E-01
  3.50000E+00   1.22481E+00
  4.00000E+00   2.26689E+00
  4.50000E+00   2.88115E+00
  5.00000E+00   3.10167E+00
  5.50000E+00   3.29760E+00
  6.00000E+00   3.34618E+00
  6.50000E+00   3.37983E+00
  7.00000E+00   3.38484E+00
  7.50000E+00   3.35018E+00
  8.00000E+00   3.28967E+00
  8.50000E+00   3.24271E+00
  9.00000E+00   3.17805E+00
  9.50000E+00   3.07019E+00
  1.00000E+01   2.94126E+00
  1.05000E+01   2.80661E+00
  1.10000E+01   2.66112E+00
  1.15000E+01   2.49607E+00
  1.20000E+01   2.33763E+00
  1.25000E+01   2.21545E+00
  1.30000E+01   2.11041E+00
  1.35000E+01   2.01829E+00
  1.40000E+01   1.92396E+00
  1.45000E+01   1.80061E+00
  1.50000E+01   1.67907E+00
  1.55000E+01   1.58040E+00
  1.60000E+01   1.49150E+00
  1.65000E+01   1.41039E+00
  1.70000E+01   1.33505E+00
  1.75000E+01   1.26358E+00
  1.80000E+01   1.19581E+00
  1.85000E+01   1.13234E+00
  1.90000E+01   1.07377E+00
  1.95000E+01   1.02070E+00
  2.00000E+01   9.73738E-01
  2.10000E+01   8.91081E-01
  2.20000E+01   8.17295E-01
  2.30000E+01   7.51408E-01
  2.40000E+01   6.92450E-01
  2.50000E+01   6.39447E-01
  2.60000E+01   5.91430E-01
  2.70000E+01   5.47426E-01
  2.80000E+01   5.06463E-01
  2.90000E+01   4.67571E-01
  3.00000E+01   4.29777E-01
  3.50000E+01   2.95591E-01
  4.00000E+01   2.22365E-01
  4.50000E+01   1.71518E-01
  5.00000E+01   1.43316E-01
  6.00000E+01   1.09788E-01
  7.00000E+01   7.87391E-02
  8.00000E+01   5.91312E-02
  9.00000E+01   4.32655E-02
  1.00000E+02   3.12408E-02
  1.25000E+02   1.50293E-02
  1.50000E+02   8.07619E-03
