# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.06652 Hartrees
#
# Threshold: 1.20144E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.20144E+01   0.00000E+00
  1.25000E+01   6.99085E-04
  1.30000E+01   1.61556E-03
  1.35000E+01   6.71415E-03
  1.40000E+01   1.01376E-02
  1.45000E+01   1.67991E-02
  1.50000E+01   2.06173E-02
  1.55000E+01   2.40973E-02
  1.60000E+01   2.72673E-02
  1.65000E+01   2.70511E-02
  1.70000E+01   2.83949E-02
  1.75000E+01   3.06161E-02
  1.80000E+01   3.24631E-02
  1.85000E+01   3.23418E-02
  1.90000E+01   3.19219E-02
  1.95000E+01   3.12787E-02
  2.00000E+01   3.05936E-02
  2.10000E+01   2.89199E-02
  2.20000E+01   2.71161E-02
  2.30000E+01   2.52717E-02
  2.40000E+01   2.34945E-02
  2.50000E+01   2.17889E-02
  2.60000E+01   2.01925E-02
  2.70000E+01   1.87124E-02
  2.80000E+01   1.73482E-02
  2.90000E+01   1.60953E-02
  3.00000E+01   1.49469E-02
  3.50000E+01   1.05052E-02
  4.00000E+01   7.61557E-03
  4.50000E+01   5.68179E-03
  5.00000E+01   4.34688E-03
  6.00000E+01   2.70686E-03
  7.00000E+01   1.80019E-03
  8.00000E+01   1.25872E-03
  9.00000E+01   9.15313E-04
  1.00000E+02   6.86923E-04
  1.25000E+02   3.71972E-04
  1.50000E+02   2.24304E-04
