# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=11) -> e + H2(j3Dg) (dissociative excitation)
# Initial-state energy: -1.01467 Hartrees
#
# Threshold: 1.24932E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.24932E+01   0.00000E+00
  1.25000E+01   1.44281E-07
  1.30000E+01   1.93808E-04
  1.35000E+01   4.79263E-04
  1.40000E+01   9.34680E-04
  1.45000E+01   1.40055E-03
  1.50000E+01   2.19631E-03
  1.55000E+01   2.56206E-03
  1.60000E+01   3.03253E-03
  1.65000E+01   3.02386E-03
  1.70000E+01   3.17258E-03
  1.75000E+01   3.18741E-03
  1.80000E+01   3.19682E-03
  1.85000E+01   3.34299E-03
  1.90000E+01   3.28916E-03
  1.95000E+01   3.20144E-03
  2.00000E+01   3.09485E-03
  2.10000E+01   2.86964E-03
  2.20000E+01   2.64301E-03
  2.30000E+01   2.42720E-03
  2.40000E+01   2.22674E-03
  2.50000E+01   2.04373E-03
  2.60000E+01   1.87627E-03
  2.70000E+01   1.72432E-03
  2.80000E+01   1.58681E-03
  2.90000E+01   1.46254E-03
  3.00000E+01   1.35022E-03
  3.50000E+01   9.29002E-04
  4.00000E+01   6.65257E-04
  4.50000E+01   4.92435E-04
  5.00000E+01   3.74680E-04
  6.00000E+01   2.31703E-04
  7.00000E+01   1.53379E-04
  8.00000E+01   1.06892E-04
  9.00000E+01   7.75469E-05
  1.00000E+02   5.80965E-05
  1.25000E+02   3.13746E-05
  1.50000E+02   1.88923E-05
