# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=11) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.01467 Hartrees
#
# Threshold: 1.06035E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.06035E+01   0.00000E+00
  1.15000E+01   4.61656E-02
  1.20000E+01   6.80947E-02
  1.25000E+01   8.06821E-02
  1.30000E+01   8.42754E-02
  1.35000E+01   9.06381E-02
  1.40000E+01   9.26607E-02
  1.45000E+01   9.30199E-02
  1.50000E+01   9.24760E-02
  1.55000E+01   9.04816E-02
  1.60000E+01   8.84704E-02
  1.65000E+01   8.57609E-02
  1.70000E+01   8.30271E-02
  1.75000E+01   7.99366E-02
  1.80000E+01   7.70437E-02
  1.85000E+01   7.41218E-02
  1.90000E+01   7.11622E-02
  1.95000E+01   6.82274E-02
  2.00000E+01   6.53556E-02
  2.10000E+01   5.98769E-02
  2.20000E+01   5.48160E-02
  2.30000E+01   5.01988E-02
  2.40000E+01   4.60173E-02
  2.50000E+01   4.22350E-02
  2.60000E+01   3.88206E-02
  2.70000E+01   3.57399E-02
  2.80000E+01   3.29596E-02
  2.90000E+01   3.04486E-02
  3.00000E+01   2.81779E-02
  3.50000E+01   1.96176E-02
  4.00000E+01   1.41968E-02
  4.50000E+01   1.06240E-02
  5.00000E+01   8.18898E-03
  6.00000E+01   5.09670E-03
  7.00000E+01   3.33134E-03
  8.00000E+01   2.30841E-03
  9.00000E+01   1.66960E-03
  1.00000E+02   1.24855E-03
  1.25000E+02   6.72633E-04
  1.50000E+02   4.04477E-04
