# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=11) -> e + H2(c3Pu) (dissociative excitation)
# Initial-state energy: -1.01467 Hartrees
#
# Threshold: 1.06035E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.06035E+01   0.00000E+00
  1.15000E+01   1.56118E-02
  1.20000E+01   2.99341E-02
  1.25000E+01   4.26793E-02
  1.30000E+01   5.48466E-02
  1.35000E+01   6.64821E-02
  1.40000E+01   6.83763E-02
  1.45000E+01   7.40166E-02
  1.50000E+01   7.44166E-02
  1.55000E+01   7.54356E-02
  1.60000E+01   7.81021E-02
  1.65000E+01   7.88970E-02
  1.70000E+01   7.82929E-02
  1.75000E+01   7.69605E-02
  1.80000E+01   7.51231E-02
  1.85000E+01   7.29279E-02
  1.90000E+01   7.05847E-02
  1.95000E+01   6.81504E-02
  2.00000E+01   6.56830E-02
  2.10000E+01   6.07952E-02
  2.20000E+01   5.61133E-02
  2.30000E+01   5.17268E-02
  2.40000E+01   4.76710E-02
  2.50000E+01   4.39513E-02
  2.60000E+01   4.05553E-02
  2.70000E+01   3.74616E-02
  2.80000E+01   3.46473E-02
  2.90000E+01   3.20880E-02
  3.00000E+01   2.97602E-02
  3.50000E+01   2.08733E-02
  4.00000E+01   1.51542E-02
  4.50000E+01   1.13384E-02
  5.00000E+01   8.70369E-03
  6.00000E+01   5.45893E-03
  7.00000E+01   3.65323E-03
  8.00000E+01   2.56883E-03
  9.00000E+01   1.87598E-03
  1.00000E+02   1.41326E-03
  1.25000E+02   7.71789E-04
  1.50000E+02   4.68663E-04
