# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=11) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.01467 Hartrees
#
# Threshold: 1.06035E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.06035E+01   0.00000E+00
  1.15000E+01   7.17765E-03
  1.20000E+01   1.12888E-02
  1.25000E+01   1.51005E-02
  1.30000E+01   1.79218E-02
  1.35000E+01   2.37802E-02
  1.40000E+01   2.49170E-02
  1.45000E+01   2.44347E-02
  1.50000E+01   2.48921E-02
  1.55000E+01   2.75215E-02
  1.60000E+01   2.63301E-02
  1.65000E+01   2.69823E-02
  1.70000E+01   2.64557E-02
  1.75000E+01   2.60950E-02
  1.80000E+01   2.63217E-02
  1.85000E+01   2.58424E-02
  1.90000E+01   2.51683E-02
  1.95000E+01   2.44035E-02
  2.00000E+01   2.36914E-02
  2.10000E+01   2.21391E-02
  2.20000E+01   2.05520E-02
  2.30000E+01   1.90106E-02
  2.40000E+01   1.75629E-02
  2.50000E+01   1.62097E-02
  2.60000E+01   1.49629E-02
  2.70000E+01   1.38206E-02
  2.80000E+01   1.27774E-02
  2.90000E+01   1.18263E-02
  3.00000E+01   1.09599E-02
  3.50000E+01   7.64845E-03
  4.00000E+01   5.52191E-03
  4.50000E+01   4.10912E-03
  5.00000E+01   3.13829E-03
  6.00000E+01   1.95031E-03
  7.00000E+01   1.29581E-03
  8.00000E+01   9.05776E-04
  9.00000E+01   6.58585E-04
  1.00000E+02   4.94248E-04
  1.25000E+02   2.67683E-04
  1.50000E+02   1.61457E-04
