# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=11) -> e + H2(g3Sg) (dissociative excitation)
# Initial-state energy: -1.01467 Hartrees
#
# Threshold: 1.24932E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.24932E+01   0.00000E+00
  1.25000E+01   5.02940E-07
  1.30000E+01   7.30101E-04
  1.35000E+01   1.69580E-03
  1.40000E+01   2.39049E-03
  1.45000E+01   2.84238E-03
  1.50000E+01   3.67699E-03
  1.55000E+01   3.96795E-03
  1.60000E+01   4.25450E-03
  1.65000E+01   3.89870E-03
  1.70000E+01   3.80655E-03
  1.75000E+01   3.65367E-03
  1.80000E+01   3.60752E-03
  1.85000E+01   3.53832E-03
  1.90000E+01   3.45058E-03
  1.95000E+01   3.33677E-03
  2.00000E+01   3.20119E-03
  2.10000E+01   2.87529E-03
  2.20000E+01   2.59015E-03
  2.30000E+01   2.33435E-03
  2.40000E+01   2.15294E-03
  2.50000E+01   1.94781E-03
  2.60000E+01   1.76627E-03
  2.70000E+01   1.60290E-03
  2.80000E+01   1.45775E-03
  2.90000E+01   1.32925E-03
  3.00000E+01   1.21520E-03
  3.50000E+01   8.03553E-04
  4.00000E+01   5.58305E-04
  4.50000E+01   4.03555E-04
  5.00000E+01   3.01200E-04
  6.00000E+01   1.80996E-04
  7.00000E+01   1.18300E-04
  8.00000E+01   8.48503E-05
  9.00000E+01   6.74791E-05
  1.00000E+02   5.88184E-05
  1.25000E+02   5.71769E-05
  1.50000E+02   6.31046E-05
