# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  23 <-  4  1.38374E+01    8.05730E-02  -1.54990E-02   9.87260E-02  -2.58600E-01   3.25590E-01  -1.47470E-01
  24 <-  4  1.38544E+01    3.21680E-03  -2.52780E-05   1.59800E-04  -4.20440E-04   5.30840E-04  -2.40980E-04
  25 <-  4  1.38825E+01    4.79210E-03  -5.86340E-05   3.65190E-04  -9.68910E-04   1.22990E-03  -5.60890E-04
  26 <-  4  1.39083E+01    1.78500E-02  -8.77910E-04   5.33400E-03  -1.43550E-02   1.84020E-02  -8.46850E-03
  27 <-  4  1.39246E+01    6.20730E-02  -1.11220E-02   6.65900E-02  -1.80710E-01   2.32980E-01  -1.07780E-01
  28 <-  4  1.39392E+01    4.46160E-02  -5.80190E-03   3.46170E-02  -9.40680E-02   1.21360E-01  -5.61700E-02
  29 <-  4  1.39617E+01    3.49970E-02  -3.50260E-03   2.09950E-02  -5.67980E-02   7.30090E-02  -3.36640E-02
  30 <-  4  1.39833E+01    3.28390E-02  -2.59780E-03   1.64200E-02  -4.28690E-02   5.36150E-02  -2.40360E-02
  31 <-  4  1.40040E+01    2.23580E-02  -1.36600E-05   2.58580E-03  -2.55800E-03  -9.34810E-04   2.36990E-03
  32 <-  4  1.40248E+01    2.16200E-02   6.49910E-05   2.06570E-03  -1.16850E-03  -2.72640E-03   3.20910E-03
  33 <-  4  1.40460E+01    2.04550E-02   1.32880E-04   1.50630E-03   1.44580E-04  -4.24190E-03   3.83760E-03
  34 <-  4  1.40672E+01    1.94870E-02   1.90650E-04   1.04100E-03   1.26420E-03  -5.56340E-03   4.40070E-03
  35 <-  4  1.40883E+01    1.86470E-02   2.39610E-04   6.45120E-04   2.22740E-03  -6.71110E-03   4.89510E-03
  36 <-  4  1.41093E+01    1.78250E-02   2.76030E-04   3.12970E-04   2.99510E-03  -7.58200E-03   5.24900E-03
  37 <-  4  1.41301E+01    1.70020E-02   2.98030E-04   4.99330E-05   3.54040E-03  -8.12970E-03   5.43530E-03
  38 <-  4  1.41508E+01    1.62140E-02   3.04360E-04  -1.32050E-04   3.83580E-03  -8.32360E-03   5.44220E-03
  39 <-  4  1.41712E+01    1.55620E-02   2.90060E-04  -1.96800E-04   3.79340E-03  -8.05980E-03   5.22600E-03
  40 <-  4  1.41914E+01    1.49870E-02   2.66230E-04  -2.03340E-04   3.59000E-03  -7.58410E-03   4.90890E-03
  41 <-  4  1.42114E+01    1.42800E-02   2.56440E-04  -2.83000E-04   3.60340E-03  -7.40720E-03   4.73870E-03
  42 <-  4  1.42310E+01    1.37310E-02   2.26890E-04  -2.48670E-04   3.28830E-03  -6.78570E-03   4.35190E-03
  43 <-  4  1.42504E+01    1.31730E-02   2.01060E-04  -2.25860E-04   3.01880E-03  -6.23710E-03   4.00520E-03
  44 <-  4  1.42695E+01    1.31080E-02   1.25780E-04   7.64320E-05   1.94700E-03  -4.60550E-03   3.13350E-03
  45 <-  4  1.42883E+01    1.09910E-02   2.52080E-04  -7.20190E-04   4.06910E-03  -7.32050E-03   4.38190E-03
  46 <-  4  1.43068E+01    9.30880E-03   3.14980E-04  -1.15920E-03   5.15970E-03  -8.63850E-03   4.95170E-03
  47 <-  4  1.43250E+01    8.15780E-03   3.27180E-04  -1.31020E-03   5.42690E-03  -8.84800E-03   4.98600E-03
  48 <-  4  1.43428E+01    7.38250E-03   3.12170E-04  -1.30320E-03   5.24720E-03  -8.46030E-03   4.73350E-03
  49 <-  4  1.43604E+01    7.13610E-03   2.68400E-04  -1.13060E-03   4.59990E-03  -7.44890E-03   4.18190E-03
  50 <-  4  1.43776E+01    7.66040E-03   1.82760E-04  -7.22590E-04   3.28130E-03  -5.53480E-03   3.19430E-03
  51 <-  4  1.43946E+01    9.85030E-03  -2.09740E-05   3.35870E-04   9.96280E-05  -1.11000E-03   9.91170E-04
  52 <-  4  1.44112E+01    1.38060E-02  -4.41170E-04   2.57810E-03  -6.47350E-03   7.88710E-03  -3.42700E-03
  53 <-  4  1.44275E+01    1.56540E-02  -7.00210E-04   3.94470E-03  -1.05050E-02   1.34310E-02  -6.16220E-03
  54 <-  4  1.44435E+01    1.48640E-02  -6.40650E-04   3.58220E-03  -9.55260E-03   1.22260E-02  -5.61770E-03
  55 <-  4  1.44592E+01    1.34930E-02  -5.18110E-04   2.88390E-03  -7.62930E-03   9.70620E-03  -4.43160E-03
  56 <-  4  1.44746E+01    1.16950E-02  -3.66610E-04   2.03490E-03  -5.27060E-03   6.59460E-03  -2.95630E-03
  57 <-  4  1.44897E+01    4.45150E-03   7.45340E-05  -3.74710E-04   1.55630E-03  -2.54310E-03   1.44370E-03
  58 <-  4  1.45045E+01    3.67920E-03   7.58080E-05  -3.96810E-04   1.54850E-03  -2.46740E-03   1.37740E-03
  59 <-  4  1.45190E+01    3.26640E-03   6.63630E-05  -3.57630E-04   1.37300E-03  -2.17270E-03   1.20790E-03
  60 <-  4  1.45332E+01    2.87720E-03   5.74960E-05  -3.18760E-04   1.20490E-03  -1.89390E-03   1.04890E-03
  61 <-  4  1.45472E+01    2.51260E-03   4.92310E-05  -2.80680E-04   1.04540E-03  -1.63250E-03   9.00650E-04
  62 <-  4  1.45608E+01    2.17390E-03   4.16520E-05  -2.44230E-04   8.96780E-04  -1.39120E-03   7.64720E-04
  63 <-  4  1.45742E+01    1.86030E-03   3.46680E-05  -2.09180E-04   7.57580E-04  -1.16760E-03   6.39450E-04
  64 <-  4  1.45873E+01    1.57640E-03   2.82970E-05  -1.75940E-04   6.28790E-04  -9.62680E-04   5.25330E-04
  65 <-  4  1.46002E+01    1.32790E-03   2.24840E-05  -1.44470E-04   5.09850E-04  -7.75340E-04   4.21600E-04
  66 <-  4  1.46128E+01    1.12590E-03   1.71910E-05  -1.14780E-04   4.00500E-04  -6.04930E-04   3.27800E-04
  67 <-  4  1.46251E+01    9.79910E-04   1.24150E-05  -8.70750E-05   3.00940E-04  -4.51410E-04   2.43790E-04
  68 <-  4  1.46372E+01    8.94230E-04   8.18760E-06  -6.17050E-05   2.11940E-04  -3.15600E-04   1.69830E-04
  69 <-  4  1.46490E+01    8.58660E-04   4.57560E-06  -3.91880E-05   1.34710E-04  -1.98910E-04   1.06540E-04
  70 <-  4  1.46605E+01    8.44440E-04   1.69560E-06  -2.02330E-05   7.09820E-05  -1.03500E-04   5.48960E-05
  71 <-  4  1.46715E+01    7.78510E-04  -1.30620E-07  -6.26270E-06   2.39680E-05  -3.34140E-05   1.68250E-05
  DE <-  4  1.46798E+01   -1.42420E-03   6.13200E-02  -3.91100E-01   1.44910E+00  -1.94800E+00   8.28270E-01
