# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  15 <-  4  1.13200E+01    2.45570E-01   2.71320E-02  -1.93570E-01   5.54330E-01  -6.15600E-01   2.66320E-01
  16 <-  4  1.14254E+01    2.99760E-01   6.25440E-02  -4.00780E-01   1.06000E+00  -1.14320E+00   4.81280E-01
  17 <-  4  1.15275E+01    3.25750E-01   9.37560E-02  -5.73920E-01   1.46160E+00  -1.55150E+00   6.42010E-01
  18 <-  4  1.16263E+01    3.30470E-01   1.10650E-01  -6.61420E-01   1.64070E+00  -1.71110E+00   6.94320E-01
  19 <-  4  1.17219E+01    3.18880E-01   1.13540E-01  -6.68370E-01   1.62410E+00  -1.66540E+00   6.62500E-01
  20 <-  4  1.18142E+01    2.95600E-01   1.05780E-01  -6.16020E-01   1.47260E+00  -1.48880E+00   5.81720E-01
  21 <-  4  1.19034E+01    2.65260E-01   9.01530E-02  -5.22020E-01   1.23040E+00  -1.22590E+00   4.69880E-01
  22 <-  4  1.19895E+01    2.30440E-01   7.21140E-02  -4.16270E-01   9.71550E-01  -9.58760E-01   3.62270E-01
  23 <-  4  1.20725E+01    1.94650E-01   5.29200E-02  -3.06460E-01   7.09000E-01  -6.91340E-01   2.56610E-01
  24 <-  4  1.21524E+01    1.59150E-01   3.58670E-02  -2.09690E-01   4.82410E-01  -4.65800E-01   1.70070E-01
  25 <-  4  1.22293E+01    1.25280E-01   2.20260E-02  -1.31290E-01   3.01440E-01  -2.88640E-01   1.03690E-01
  26 <-  4  1.23030E+01    9.39300E-02   1.17610E-02  -7.28430E-02   1.67680E-01  -1.59210E-01   5.61100E-02
  27 <-  4  1.23735E+01    6.53370E-02   5.09920E-03  -3.41230E-02   7.96830E-02  -7.55340E-02   2.62120E-02
  28 <-  4  1.24407E+01    3.89350E-02   1.68990E-03  -1.30350E-02   3.21560E-02  -3.21940E-02   1.17700E-02
  29 <-  4  1.25043E+01    1.73700E-02   1.91300E-05  -1.70620E-03   5.10480E-03  -5.46530E-03   2.05650E-03
  30 <-  4  1.25641E+01   -6.82820E-08   1.13020E-04  -2.17320E-04   7.14510E-04  -1.42430E-03   9.95140E-04
  31 <-  4  1.26196E+01    1.20000E-02   1.56590E-03  -5.91330E-03   1.23540E-02  -1.31330E-02   5.73080E-03
  32 <-  4  1.26700E+01    2.42010E-02   3.10110E-03  -1.27850E-02   2.68000E-02  -2.70780E-02   1.10020E-02
  33 <-  4  1.27141E+01    3.16610E-02   4.26260E-03  -1.83560E-02   3.86650E-02  -3.83490E-02   1.51060E-02
  34 <-  4  1.27501E+01    3.39510E-02   4.42170E-03  -1.94990E-02   4.11870E-02  -4.04750E-02   1.56830E-02
  35 <-  4  1.27748E+01    2.89100E-02   3.04420E-03  -1.35940E-02   2.87540E-02  -2.81180E-02   1.07980E-02
  36 <-  4  1.27856E+01    1.61130E-02   9.27260E-04  -4.16060E-03   8.80420E-03  -8.59300E-03   3.28860E-03
  37 <-  4  1.27886E+01    9.47840E-03   3.19230E-04  -1.43420E-03   3.03520E-03  -2.96090E-03   1.13210E-03
  38 <-  4  1.27896E+01    5.78610E-03   1.18730E-04  -5.33640E-04   1.12940E-03  -1.10150E-03   4.20990E-04
  39 <-  4  1.27900E+01    3.74650E-03   4.97430E-05  -2.23610E-04   4.73240E-04  -4.61520E-04   1.76370E-04
  DE <-  4  1.27902E+01    8.14090E-01   9.43090E-01  -5.71890E+00   1.28960E+01  -1.23880E+01   4.25050E+00
