# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=12) -> e + H2(j3Dg) (dissociative excitation)
# Initial-state energy: -1.00823 Hartrees
#
# Threshold: 1.23179E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.23179E+01   0.00000E+00
  1.25000E+01   3.65010E-06
  1.30000E+01   1.62691E-04
  1.35000E+01   3.95124E-04
  1.40000E+01   7.34177E-04
  1.45000E+01   1.15454E-03
  1.50000E+01   1.75539E-03
  1.55000E+01   1.95893E-03
  1.60000E+01   2.38808E-03
  1.65000E+01   2.35665E-03
  1.70000E+01   2.47706E-03
  1.75000E+01   2.48276E-03
  1.80000E+01   2.48561E-03
  1.85000E+01   2.59280E-03
  1.90000E+01   2.55354E-03
  1.95000E+01   2.48655E-03
  2.00000E+01   2.40463E-03
  2.10000E+01   2.23043E-03
  2.20000E+01   2.05473E-03
  2.30000E+01   1.88734E-03
  2.40000E+01   1.73198E-03
  2.50000E+01   1.59011E-03
  2.60000E+01   1.46030E-03
  2.70000E+01   1.34250E-03
  2.80000E+01   1.23585E-03
  2.90000E+01   1.13944E-03
  3.00000E+01   1.05228E-03
  3.50000E+01   7.25126E-04
  4.00000E+01   5.19595E-04
  4.50000E+01   3.84867E-04
  5.00000E+01   2.92999E-04
  6.00000E+01   1.81349E-04
  7.00000E+01   1.20120E-04
  8.00000E+01   8.37519E-05
  9.00000E+01   6.07802E-05
  1.00000E+02   4.55474E-05
  1.25000E+02   2.46090E-05
  1.50000E+02   1.48227E-05
