# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=12) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.00823 Hartrees
#
# Threshold: 1.04282E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.04282E+01   0.00000E+00
  1.05000E+01   6.68291E-08
  1.15000E+01   8.29912E-02
  1.20000E+01   1.10999E-01
  1.25000E+01   1.27167E-01
  1.30000E+01   1.34099E-01
  1.35000E+01   1.39927E-01
  1.40000E+01   1.41409E-01
  1.45000E+01   1.40719E-01
  1.50000E+01   1.38609E-01
  1.55000E+01   1.35014E-01
  1.60000E+01   1.31311E-01
  1.65000E+01   1.26716E-01
  1.70000E+01   1.22189E-01
  1.75000E+01   1.17348E-01
  1.80000E+01   1.12683E-01
  1.85000E+01   1.08073E-01
  1.90000E+01   1.03507E-01
  1.95000E+01   9.90443E-02
  2.00000E+01   9.47195E-02
  2.10000E+01   8.65550E-02
  2.20000E+01   7.90840E-02
  2.30000E+01   7.23083E-02
  2.40000E+01   6.61939E-02
  2.50000E+01   6.06830E-02
  2.60000E+01   5.57208E-02
  2.70000E+01   5.12526E-02
  2.80000E+01   4.72266E-02
  2.90000E+01   4.35952E-02
  3.00000E+01   4.03147E-02
  3.50000E+01   2.79722E-02
  4.00000E+01   2.01707E-02
  4.50000E+01   1.50284E-02
  5.00000E+01   1.15142E-02
  6.00000E+01   7.16243E-03
  7.00000E+01   4.73236E-03
  8.00000E+01   3.29866E-03
  9.00000E+01   2.39487E-03
  1.00000E+02   1.79572E-03
  1.25000E+02   9.71592E-04
  1.50000E+02   5.85818E-04
