# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=12) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.00823 Hartrees
#
# Threshold: 1.04282E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.04282E+01   0.00000E+00
  1.05000E+01   1.36067E-05
  1.15000E+01   1.02282E-02
  1.20000E+01   1.37756E-02
  1.25000E+01   1.64944E-02
  1.30000E+01   1.84324E-02
  1.35000E+01   2.20355E-02
  1.40000E+01   2.29590E-02
  1.45000E+01   2.29308E-02
  1.50000E+01   2.29271E-02
  1.55000E+01   2.46659E-02
  1.60000E+01   2.35309E-02
  1.65000E+01   2.38300E-02
  1.70000E+01   2.33640E-02
  1.75000E+01   2.28643E-02
  1.80000E+01   2.28538E-02
  1.85000E+01   2.23575E-02
  1.90000E+01   2.17115E-02
  1.95000E+01   2.10010E-02
  2.00000E+01   2.03320E-02
  2.10000E+01   1.89197E-02
  2.20000E+01   1.75100E-02
  2.30000E+01   1.61590E-02
  2.40000E+01   1.49002E-02
  2.50000E+01   1.37315E-02
  2.60000E+01   1.26596E-02
  2.70000E+01   1.16810E-02
  2.80000E+01   1.07899E-02
  2.90000E+01   9.97955E-03
  3.00000E+01   9.24258E-03
  3.50000E+01   6.43566E-03
  4.00000E+01   4.64011E-03
  4.50000E+01   3.44991E-03
  5.00000E+01   2.63321E-03
  6.00000E+01   1.63515E-03
  7.00000E+01   1.08642E-03
  8.00000E+01   7.59681E-04
  9.00000E+01   5.52537E-04
  1.00000E+02   4.14783E-04
  1.25000E+02   2.24788E-04
  1.50000E+02   1.35657E-04
