# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  16 <-  5  1.32629E+01    2.88260E-07  -1.90050E-13   1.22310E-12  -2.98740E-12   3.52900E-12  -1.51430E-12
  17 <-  5  1.32968E+01    2.16110E-06  -1.32600E-11   8.18260E-11  -2.14930E-10   2.69160E-10  -1.21730E-10
  18 <-  5  1.33170E+01    2.55140E-02  -1.95680E-03   1.21000E-02  -3.23560E-02   4.10320E-02  -1.87450E-02
  19 <-  5  1.33297E+01    8.92570E-06  -2.48510E-10   1.54560E-09  -4.18520E-09   5.35600E-09  -2.46480E-09
  20 <-  5  1.33617E+01    5.04240E-06  -8.90250E-11   5.88690E-10  -1.65370E-09   2.17500E-09  -1.02280E-09
  21 <-  5  1.33928E+01    5.17900E-06  -3.16290E-11  -6.41040E-11   3.74400E-10  -4.95330E-10   2.22410E-10
  22 <-  5  1.34230E+01    1.86990E-04  -6.90030E-08   3.30700E-07  -8.10830E-07   1.06390E-06  -5.22800E-07
  23 <-  5  1.34352E+01    1.28580E-02  -3.02300E-04   1.57950E-03  -3.97520E-03   5.34910E-03  -2.68570E-03
  24 <-  5  1.34523E+01    3.94390E-04   2.80470E-07  -1.13430E-06   3.42260E-06  -3.03840E-06   5.03930E-07
  25 <-  5  1.34803E+01    1.16600E-03  -2.00860E-06   1.22420E-05  -2.92360E-05   3.81290E-05  -1.88340E-05
  26 <-  5  1.35062E+01    6.27780E-03  -9.53700E-05   5.39850E-04  -1.37500E-03   1.73160E-03  -7.98150E-04
  27 <-  5  1.35224E+01    2.29200E-02  -1.26410E-03   7.22430E-03  -1.83640E-02   2.30580E-02  -1.05900E-02
  28 <-  5  1.35371E+01    1.76810E-02  -7.48720E-04   4.31070E-03  -1.09390E-02   1.37010E-02  -6.27390E-03
  29 <-  5  1.35595E+01    1.58980E-02  -6.01170E-04   3.49530E-03  -8.84880E-03   1.10460E-02  -5.03660E-03
  30 <-  5  1.35812E+01    1.93220E-02  -8.81510E-04   5.16880E-03  -1.30550E-02   1.62450E-02  -7.37830E-03
  31 <-  5  1.36019E+01    2.24430E-02  -1.17970E-03   6.97010E-03  -1.75620E-02   2.17890E-02  -9.86000E-03
  32 <-  5  1.36227E+01    2.38190E-02  -1.31640E-03   7.83650E-03  -1.96950E-02   2.43600E-02  -1.09820E-02
  33 <-  5  1.36438E+01    2.45850E-02  -1.38560E-03   8.31380E-03  -2.08270E-02   2.56730E-02  -1.15260E-02
  34 <-  5  1.36650E+01    2.53230E-02  -1.44250E-03   8.73620E-03  -2.17750E-02   2.67130E-02  -1.19280E-02
  35 <-  5  1.36861E+01    2.60650E-02  -1.49850E-03   9.16250E-03  -2.27210E-02   2.77390E-02  -1.23170E-02
  36 <-  5  1.37071E+01    2.73840E-02  -1.69290E-03   1.03470E-02  -2.58800E-02   3.17590E-02  -1.41520E-02
  37 <-  5  1.37280E+01    2.78730E-02  -1.72730E-03   1.06450E-02  -2.65400E-02   3.24590E-02  -1.44030E-02
  38 <-  5  1.37486E+01    2.83040E-02  -1.76630E-03   1.09570E-02  -2.72930E-02   3.33250E-02  -1.47470E-02
  39 <-  5  1.37691E+01    2.99210E-02  -2.09710E-03   1.28620E-02  -3.26630E-02   4.04190E-02  -1.80950E-02
  40 <-  5  1.37893E+01    3.07830E-02  -2.26870E-03   1.38850E-02  -3.55280E-02   4.41690E-02  -1.98420E-02
  41 <-  5  1.38092E+01    3.11660E-02  -2.33720E-03   1.43300E-02  -3.67680E-02   4.57660E-02  -2.05660E-02
  42 <-  5  1.38289E+01    3.17610E-02  -2.47330E-03   1.51320E-02  -3.90700E-02   4.88200E-02  -2.20010E-02
  43 <-  5  1.38483E+01    3.26810E-02  -2.70460E-03   1.64440E-02  -4.28610E-02   5.38860E-02  -2.44070E-02
  44 <-  5  1.38674E+01    3.31240E-02  -2.82360E-03   1.71290E-02  -4.48700E-02   5.65780E-02  -2.56810E-02
  45 <-  5  1.38862E+01    3.35380E-02  -2.94630E-03   1.78200E-02  -4.69190E-02   5.93440E-02  -2.69990E-02
  46 <-  5  1.39047E+01    3.47230E-02  -3.29090E-03   1.97110E-02  -5.24300E-02   6.67590E-02  -3.05510E-02
  47 <-  5  1.39228E+01    3.55100E-02  -3.53710E-03   2.10540E-02  -5.63700E-02   7.20750E-02  -3.30990E-02
  48 <-  5  1.39407E+01    3.67850E-02  -3.93580E-03   2.32200E-02  -6.26750E-02   8.05560E-02  -3.71650E-02
  49 <-  5  1.39582E+01    3.61200E-02  -3.77210E-03   2.23040E-02  -6.01490E-02   7.72280E-02  -3.55800E-02
  50 <-  5  1.39755E+01    3.37910E-02  -3.15610E-03   1.89050E-02  -5.05310E-02   6.44380E-02  -2.94760E-02
  51 <-  5  1.39924E+01    1.96180E-02  -1.57180E-04   2.48810E-03  -3.68470E-03   1.92950E-03   3.97080E-04
  52 <-  5  1.40091E+01    1.98980E-02  -2.45030E-04   2.92880E-03  -5.08730E-03   3.90500E-03  -5.80780E-04
  53 <-  5  1.40254E+01    1.91620E-02  -1.75060E-04   2.50240E-03  -4.01120E-03   2.57330E-03   1.98860E-05
  54 <-  5  1.40414E+01    1.84110E-02  -1.08730E-04   2.09110E-03  -2.97770E-03   1.30020E-03   5.90700E-04
  55 <-  5  1.40571E+01    1.76580E-02  -4.70200E-05   1.70220E-03  -2.00570E-03   1.09360E-04   1.12110E-03
  56 <-  5  1.40725E+01    1.69080E-02   9.65380E-06   1.33840E-03  -1.10250E-03  -9.89760E-04   1.60650E-03
  57 <-  5  1.40876E+01    1.61680E-02   6.05960E-05   1.00410E-03  -2.81050E-04  -1.97990E-03   2.03890E-03
  58 <-  5  1.41024E+01    1.54340E-02   1.05470E-04   7.00240E-04   4.54390E-04  -2.85360E-03   2.41380E-03
  59 <-  5  1.41169E+01    1.47250E-02   1.44650E-04   4.28200E-04   1.10530E-03  -3.61810E-03   2.73730E-03
  60 <-  5  1.41311E+01    1.40310E-02   1.78480E-04   1.84570E-04   1.67820E-03  -4.27960E-03   3.01110E-03
  61 <-  5  1.41450E+01    1.33570E-02   2.06750E-04  -2.89510E-05   2.16880E-03  -4.83270E-03   3.23300E-03
  62 <-  5  1.41587E+01    1.27250E-02   2.29140E-04  -2.08700E-04   2.56970E-03  -5.27060E-03   3.40110E-03
  63 <-  5  1.41721E+01    1.21620E-02   2.42160E-04  -3.36890E-04   2.82510E-03  -5.51370E-03   3.47510E-03
  64 <-  5  1.41852E+01    1.14700E-02   2.66210E-04  -5.24430E-04   3.26000E-03  -6.00680E-03   3.67300E-03
  65 <-  5  1.41980E+01    1.02320E-02   3.33840E-04  -9.50590E-04   4.39410E-03  -7.45630E-03   4.33910E-03
  66 <-  5  1.42106E+01    9.39850E-03   3.60620E-04  -1.15020E-03   4.87480E-03  -8.02060E-03   4.57490E-03
  67 <-  5  1.42230E+01    9.08680E-03   3.46070E-04  -1.12120E-03   4.69720E-03  -7.69400E-03   4.37820E-03
  68 <-  5  1.42350E+01    9.02170E-03   3.14180E-04  -9.95720E-04   4.24470E-03  -6.99860E-03   4.00330E-03
  69 <-  5  1.42468E+01    8.95630E-03   2.82690E-04  -8.72020E-04   3.80120E-03  -6.31870E-03   3.63720E-03
  70 <-  5  1.42583E+01    8.95280E-03   2.44320E-04  -7.13050E-04   3.25310E-03  -5.49470E-03   3.19950E-03
  71 <-  5  1.42693E+01    8.82260E-03   1.98500E-04  -5.30690E-04   2.60530E-03  -4.50640E-03   2.66710E-03
  DE <-  5  1.42777E+01    5.55910E-05   4.66540E-02  -1.95780E-01   7.09870E-01  -9.62160E-01   4.01460E-01
