# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  5  1.00065E+01    5.64150E-06   1.10680E-02  -4.74460E-02   1.21800E-01  -1.33910E-01   4.88850E-02
   1 <-  5  1.00284E+01    4.69640E-08   9.06320E-07  -2.65640E-06   6.35600E-06  -5.70440E-06   1.64780E-06
   2 <-  5  1.01765E+01    8.04850E-09   3.16050E-05  -9.99370E-05   2.06560E-04  -1.43570E-04   1.14000E-05
   3 <-  5  1.02952E+01   -3.26290E-06   3.01680E-01  -1.11400E+00   2.28670E+00  -1.63340E+00   1.17260E-01
   4 <-  5  1.03176E+01   -3.95280E-07   3.03280E-04  -1.29810E-03   2.89590E-03  -2.53240E-03   5.53790E-04
   5 <-  5  1.04504E+01    6.73580E-06   3.22270E-03  -9.77420E-03   1.59000E-02  -4.30980E-03  -4.77330E-03
   6 <-  5  1.05463E+01   -1.82210E-05   5.31670E-01  -1.70190E+00   2.65710E+00  -4.83020E-01  -1.04830E+00
   7 <-  5  1.05837E+01   -1.45030E-05   1.66820E-01  -5.39830E-01   8.20900E-01  -9.76970E-02  -3.72650E-01
   8 <-  5  1.06903E+01    2.06340E-05   3.51400E-02  -1.15780E-01   1.54150E-01   3.78220E-02  -1.22410E-01
   9 <-  5  1.07740E+01   -1.77800E-05   8.94630E-03  -3.61960E-02   5.81960E-02  -9.34480E-03  -2.58660E-02
  10 <-  5  1.08510E+01    4.20370E-07   7.78540E-03  -4.00640E-02   1.38450E-01  -2.16390E-01   1.23210E-01
  11 <-  5  1.09420E+01    1.09090E-05   4.42700E-02  -1.59830E-01   3.30170E-01  -2.84290E-01   8.69500E-02
  12 <-  5  1.10316E+01    8.32640E-06   8.73640E-02  -2.91850E-01   4.88190E-01  -2.25600E-01  -3.92550E-02
  13 <-  5  1.11181E+01   -1.29210E-05   1.01390E-01  -3.19370E-01   4.47260E-01  -3.30290E-02  -1.78710E-01
  14 <-  5  1.12048E+01   -6.39580E-05   8.06880E-02  -2.41880E-01   2.85740E-01   9.96280E-02  -2.08320E-01
  15 <-  5  1.12912E+01    3.16050E-02   4.73230E-02  -1.29850E-01   1.05880E-01   1.67790E-01  -1.77650E-01
  16 <-  5  1.13759E+01    5.01070E-02   1.57290E-02  -2.75490E-02  -4.16450E-02   1.95810E-01  -1.32980E-01
  17 <-  5  1.14587E+01    4.50720E-02   4.83910E-05   1.35360E-02  -6.67280E-02   1.21200E-01  -6.31910E-02
  18 <-  5  1.15396E+01    2.30750E-02  -1.56000E-03   7.54940E-03  -1.88900E-02   2.14620E-02  -7.25110E-03
  19 <-  5  1.16187E+01    7.01810E-07   1.51060E-03  -5.17390E-03   1.02440E-02  -5.57430E-03  -1.51340E-03
  20 <-  5  1.16958E+01    1.29840E-06   7.14390E-03  -1.96270E-02   2.01000E-02   1.98530E-02  -2.75050E-02
  21 <-  5  1.17706E+01    1.50400E-07   1.42120E-02  -3.72790E-02   3.08820E-02   4.95300E-02  -5.43870E-02
  22 <-  5  1.18430E+01   -5.32150E-06   2.05500E-02  -5.32670E-02   4.26860E-02   6.79580E-02  -7.03480E-02
  23 <-  5  1.19130E+01   -7.76440E-07   2.49440E-02  -6.45750E-02   5.35080E-02   7.16730E-02  -7.29900E-02
  24 <-  5  1.19804E+01    4.53160E-05   2.70310E-02  -7.00310E-02   6.08980E-02   6.44050E-02  -6.54560E-02
  25 <-  5  1.20451E+01    1.81600E-02   2.58280E-02  -6.47670E-02   5.15700E-02   6.56090E-02  -5.85800E-02
  26 <-  5  1.21069E+01    1.86170E-02   2.42870E-02  -6.22690E-02   5.85720E-02   3.65360E-02  -3.55670E-02
  27 <-  5  1.21653E+01   -3.96640E-05   2.30510E-02  -6.37740E-02   8.04520E-02  -1.52430E-02  -2.08810E-03
  28 <-  5  1.22201E+01    6.06560E-06   1.99400E-02  -5.82640E-02   8.78360E-02  -5.07660E-02   2.31520E-02
  29 <-  5  1.22704E+01   -9.22940E-06   1.65090E-02  -5.11780E-02   8.96790E-02  -7.60960E-02   4.12570E-02
  30 <-  5  1.23152E+01   -2.75540E-05   1.29400E-02  -4.24860E-02   8.38340E-02  -8.64750E-02   4.94880E-02
  31 <-  5  1.23526E+01   -3.75060E-07   9.23960E-03  -3.19280E-02   6.88830E-02  -7.94470E-02   4.65390E-02
  32 <-  5  1.23793E+01    1.19730E-07   4.99960E-03  -1.79730E-02   4.11850E-02  -5.05780E-02   2.99310E-02
  DE <-  5  1.23880E+01   -9.92010E-05   3.30630E-01  -3.74480E-01  -2.33370E+00   7.60420E+00  -5.49650E+00
