# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(h3Sg) (dissociative excitation)
# Initial-state energy: -1.03181 Hartrees
#
# Threshold: 1.10699E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.10699E+01   0.00000E+00
  1.15000E+01   3.18996E-03
  1.20000E+01   9.71254E-03
  1.25000E+01   1.52863E-02
  1.30000E+01   2.29185E-02
  1.35000E+01   2.59747E-02
  1.40000E+01   2.95216E-02
  1.45000E+01   3.06773E-02
  1.50000E+01   3.66292E-02
  1.55000E+01   4.04080E-02
  1.60000E+01   3.98353E-02
  1.65000E+01   4.16729E-02
  1.70000E+01   3.99598E-02
  1.75000E+01   3.95564E-02
  1.80000E+01   3.84684E-02
  1.85000E+01   3.80962E-02
  1.90000E+01   3.78044E-02
  1.95000E+01   3.71060E-02
  2.00000E+01   3.60879E-02
  2.10000E+01   3.36082E-02
  2.20000E+01   3.11590E-02
  2.30000E+01   2.82065E-02
  2.40000E+01   2.56937E-02
  2.50000E+01   2.34365E-02
  2.60000E+01   2.14211E-02
  2.70000E+01   1.96236E-02
  2.80000E+01   1.80186E-02
  2.90000E+01   1.65825E-02
  3.00000E+01   1.52946E-02
  3.50000E+01   1.05209E-02
  4.00000E+01   7.55259E-03
  4.50000E+01   5.61192E-03
  5.00000E+01   4.28873E-03
  6.00000E+01   2.67620E-03
  7.00000E+01   1.78651E-03
  8.00000E+01   1.25437E-03
  9.00000E+01   9.15799E-04
  1.00000E+02   6.89349E-04
  1.25000E+02   3.78963E-04
  1.50000E+02   2.30733E-04
