# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.03181 Hartrees
#
# Threshold: 1.10699E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.10699E+01   0.00000E+00
  1.15000E+01   1.96285E-03
  1.20000E+01   1.00383E-02
  1.25000E+01   2.06709E-02
  1.30000E+01   4.02687E-02
  1.35000E+01   5.54241E-02
  1.40000E+01   7.58650E-02
  1.45000E+01   7.17791E-02
  1.50000E+01   7.00689E-02
  1.55000E+01   6.72820E-02
  1.60000E+01   6.47744E-02
  1.65000E+01   6.31417E-02
  1.70000E+01   6.15056E-02
  1.75000E+01   6.09072E-02
  1.80000E+01   5.87089E-02
  1.85000E+01   5.66262E-02
  1.90000E+01   5.44213E-02
  1.95000E+01   5.20724E-02
  2.00000E+01   4.96392E-02
  2.10000E+01   4.46921E-02
  2.20000E+01   4.00436E-02
  2.30000E+01   3.58185E-02
  2.40000E+01   3.20456E-02
  2.50000E+01   2.87071E-02
  2.60000E+01   2.57663E-02
  2.70000E+01   2.31798E-02
  2.80000E+01   2.09047E-02
  2.90000E+01   1.89009E-02
  3.00000E+01   1.71324E-02
  3.50000E+01   1.08643E-02
  4.00000E+01   7.28507E-03
  4.50000E+01   5.13235E-03
  5.00000E+01   3.75083E-03
  6.00000E+01   2.17843E-03
  7.00000E+01   1.37517E-03
  8.00000E+01   9.22859E-04
  9.00000E+01   6.48995E-04
  1.00000E+02   4.73593E-04
  1.25000E+02   2.42900E-04
  1.50000E+02   1.40722E-04
