# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(g3Sg) (dissociative excitation)
# Initial-state energy: -1.03181 Hartrees
#
# Threshold: 1.29595E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.29595E+01   0.00000E+00
  1.30000E+01   1.72319E-05
  1.35000E+01   4.48762E-04
  1.40000E+01   9.65191E-04
  1.45000E+01   1.41301E-03
  1.50000E+01   1.75683E-03
  1.55000E+01   2.20274E-03
  1.60000E+01   2.42145E-03
  1.65000E+01   2.91501E-03
  1.70000E+01   2.94133E-03
  1.75000E+01   2.87909E-03
  1.80000E+01   2.96798E-03
  1.85000E+01   2.99356E-03
  1.90000E+01   2.98353E-03
  1.95000E+01   2.93227E-03
  2.00000E+01   2.84712E-03
  2.10000E+01   2.57836E-03
  2.20000E+01   2.34211E-03
  2.30000E+01   2.12488E-03
  2.40000E+01   1.98737E-03
  2.50000E+01   1.80643E-03
  2.60000E+01   1.64469E-03
  2.70000E+01   1.49676E-03
  2.80000E+01   1.36434E-03
  2.90000E+01   1.24672E-03
  3.00000E+01   1.14199E-03
  3.50000E+01   7.61364E-04
  4.00000E+01   5.32423E-04
  4.50000E+01   3.86930E-04
  5.00000E+01   2.90149E-04
  6.00000E+01   1.75806E-04
  7.00000E+01   1.16029E-04
  8.00000E+01   8.49989E-05
  9.00000E+01   6.98407E-05
  1.00000E+02   6.28699E-05
  1.25000E+02   6.58816E-05
  1.50000E+02   7.56919E-05
