# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.03181 Hartrees
#
# Threshold: 8.64974E-01 eV
#
# Energy (eV)   CS (a_0^2)
  8.64974E-01   0.00000E+00
  1.00000E+00   2.07006E-02
  1.50000E+00   2.06625E+00
  2.00000E+00   4.57781E+00
  2.50000E+00   5.21118E+00
  3.00000E+00   5.36382E+00
  3.50000E+00   5.50304E+00
  4.00000E+00   5.54207E+00
  4.50000E+00   5.44574E+00
  5.00000E+00   5.28498E+00
  5.50000E+00   5.15810E+00
  6.00000E+00   5.02657E+00
  6.50000E+00   4.88814E+00
  7.00000E+00   4.73235E+00
  7.50000E+00   4.54056E+00
  8.00000E+00   4.33506E+00
  8.50000E+00   4.13586E+00
  9.00000E+00   3.93113E+00
  9.50000E+00   3.71489E+00
  1.00000E+01   3.48964E+00
  1.05000E+01   3.24715E+00
  1.10000E+01   3.01369E+00
  1.15000E+01   2.81807E+00
  1.20000E+01   2.64450E+00
  1.25000E+01   2.48598E+00
  1.30000E+01   2.34491E+00
  1.35000E+01   2.22499E+00
  1.40000E+01   2.11526E+00
  1.45000E+01   2.00381E+00
  1.50000E+01   1.89727E+00
  1.55000E+01   1.79541E+00
  1.60000E+01   1.69601E+00
  1.65000E+01   1.60208E+00
  1.70000E+01   1.51663E+00
  1.75000E+01   1.43864E+00
  1.80000E+01   1.36530E+00
  1.85000E+01   1.29695E+00
  1.90000E+01   1.23392E+00
  1.95000E+01   1.17654E+00
  2.00000E+01   1.12514E+00
  2.10000E+01   1.03320E+00
  2.20000E+01   9.49981E-01
  2.30000E+01   8.74659E-01
  2.40000E+01   8.06397E-01
  2.50000E+01   7.44361E-01
  2.60000E+01   6.87719E-01
  2.70000E+01   6.35636E-01
  2.80000E+01   5.87278E-01
  2.90000E+01   5.41813E-01
  3.00000E+01   4.98406E-01
  3.50000E+01   3.50184E-01
  4.00000E+01   2.72026E-01
  4.50000E+01   2.14880E-01
  5.00000E+01   1.81750E-01
  6.00000E+01   1.39579E-01
  7.00000E+01   9.89139E-02
  8.00000E+01   7.16533E-02
  9.00000E+01   5.16749E-02
  1.00000E+02   3.74600E-02
  1.25000E+02   1.87174E-02
  1.50000E+02   1.00157E-02
