# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  0  1.11829E+01    1.64940E-01   3.75620E-02  -2.11130E-01   5.13810E-01  -5.34080E-01   2.15340E-01
   1 <-  0  1.13468E+01    2.99300E-01   1.24800E-01  -6.99990E-01   1.68940E+00  -1.74220E+00   6.96290E-01
   2 <-  0  1.15061E+01    4.15130E-01   2.40460E-01  -1.34970E+00   3.24120E+00  -3.32600E+00   1.32100E+00
   3 <-  0  1.16610E+01    5.04970E-01   3.44090E-01  -1.94260E+00   4.64740E+00  -4.73380E+00   1.86330E+00
   4 <-  0  1.18117E+01    5.66980E-01   4.06520E-01  -2.32140E+00   5.54260E+00  -5.59550E+00   2.17840E+00
   5 <-  0  1.19582E+01    6.01660E-01   4.25970E-01  -2.47100E+00   5.91220E+00  -5.93990E+00   2.29620E+00
   6 <-  0  1.21008E+01    6.14660E-01   4.01890E-01  -2.38500E+00   5.73000E+00  -5.72170E+00   2.19230E+00
   7 <-  0  1.22393E+01    6.10730E-01   3.47540E-01  -2.12900E+00   5.14560E+00  -5.09460E+00   1.92860E+00
   8 <-  0  1.23739E+01    5.93170E-01   2.83270E-01  -1.80560E+00   4.40240E+00  -4.32510E+00   1.61780E+00
   9 <-  0  1.25046E+01    5.64390E-01   2.26980E-01  -1.50690E+00   3.72090E+00  -3.65710E+00   1.36370E+00
  10 <-  0  1.26316E+01    5.30820E-01   1.71320E-01  -1.19920E+00   2.99420E+00  -2.91990E+00   1.07430E+00
  11 <-  0  1.27547E+01    4.93170E-01   1.27680E-01  -9.43450E-01   2.38050E+00  -2.30390E+00   8.35810E-01
  12 <-  0  1.28742E+01    4.53300E-01   9.65400E-02  -7.46050E-01   1.89720E+00  -1.82620E+00   6.54710E-01
  13 <-  0  1.29901E+01    4.12350E-01   7.72330E-02  -6.06900E-01   1.54910E+00  -1.49390E+00   5.34280E-01
  14 <-  0  1.31025E+01    3.73240E-01   6.18030E-02  -4.88990E-01   1.24310E+00  -1.18960E+00   4.19320E-01
  15 <-  0  1.32113E+01    3.35690E-01   5.18390E-02  -4.02060E-01   1.01120E+00  -9.60870E-01   3.34140E-01
  16 <-  0  1.33168E+01    3.00180E-01   4.56670E-02  -3.38800E-01   8.38530E-01  -7.93400E-01   2.73500E-01
  17 <-  0  1.34189E+01    2.67060E-01   4.17760E-02  -2.92030E-01   7.09140E-01  -6.70750E-01   2.30730E-01
  18 <-  0  1.35177E+01    2.36950E-01   3.83600E-02  -2.52680E-01   6.00640E-01  -5.66830E-01   1.94200E-01
  19 <-  0  1.36132E+01    2.09950E-01   3.49360E-02  -2.17940E-01   5.06500E-01  -4.75450E-01   1.61610E-01
  20 <-  0  1.37055E+01    1.85700E-01   3.17990E-02  -1.88680E-01   4.29240E-01  -4.01460E-01   1.35790E-01
  21 <-  0  1.37947E+01    1.64000E-01   2.89180E-02  -1.64100E-01   3.66600E-01  -3.42990E-01   1.16180E-01
  22 <-  0  1.38808E+01    1.44740E-01   2.61270E-02  -1.42740E-01   3.14180E-01  -2.94940E-01   1.00510E-01
  23 <-  0  1.39638E+01    1.27970E-01   2.32010E-02  -1.22890E-01   2.66880E-01  -2.51000E-01   8.58600E-02
  24 <-  0  1.40438E+01    1.13410E-01   2.02980E-02  -1.04820E-01   2.24970E-01  -2.11820E-01   7.26620E-02
  25 <-  0  1.41206E+01    1.00710E-01   1.75980E-02  -8.90160E-02   1.89310E-01  -1.78760E-01   6.16430E-02
  26 <-  0  1.41943E+01    8.96120E-02   1.51470E-02  -7.53480E-02   1.59250E-01  -1.51190E-01   5.25820E-02
  27 <-  0  1.42648E+01    7.99190E-02   1.29430E-02  -6.35500E-02   1.33870E-01  -1.28080E-01   4.50580E-02
  28 <-  0  1.43320E+01    7.14760E-02   1.09540E-02  -5.32530E-02   1.12020E-01  -1.08100E-01   3.85020E-02
  29 <-  0  1.43956E+01    6.41170E-02   9.15680E-03  -4.41970E-02   9.29390E-02  -9.04250E-02   3.25760E-02
  30 <-  0  1.44555E+01    5.77450E-02   7.49750E-03  -3.60000E-02   7.55830E-02  -7.38740E-02   2.67820E-02
  31 <-  0  1.45109E+01    5.18080E-02   6.10300E-03  -2.92180E-02   6.14750E-02  -6.06190E-02   2.22320E-02
  32 <-  0  1.45613E+01    4.61780E-02   4.86450E-03  -2.32590E-02   4.91030E-02  -4.88700E-02   1.81330E-02
  33 <-  0  1.46055E+01    4.04690E-02   3.72650E-03  -1.78180E-02   3.77690E-02  -3.79310E-02   1.42300E-02
  34 <-  0  1.46414E+01    3.39730E-02   2.61130E-03  -1.24960E-02   2.65970E-02  -2.69260E-02   1.01980E-02
  35 <-  0  1.46661E+01    2.50840E-02   1.41560E-03  -6.78080E-03   1.44800E-02  -1.47450E-02   5.62260E-03
  36 <-  0  1.46769E+01    1.32030E-02   3.91060E-04  -1.87420E-03   4.00840E-03  -4.09250E-03   1.56520E-03
  37 <-  0  1.46799E+01    7.64820E-03   1.31140E-04  -6.28560E-04   1.34490E-03  -1.37420E-03   5.26010E-04
  38 <-  0  1.46810E+01    4.64300E-03   4.83100E-05  -2.31570E-04   4.95580E-04  -5.06490E-04   1.93940E-04
  39 <-  0  1.46814E+01    3.00020E-03   2.01700E-05  -9.66870E-05   2.06920E-04  -2.11500E-04   8.09920E-05
  DE <-  0  1.46815E+01    1.22880E-01   2.92900E-02  -1.46160E-01   3.10650E-01  -3.09670E-01   1.15800E-01
