2.0000000E-02	1.8371896E-79
2.1060000E-02	1.7485500E-79
2.2160000E-02	1.7110021E-79
2.3320000E-02	1.6287828E-79
2.4560000E-02	1.5506822E-79
2.5840000E-02	1.5054100E-79
2.7220000E-02	1.4335649E-79
2.8640000E-02	1.3653209E-79
3.0160000E-02	1.3004982E-79
3.1740000E-02	1.2597230E-79
3.3400000E-02	1.2002627E-79
3.5160000E-02	1.1437860E-79
3.7020000E-02	1.1085427E-79
3.8960000E-02	1.0567404E-79
4.1020000E-02	1.0075406E-79
4.3180000E-02	9.7715008E-80
4.5460000E-02	9.3202517E-80
4.7840000E-02	8.8917102E-80
5.0360000E-02	8.6187500E-80
5.3020000E-02	8.2262643E-80
5.5820000E-02	7.8535748E-80
5.8740000E-02	7.5993971E-80
6.1840000E-02	7.2590093E-80
6.5100000E-02	6.9358452E-80
6.8520000E-02	6.6966767E-80
7.2140000E-02	6.4025420E-80
7.5940000E-02	6.1675309E-80
7.9920000E-02	5.9006983E-80
8.4140000E-02	5.6474815E-80
8.8560000E-02	5.4330662E-80
9.3220000E-02	5.2040657E-80
9.8140000E-02	4.9868417E-80
1.0330000E-01	4.7953036E-80
1.0874000E-01	4.5993877E-80
1.1446000E-01	4.4219988E-80
1.2050000E-01	4.2456540E-80
1.2684000E-01	4.0835342E-80
1.3352000E-01	3.9250884E-80
1.4054000E-01	3.7750621E-80
1.4794000E-01	3.6361594E-80
1.5574000E-01	3.5017206E-80
1.6394000E-01	3.3768037E-80
1.7256000E-01	3.2566099E-80
1.8166000E-01	3.1447869E-80
1.9122000E-01	3.0376346E-80
2.0120000E-01	2.9379351E-80
2.1180000E-01	2.8427585E-80
2.2300000E-01	2.7542577E-80
2.3480000E-01	2.6701239E-80
2.4720000E-01	2.5919986E-80
2.6020000E-01	2.5181019E-80
2.7380000E-01	2.4496493E-80
2.8820000E-01	2.3853076E-80
3.0340000E-01	2.3259468E-80
3.1940000E-01	2.2706000E-80
3.3620000E-01	2.2198711E-80
3.5400000E-01	2.1730829E-80
3.7260000E-01	2.1306471E-80
3.9220000E-01	2.0922394E-80
4.1280000E-01	2.0577566E-80
4.3460000E-01	2.0273860E-80
4.5740000E-01	2.0009597E-80
4.8160000E-01	1.9786287E-80
5.0700000E-01	1.9603312E-80
5.3360000E-01	1.9462157E-80
5.6160000E-01	1.9363314E-80
5.9120000E-01	1.9307966E-80
6.2240000E-01	1.9297987E-80
6.5520000E-01	1.9335186E-80
6.8960000E-01	1.9421946E-80
7.2600000E-01	1.9561251E-80
7.6420000E-01	1.9756506E-80
8.0440000E-01	2.0011812E-80
8.4680000E-01	2.0332053E-80
8.9140000E-01	2.0722946E-80
9.3820000E-01	2.1191244E-80
9.8760000E-01	2.1744913E-80
1.0396000E+00	2.2393329E-80
1.0944000E+00	2.3147557E-80
1.1520000E+00	2.4020671E-80
1.2128000E+00	2.5028157E-80
1.2766000E+00	2.6188394E-80
1.3438000E+00	2.7523261E-80
1.4146000E+00	2.9058893E-80
1.4890000E+00	3.0826615E-80
1.5674000E+00	3.2864115E-80
1.6500000E+00	3.5216923E-80
1.7368000E+00	3.7940284E-80
1.8282000E+00	4.1101537E-80
1.9244000E+00	4.4783158E-80
2.0260000E+00	4.9086671E-80
2.1320000E+00	5.4137707E-80
2.2440000E+00	6.0092580E-80
2.3620000E+00	6.7146886E-80
2.4880000E+00	7.5546826E-80
2.6180000E+00	8.5604192E-80
2.7560000E+00	9.7716352E-80
2.9020000E+00	1.1239305E-79
3.0540000E+00	1.3029264E-79
3.2140000E+00	1.5227132E-79
3.3840000E+00	1.7945071E-79
3.5620000E+00	2.1331099E-79
3.7500000E+00	2.5582063E-79
3.9480000E+00	3.0961814E-79
4.1560000E+00	3.7826904E-79
4.3740000E+00	4.6663195E-79
4.6040000E+00	5.8138486E-79
4.8460000E+00	7.3178795E-79
5.1020000E+00	9.3079938E-79
5.3700000E+00	1.1967223E-78
5.6540000E+00	1.5556592E-78
5.9500000E+00	2.0452031E-78
6.2640000E+00	2.7200471E-78
6.5940000E+00	3.6605912E-78
6.9400000E+00	4.9862882E-78
7.3060000E+00	6.8765558E-78
7.6920000E+00	9.6039011E-78
8.0960000E+00	1.3586971E-77
8.5220000E+00	1.9476479E-77
8.9700000E+00	2.8296004E-77
9.4440000E+00	4.1675416E-77
9.9400000E+00	6.2242583E-77
1.0464000E+01	9.4288788E-77
1.1014000E+01	1.4491337E-76
1.1594000E+01	2.2601808E-76
1.2206000E+01	3.5782753E-76
1.2848000E+01	5.7518655E-76
1.3524000E+01	9.3897851E-76
1.4236000E+01	1.5571160E-75
1.4986000E+01	2.6236739E-75
1.5774000E+01	4.4928935E-75
1.6606000E+01	7.8211744E-75
1.7480000E+01	1.3843562E-74
1.8400000E+01	2.4920241E-74
1.9368000E+01	4.5633234E-74
2.0380000E+01	8.5021451E-74
2.1460000E+01	1.6120731E-73
2.2600000E+01	3.1112674E-73
2.3780000E+01	6.1132217E-73
2.5040000E+01	1.2231027E-72
2.6360000E+01	2.4922462E-72
2.7740000E+01	5.1727863E-72
2.9200000E+01	1.0937767E-71
3.0740000E+01	2.3564726E-71
3.2360000E+01	5.1734283E-71
3.4060000E+01	1.1575046E-70
3.5860000E+01	2.6395738E-70
3.7740000E+01	6.1353959E-70
3.9720000E+01	1.4536898E-69
4.1820000E+01	3.5110368E-69
4.4020000E+01	8.6444745E-69
4.6340000E+01	2.1695879E-68
4.8780000E+01	5.5505693E-68
5.1340000E+01	1.4474241E-67
5.4040000E+01	3.8469660E-67
5.6900000E+01	1.0419844E-66
5.9880000E+01	2.8758754E-66
6.3040000E+01	8.0868651E-66
6.6360000E+01	2.3164154E-65
6.9860000E+01	6.7576127E-65
7.3540000E+01	2.0073121E-64
7.7400000E+01	6.0698124E-64
8.1480000E+01	1.8679204E-63
8.5780000E+01	5.8484185E-63
9.0280000E+01	1.8624306E-62
9.5040000E+01	6.0302977E-62
1.0004000E+02	1.9845442E-61
1.0532000E+02	6.6356562E-61
1.1086000E+02	2.2533958E-60
1.1670000E+02	7.7686039E-60
1.2284000E+02	2.7177793E-59
1.2930000E+02	9.6440091E-59
1.3612000E+02	3.4695483E-58
1.4328000E+02	1.2648916E-57
1.5082000E+02	4.6707413E-57
1.5876000E+02	1.7460303E-56
1.6712000E+02	6.6043075E-56
1.7592000E+02	2.5262917E-55
1.8518000E+02	9.7675842E-55
1.9494000E+02	3.8150571E-54
2.0520000E+02	1.5044730E-53
2.1600000E+02	5.9867830E-53
2.2740000E+02	2.4026038E-52
2.3940000E+02	9.7185667E-52
2.5200000E+02	3.9600830E-51
2.6520000E+02	1.6245694E-50
2.7920000E+02	6.7058521E-50
2.9380000E+02	2.7835684E-49
3.0940000E+02	1.1612716E-48
3.2560000E+02	4.8663517E-48
3.4280000E+02	2.0472332E-47
3.6080000E+02	8.6414174E-47
3.7980000E+02	3.6578002E-46
3.9980000E+02	1.5518157E-45
4.2080000E+02	6.5950479E-45
4.4300000E+02	2.8062788E-44
4.6640000E+02	1.1949811E-43
4.9100000E+02	5.0897412E-43
5.1680000E+02	2.1673356E-42
5.4400000E+02	9.2224747E-42
5.7260000E+02	3.9197414E-41
6.0280000E+02	1.6632417E-40
6.3440000E+02	7.0427269E-40
6.6780000E+02	2.9744871E-39
7.0300000E+02	1.2524613E-38
7.4000000E+02	5.2551875E-38
7.7900000E+02	2.1961823E-37
8.2000000E+02	9.1365467E-37
8.6320000E+02	3.7817972E-36
9.0860000E+02	1.5565998E-35
9.5660000E+02	6.3675080E-35
1.0068000E+03	2.5871320E-34
1.0598000E+03	1.0434207E-33
1.1158000E+03	4.1746612E-33
1.1744000E+03	1.6558791E-32
1.2362000E+03	6.5073490E-32
1.3014000E+03	2.5320365E-31
1.3698000E+03	9.7487912E-31
1.4420000E+03	3.7117226E-30
1.5180000E+03	1.3966249E-29
1.5978000E+03	5.1904820E-29
1.6820000E+03	1.9042044E-28
1.7706000E+03	6.8922877E-28
1.8638000E+03	2.4600051E-27
1.9618000E+03	8.6541406E-27
2.0660000E+03	2.9993979E-26
2.1740000E+03	1.0237363E-25
2.2880000E+03	3.4397166E-25
2.4080000E+03	1.1373377E-24
2.5360000E+03	3.6996030E-24
2.6700000E+03	1.1835894E-23
2.8100000E+03	3.7232572E-23
2.9580000E+03	1.1514126E-22
3.1140000E+03	3.4998413E-22
3.2780000E+03	1.0454706E-21
3.4500000E+03	3.0688159E-21
3.6320000E+03	8.8508873E-21
3.8220000E+03	2.5080315E-20
4.0240000E+03	6.9822202E-20
4.2360000E+03	1.9096917E-19
4.4580000E+03	5.1315298E-19
4.6940000E+03	1.3547479E-18
4.9400000E+03	3.5141584E-18
5.2000000E+03	8.9570806E-18
5.4740000E+03	2.2435359E-17
5.7620000E+03	5.5229014E-17
6.0660000E+03	1.3363557E-16
6.3860000E+03	3.1787470E-16
6.7220000E+03	7.4341968E-16
7.0760000E+03	1.7097214E-15
7.4480000E+03	3.8672639E-15
7.8400000E+03	8.6049347E-15
8.2540000E+03	1.8838144E-14
8.6880000E+03	4.0584516E-14
9.1460000E+03	8.6059855E-14
9.6260000E+03	1.7965979E-13
1.0134000E+04	3.6931720E-13
1.0668000E+04	7.4772482E-13
1.1228000E+04	1.4913182E-12
1.1820000E+04	2.9307850E-12
1.2442000E+04	5.6764209E-12
1.3098000E+04	1.0837721E-11
1.3788000E+04	2.0402206E-11
1.4512000E+04	3.7877508E-11
1.5278000E+04	6.9367933E-11
1.6082000E+04	1.2534127E-10
1.6928000E+04	2.2350190E-10
1.7820000E+04	3.9339883E-10
1.8758000E+04	6.8367487E-10
1.9746000E+04	1.1732922E-09
2.0780000E+04	1.9888100E-09
2.1880000E+04	3.3306862E-09
2.3040000E+04	5.5117752E-09
2.4240000E+04	9.0155769E-09
2.5520000E+04	1.4579370E-08
2.6860000E+04	2.3311986E-08
2.8280000E+04	3.6863838E-08
2.9760000E+04	5.7668924E-08
3.1340000E+04	8.9268488E-08
3.2980000E+04	1.3674245E-07
3.4720000E+04	2.0735005E-07
3.6540000E+04	3.1130960E-07
3.8480000E+04	4.6279344E-07
4.0500000E+04	6.8146389E-07
4.2640000E+04	9.9395939E-07
4.4880000E+04	1.4368296E-06
4.7240000E+04	2.0581510E-06
4.9720000E+04	2.9218539E-06
5.2340000E+04	4.1134379E-06
5.5100000E+04	5.7413993E-06
5.8000000E+04	7.9481188E-06
6.1060000E+04	1.0914963E-05
6.4260000E+04	1.4871927E-05
6.7660000E+04	2.0103429E-05
7.1220000E+04	2.6971350E-05
