# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(c3Pu) (dissociative excitation)
# Initial-state energy: -1.05384 Hartrees
#
# Threshold: 1.16693E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.16693E+01   0.00000E+00
  1.20000E+01   3.96578E-03
  1.25000E+01   1.16202E-02
  1.30000E+01   2.56030E-02
  1.35000E+01   3.40140E-02
  1.40000E+01   5.73836E-02
  1.45000E+01   6.57967E-02
  1.50000E+01   7.01204E-02
  1.55000E+01   7.95826E-02
  1.60000E+01   8.63706E-02
  1.65000E+01   8.95570E-02
  1.70000E+01   9.06809E-02
  1.75000E+01   9.05544E-02
  1.80000E+01   8.95341E-02
  1.85000E+01   8.79131E-02
  1.90000E+01   8.58850E-02
  1.95000E+01   8.36047E-02
  2.00000E+01   8.11543E-02
  2.10000E+01   7.60131E-02
  2.20000E+01   7.08246E-02
  2.30000E+01   6.57999E-02
  2.40000E+01   6.10397E-02
  2.50000E+01   5.65961E-02
  2.60000E+01   5.24827E-02
  2.70000E+01   4.86913E-02
  2.80000E+01   4.52085E-02
  2.90000E+01   4.20152E-02
  3.00000E+01   3.90902E-02
  3.50000E+01   2.77532E-02
  4.00000E+01   2.03199E-02
  4.50000E+01   1.52983E-02
  5.00000E+01   1.18002E-02
  6.00000E+01   7.45301E-03
  7.00000E+01   5.01261E-03
  8.00000E+01   3.53765E-03
  9.00000E+01   2.59241E-03
  1.00000E+02   1.95859E-03
  1.25000E+02   1.07522E-03
  1.50000E+02   6.55338E-04
