# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.05384 Hartrees
#
# Threshold: 1.16693E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.16693E+01   0.00000E+00
  1.20000E+01   4.97066E-03
  1.25000E+01   1.29099E-02
  1.30000E+01   2.39114E-02
  1.35000E+01   4.44373E-02
  1.40000E+01   5.12228E-02
  1.45000E+01   5.29017E-02
  1.50000E+01   6.02362E-02
  1.55000E+01   5.90723E-02
  1.60000E+01   5.84721E-02
  1.65000E+01   5.86844E-02
  1.70000E+01   5.86711E-02
  1.75000E+01   5.95303E-02
  1.80000E+01   5.79396E-02
  1.85000E+01   5.64604E-02
  1.90000E+01   5.47161E-02
  1.95000E+01   5.26984E-02
  2.00000E+01   5.04912E-02
  2.10000E+01   4.57453E-02
  2.20000E+01   4.11594E-02
  2.30000E+01   3.69235E-02
  2.40000E+01   3.31016E-02
  2.50000E+01   2.96959E-02
  2.60000E+01   2.66808E-02
  2.70000E+01   2.40189E-02
  2.80000E+01   2.16707E-02
  2.90000E+01   1.95977E-02
  3.00000E+01   1.77649E-02
  3.50000E+01   1.12461E-02
  4.00000E+01   7.51830E-03
  4.50000E+01   5.28816E-03
  5.00000E+01   3.86038E-03
  6.00000E+01   2.23854E-03
  7.00000E+01   1.41159E-03
  8.00000E+01   9.46523E-04
  9.00000E+01   6.65209E-04
  1.00000E+02   4.85172E-04
  1.25000E+02   2.48599E-04
  1.50000E+02   1.43927E-04
