# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=7) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.05384 Hartrees
#
# Threshold: 1.16693E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.16693E+01   0.00000E+00
  1.20000E+01   1.63937E-04
  1.25000E+01   1.18837E-03
  1.30000E+01   2.58242E-03
  1.35000E+01   7.32749E-03
  1.40000E+01   1.26166E-02
  1.45000E+01   1.53069E-02
  1.50000E+01   1.96664E-02
  1.55000E+01   2.17884E-02
  1.60000E+01   2.52661E-02
  1.65000E+01   2.55578E-02
  1.70000E+01   2.60310E-02
  1.75000E+01   2.77126E-02
  1.80000E+01   2.93930E-02
  1.85000E+01   2.93395E-02
  1.90000E+01   2.89828E-02
  1.95000E+01   2.84174E-02
  2.00000E+01   2.78238E-02
  2.10000E+01   2.63448E-02
  2.20000E+01   2.47264E-02
  2.30000E+01   2.30643E-02
  2.40000E+01   2.14573E-02
  2.50000E+01   1.99122E-02
  2.60000E+01   1.84637E-02
  2.70000E+01   1.71189E-02
  2.80000E+01   1.58780E-02
  2.90000E+01   1.47373E-02
  3.00000E+01   1.36909E-02
  3.50000E+01   9.63665E-03
  4.00000E+01   6.99328E-03
  4.50000E+01   5.22171E-03
  5.00000E+01   3.99746E-03
  6.00000E+01   2.49170E-03
  7.00000E+01   1.65847E-03
  8.00000E+01   1.16052E-03
  9.00000E+01   8.44427E-04
  1.00000E+02   6.34042E-04
  1.25000E+02   3.43654E-04
  1.50000E+02   2.07358E-04
