# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.08025 Hartrees
#
# Threshold: 2.18299E+00 eV
#
# Energy (eV)   CS (a_0^2)
  2.18299E+00   0.00000E+00
  2.50000E+00   1.34541E-03
  3.00000E+00   6.60330E-03
  3.50000E+00   2.01978E-01
  4.00000E+00   9.43529E-01
  4.50000E+00   1.62401E+00
  5.00000E+00   2.13426E+00
  5.50000E+00   2.52835E+00
  6.00000E+00   2.69776E+00
  6.50000E+00   2.88847E+00
  7.00000E+00   2.92376E+00
  7.50000E+00   2.92346E+00
  8.00000E+00   2.92124E+00
  8.50000E+00   2.90865E+00
  9.00000E+00   2.87492E+00
  9.50000E+00   2.82530E+00
  1.00000E+01   2.75195E+00
  1.05000E+01   2.64383E+00
  1.10000E+01   2.51578E+00
  1.15000E+01   2.37239E+00
  1.20000E+01   2.23333E+00
  1.25000E+01   2.12681E+00
  1.30000E+01   2.03183E+00
  1.35000E+01   1.93779E+00
  1.40000E+01   1.84174E+00
  1.45000E+01   1.73157E+00
  1.50000E+01   1.62414E+00
  1.55000E+01   1.53075E+00
  1.60000E+01   1.44351E+00
  1.65000E+01   1.36251E+00
  1.70000E+01   1.28783E+00
  1.75000E+01   1.21792E+00
  1.80000E+01   1.15158E+00
  1.85000E+01   1.08943E+00
  1.90000E+01   1.03211E+00
  1.95000E+01   9.80248E-01
  2.00000E+01   9.34462E-01
  2.10000E+01   8.54156E-01
  2.20000E+01   7.82720E-01
  2.30000E+01   7.19157E-01
  2.40000E+01   6.62469E-01
  2.50000E+01   6.11659E-01
  2.60000E+01   5.65732E-01
  2.70000E+01   5.23688E-01
  2.80000E+01   4.84532E-01
  2.90000E+01   4.47266E-01
  3.00000E+01   4.10893E-01
  3.50000E+01   2.80772E-01
  4.00000E+01   2.09289E-01
  4.50000E+01   1.59865E-01
  5.00000E+01   1.32432E-01
  6.00000E+01   1.00345E-01
  7.00000E+01   7.22407E-02
  8.00000E+01   5.53044E-02
  9.00000E+01   4.08415E-02
  1.00000E+02   2.96303E-02
  1.25000E+02   1.42094E-02
  1.50000E+02   7.63959E-03
