# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.08025 Hartrees
#
# Threshold: 1.23880E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.23880E+01   0.00000E+00
  1.25000E+01   2.38683E-05
  1.30000E+01   2.88799E-03
  1.35000E+01   6.93153E-03
  1.40000E+01   1.90082E-02
  1.45000E+01   4.19922E-02
  1.50000E+01   5.74884E-02
  1.55000E+01   5.67728E-02
  1.60000E+01   5.74653E-02
  1.65000E+01   5.87827E-02
  1.70000E+01   5.92588E-02
  1.75000E+01   6.18368E-02
  1.80000E+01   6.04275E-02
  1.85000E+01   5.91842E-02
  1.90000E+01   5.76344E-02
  1.95000E+01   5.57115E-02
  2.00000E+01   5.35268E-02
  2.10000E+01   4.86614E-02
  2.20000E+01   4.39015E-02
  2.30000E+01   3.94727E-02
  2.40000E+01   3.54547E-02
  2.50000E+01   3.18574E-02
  2.60000E+01   2.86600E-02
  2.70000E+01   2.58270E-02
  2.80000E+01   2.33201E-02
  2.90000E+01   2.11010E-02
  3.00000E+01   1.91343E-02
  3.50000E+01   1.21031E-02
  4.00000E+01   8.08667E-03
  4.50000E+01   5.69751E-03
  5.00000E+01   4.16493E-03
  6.00000E+01   2.42011E-03
  7.00000E+01   1.52831E-03
  8.00000E+01   1.02590E-03
  9.00000E+01   7.21610E-04
  1.00000E+02   5.26667E-04
  1.25000E+02   2.70195E-04
  1.50000E+02   1.56560E-04
