# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.08025 Hartrees
#
# Threshold: 1.23880E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.23880E+01   0.00000E+00
  1.25000E+01   5.17148E-05
  1.30000E+01   4.25527E-04
  1.35000E+01   3.83007E-03
  1.40000E+01   7.20254E-03
  1.45000E+01   1.20576E-02
  1.50000E+01   1.39309E-02
  1.55000E+01   2.22184E-02
  1.60000E+01   2.40081E-02
  1.65000E+01   2.42562E-02
  1.70000E+01   2.68768E-02
  1.75000E+01   2.97025E-02
  1.80000E+01   3.17728E-02
  1.85000E+01   3.17274E-02
  1.90000E+01   3.13876E-02
  1.95000E+01   3.08105E-02
  2.00000E+01   3.01675E-02
  2.10000E+01   2.85427E-02
  2.20000E+01   2.68129E-02
  2.30000E+01   2.50166E-02
  2.40000E+01   2.32759E-02
  2.50000E+01   2.15966E-02
  2.60000E+01   2.00209E-02
  2.70000E+01   1.85575E-02
  2.80000E+01   1.72071E-02
  2.90000E+01   1.59658E-02
  3.00000E+01   1.48274E-02
  3.50000E+01   1.04204E-02
  4.00000E+01   7.55186E-03
  4.50000E+01   5.63231E-03
  5.00000E+01   4.30756E-03
  6.00000E+01   2.68070E-03
  7.00000E+01   1.78147E-03
  8.00000E+01   1.24468E-03
  9.00000E+01   9.04516E-04
  1.00000E+02   6.78433E-04
  1.25000E+02   3.66948E-04
  1.50000E+02   2.21074E-04
