# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=14) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.00064 Hartrees
#
# Threshold: 1.02218E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02218E+01   0.00000E+00
  1.05000E+01   2.57886E-01
  1.15000E+01   2.97268E-01
  1.20000E+01   2.85667E-01
  1.25000E+01   2.70466E-01
  1.30000E+01   2.54160E-01
  1.35000E+01   2.37998E-01
  1.40000E+01   2.22156E-01
  1.45000E+01   2.06778E-01
  1.50000E+01   1.92480E-01
  1.55000E+01   1.79663E-01
  1.60000E+01   1.67211E-01
  1.65000E+01   1.56127E-01
  1.70000E+01   1.45826E-01
  1.75000E+01   1.36230E-01
  1.80000E+01   1.27447E-01
  1.85000E+01   1.19252E-01
  1.90000E+01   1.11688E-01
  1.95000E+01   1.04716E-01
  2.00000E+01   9.83041E-02
  2.10000E+01   8.69147E-02
  2.20000E+01   7.71760E-02
  2.30000E+01   6.88125E-02
  2.40000E+01   6.16002E-02
  2.50000E+01   5.53506E-02
  2.60000E+01   4.99126E-02
  2.70000E+01   4.51608E-02
  2.80000E+01   4.09999E-02
  2.90000E+01   3.73400E-02
  3.00000E+01   3.41013E-02
  3.50000E+01   2.24796E-02
  4.00000E+01   1.55969E-02
  4.50000E+01   1.12666E-02
  5.00000E+01   8.40681E-03
  6.00000E+01   5.04741E-03
  7.00000E+01   3.27077E-03
  8.00000E+01   2.24261E-03
  9.00000E+01   1.60567E-03
  1.00000E+02   1.18983E-03
  1.25000E+02   6.29155E-04
  1.50000E+02   3.73039E-04
