# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=14) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.00064 Hartrees
#
# Threshold: 1.02218E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02218E+01   0.00000E+00
  1.05000E+01   3.24331E-01
  1.15000E+01   2.61588E-01
  1.20000E+01   2.94103E-01
  1.25000E+01   3.09691E-01
  1.30000E+01   3.14795E-01
  1.35000E+01   3.14085E-01
  1.40000E+01   3.08819E-01
  1.45000E+01   3.00811E-01
  1.50000E+01   2.91070E-01
  1.55000E+01   2.80214E-01
  1.60000E+01   2.69025E-01
  1.65000E+01   2.57463E-01
  1.70000E+01   2.46086E-01
  1.75000E+01   2.34859E-01
  1.80000E+01   2.24008E-01
  1.85000E+01   2.13553E-01
  1.90000E+01   2.03514E-01
  1.95000E+01   1.93918E-01
  2.00000E+01   1.84777E-01
  2.10000E+01   1.67850E-01
  2.20000E+01   1.52655E-01
  2.30000E+01   1.39058E-01
  2.40000E+01   1.26908E-01
  2.50000E+01   1.16048E-01
  2.60000E+01   1.06334E-01
  2.70000E+01   9.76346E-02
  2.80000E+01   8.98308E-02
  2.90000E+01   8.28168E-02
  3.00000E+01   7.65010E-02
  3.50000E+01   5.28857E-02
  4.00000E+01   3.80590E-02
  4.50000E+01   2.83152E-02
  5.00000E+01   2.16579E-02
  6.00000E+01   1.34819E-02
  7.00000E+01   8.94292E-03
  8.00000E+01   6.24486E-03
  9.00000E+01   4.53840E-03
  1.00000E+02   3.40518E-03
  1.25000E+02   1.84423E-03
  1.50000E+02   1.11267E-03
