# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=14) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.00064 Hartrees
#
# Threshold: 1.02218E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02218E+01   0.00000E+00
  1.05000E+01   1.65727E-03
  1.15000E+01   8.11879E-03
  1.20000E+01   1.30164E-02
  1.25000E+01   1.67542E-02
  1.30000E+01   1.84999E-02
  1.35000E+01   2.06915E-02
  1.40000E+01   1.89412E-02
  1.45000E+01   1.84564E-02
  1.50000E+01   1.74243E-02
  1.55000E+01   1.64475E-02
  1.60000E+01   1.56141E-02
  1.65000E+01   1.50252E-02
  1.70000E+01   1.45093E-02
  1.75000E+01   1.40691E-02
  1.80000E+01   1.34480E-02
  1.85000E+01   1.28586E-02
  1.90000E+01   1.22648E-02
  1.95000E+01   1.16646E-02
  2.00000E+01   1.10658E-02
  2.10000E+01   9.89864E-03
  2.20000E+01   8.82752E-03
  2.30000E+01   7.86789E-03
  2.40000E+01   7.01951E-03
  2.50000E+01   6.27456E-03
  2.60000E+01   5.62231E-03
  2.70000E+01   5.05144E-03
  2.80000E+01   4.55132E-03
  2.90000E+01   4.11230E-03
  3.00000E+01   3.72596E-03
  3.50000E+01   2.36425E-03
  4.00000E+01   1.58786E-03
  4.50000E+01   1.11863E-03
  5.00000E+01   8.17496E-04
  6.00000E+01   4.74807E-04
  7.00000E+01   2.99766E-04
  8.00000E+01   2.01199E-04
  9.00000E+01   1.41515E-04
  1.00000E+02   1.03285E-04
  1.25000E+02   5.29944E-05
  1.50000E+02   3.07123E-05
