# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=14) -> e + H2(c3Pu) (dissociative excitation)
# Initial-state energy: -1.00064 Hartrees
#
# Threshold: 1.02218E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02218E+01   0.00000E+00
  1.05000E+01   4.96758E-04
  1.15000E+01   6.39759E-03
  1.20000E+01   9.80219E-03
  1.25000E+01   1.32950E-02
  1.30000E+01   1.78268E-02
  1.35000E+01   2.02256E-02
  1.40000E+01   2.14217E-02
  1.45000E+01   2.09470E-02
  1.50000E+01   2.10612E-02
  1.55000E+01   2.09506E-02
  1.60000E+01   2.14035E-02
  1.65000E+01   2.14745E-02
  1.70000E+01   2.11920E-02
  1.75000E+01   2.07345E-02
  1.80000E+01   2.01590E-02
  1.85000E+01   1.95125E-02
  1.90000E+01   1.88393E-02
  1.95000E+01   1.81470E-02
  2.00000E+01   1.74534E-02
  2.10000E+01   1.60946E-02
  2.20000E+01   1.48110E-02
  2.30000E+01   1.36200E-02
  2.40000E+01   1.25258E-02
  2.50000E+01   1.15272E-02
  2.60000E+01   1.06189E-02
  2.70000E+01   9.79454E-03
  2.80000E+01   9.04691E-03
  2.90000E+01   8.36878E-03
  3.00000E+01   7.75340E-03
  3.50000E+01   5.41564E-03
  4.00000E+01   3.92050E-03
  4.50000E+01   2.92713E-03
  5.00000E+01   2.24331E-03
  6.00000E+01   1.40343E-03
  7.00000E+01   9.37497E-04
  8.00000E+01   6.58266E-04
  9.00000E+01   4.80295E-04
  1.00000E+02   3.61571E-04
  1.25000E+02   1.97186E-04
  1.50000E+02   1.19626E-04
