# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=14) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.00064 Hartrees
#
# Threshold: 1.74590E-02 eV
#
# Energy (eV)   CS (a_0^2)
  1.74590E-02   0.00000E+00
  5.00000E-02   1.01220E+00
  5.00000E-01   1.81788E+01
  1.00000E+00   2.96141E+01
  1.50000E+00   2.49472E+01
  2.00000E+00   1.83456E+01
  2.50000E+00   1.56698E+01
  3.00000E+00   1.41370E+01
  3.50000E+00   1.28986E+01
  4.00000E+00   1.20132E+01
  4.50000E+00   1.12561E+01
  5.00000E+00   1.06283E+01
  5.50000E+00   1.00565E+01
  6.00000E+00   9.53845E+00
  6.50000E+00   9.04769E+00
  7.00000E+00   8.58356E+00
  7.50000E+00   8.14919E+00
  8.00000E+00   7.70679E+00
  8.50000E+00   7.19027E+00
  9.00000E+00   6.68763E+00
  9.50000E+00   6.31400E+00
  1.00000E+01   5.92183E+00
  1.05000E+01   5.33060E+00
  1.10000E+01   4.75443E+00
  1.15000E+01   4.38737E+00
  1.20000E+01   4.10907E+00
  1.25000E+01   3.86461E+00
  1.30000E+01   3.65176E+00
  1.35000E+01   3.44839E+00
  1.40000E+01   3.25929E+00
  1.45000E+01   3.08187E+00
  1.50000E+01   2.91607E+00
  1.55000E+01   2.75507E+00
  1.60000E+01   2.59750E+00
  1.65000E+01   2.44946E+00
  1.70000E+01   2.31705E+00
  1.75000E+01   2.19939E+00
  1.80000E+01   2.09125E+00
  1.85000E+01   1.99217E+00
  1.90000E+01   1.90171E+00
  1.95000E+01   1.81941E+00
  2.00000E+01   1.74483E+00
  2.10000E+01   1.60962E+00
  2.20000E+01   1.48674E+00
  2.30000E+01   1.37510E+00
  2.40000E+01   1.27363E+00
  2.50000E+01   1.18124E+00
  2.60000E+01   1.09683E+00
  2.70000E+01   1.01933E+00
  2.80000E+01   9.47659E-01
  2.90000E+01   8.80720E-01
  3.00000E+01   8.17433E-01
  3.50000E+01   6.13386E-01
  4.00000E+01   5.08365E-01
  4.50000E+01   4.12945E-01
  5.00000E+01   3.42445E-01
  6.00000E+01   2.37971E-01
  7.00000E+01   1.60221E-01
  8.00000E+01   1.11404E-01
  9.00000E+01   7.75158E-02
  1.00000E+02   5.59219E-02
  1.25000E+02   2.96212E-02
  1.50000E+02   1.60378E-02
