# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=14) -> e + H2(h3Sg) (dissociative excitation)
# Initial-state energy: -1.00064 Hartrees
#
# Threshold: 1.02218E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02218E+01   0.00000E+00
  1.15000E+01   1.94255E-01
  1.20000E+01   2.22146E-01
  1.25000E+01   2.37007E-01
  1.30000E+01   2.44195E-01
  1.35000E+01   2.44891E-01
  1.40000E+01   2.41519E-01
  1.45000E+01   2.35446E-01
  1.50000E+01   2.28723E-01
  1.55000E+01   2.19525E-01
  1.60000E+01   2.10618E-01
  1.65000E+01   2.00896E-01
  1.70000E+01   1.91404E-01
  1.75000E+01   1.81632E-01
  1.80000E+01   1.72232E-01
  1.85000E+01   1.63375E-01
  1.90000E+01   1.54983E-01
  1.95000E+01   1.46972E-01
  2.00000E+01   1.39343E-01
  2.10000E+01   1.25259E-01
  2.20000E+01   1.12736E-01
  2.30000E+01   1.01553E-01
  2.40000E+01   9.16082E-02
  2.50000E+01   8.28391E-02
  2.60000E+01   7.50969E-02
  2.70000E+01   6.82482E-02
  2.80000E+01   6.21763E-02
  2.90000E+01   5.67803E-02
  3.00000E+01   5.19733E-02
  3.50000E+01   3.44822E-02
  4.00000E+01   2.39598E-02
  4.50000E+01   1.72887E-02
  5.00000E+01   1.28685E-02
  6.00000E+01   7.67390E-03
  7.00000E+01   4.93314E-03
  8.00000E+01   3.35479E-03
  9.00000E+01   2.38305E-03
  1.00000E+02   1.75217E-03
  1.25000E+02   9.13858E-04
  1.50000E+02   5.35203E-04
