# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=10) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.02258 Hartrees
#
# Threshold: 1.08187E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.08187E+01   0.00000E+00
  1.15000E+01   2.31841E-02
  1.20000E+01   4.13685E-02
  1.25000E+01   5.06260E-02
  1.30000E+01   5.23146E-02
  1.35000E+01   5.84095E-02
  1.40000E+01   6.09452E-02
  1.45000E+01   6.18573E-02
  1.50000E+01   6.17991E-02
  1.55000E+01   6.11434E-02
  1.60000E+01   6.01457E-02
  1.65000E+01   5.87578E-02
  1.70000E+01   5.71209E-02
  1.75000E+01   5.51815E-02
  1.80000E+01   5.34697E-02
  1.85000E+01   5.16560E-02
  1.90000E+01   4.97500E-02
  1.95000E+01   4.78183E-02
  2.00000E+01   4.59013E-02
  2.10000E+01   4.21899E-02
  2.20000E+01   3.87181E-02
  2.30000E+01   3.55259E-02
  2.40000E+01   3.26217E-02
  2.50000E+01   2.99830E-02
  2.60000E+01   2.75932E-02
  2.70000E+01   2.54314E-02
  2.80000E+01   2.34765E-02
  2.90000E+01   2.17079E-02
  3.00000E+01   2.01064E-02
  3.50000E+01   1.40518E-02
  4.00000E+01   1.02055E-02
  4.50000E+01   7.66631E-03
  5.00000E+01   5.93621E-03
  6.00000E+01   3.70279E-03
  7.00000E+01   2.40930E-03
  8.00000E+01   1.66620E-03
  9.00000E+01   1.20401E-03
  1.00000E+02   9.00017E-04
  1.25000E+02   4.84854E-04
  1.50000E+02   2.91699E-04
