# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=10) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.02258 Hartrees
#
# Threshold: 1.08187E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.08187E+01   0.00000E+00
  1.15000E+01   3.24039E-03
  1.20000E+01   1.23138E-02
  1.25000E+01   2.49305E-02
  1.30000E+01   3.84154E-02
  1.35000E+01   4.62759E-02
  1.40000E+01   6.33956E-02
  1.45000E+01   6.22558E-02
  1.50000E+01   6.00148E-02
  1.55000E+01   5.75628E-02
  1.60000E+01   5.54270E-02
  1.65000E+01   5.40929E-02
  1.70000E+01   5.27526E-02
  1.75000E+01   5.23439E-02
  1.80000E+01   5.05521E-02
  1.85000E+01   4.88263E-02
  1.90000E+01   4.69786E-02
  1.95000E+01   4.49914E-02
  2.00000E+01   4.29197E-02
  2.10000E+01   3.86842E-02
  2.20000E+01   3.46825E-02
  2.30000E+01   3.10339E-02
  2.40000E+01   2.77695E-02
  2.50000E+01   2.48780E-02
  2.60000E+01   2.23295E-02
  2.70000E+01   2.00872E-02
  2.80000E+01   1.81147E-02
  2.90000E+01   1.63773E-02
  3.00000E+01   1.48441E-02
  3.50000E+01   9.41153E-03
  4.00000E+01   6.31113E-03
  4.50000E+01   4.44619E-03
  5.00000E+01   3.24930E-03
  6.00000E+01   1.88708E-03
  7.00000E+01   1.19123E-03
  8.00000E+01   7.99410E-04
  9.00000E+01   5.62180E-04
  1.00000E+02   4.10243E-04
  1.25000E+02   2.10412E-04
  1.50000E+02   1.21903E-04
