# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=10) -> e + H2(g3Sg) (dissociative excitation)
# Initial-state energy: -1.02258 Hartrees
#
# Threshold: 1.27084E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.27084E+01   0.00000E+00
  1.30000E+01   4.98763E-04
  1.35000E+01   1.54332E-03
  1.40000E+01   2.32516E-03
  1.45000E+01   2.82311E-03
  1.50000E+01   3.47016E-03
  1.55000E+01   3.92526E-03
  1.60000E+01   4.02541E-03
  1.65000E+01   3.96721E-03
  1.70000E+01   3.92762E-03
  1.75000E+01   3.78864E-03
  1.80000E+01   3.78015E-03
  1.85000E+01   3.72905E-03
  1.90000E+01   3.65289E-03
  1.95000E+01   3.54379E-03
  2.00000E+01   3.40717E-03
  2.10000E+01   3.06632E-03
  2.20000E+01   2.76691E-03
  2.30000E+01   2.49702E-03
  2.40000E+01   2.30992E-03
  2.50000E+01   2.09187E-03
  2.60000E+01   1.89853E-03
  2.70000E+01   1.72342E-03
  2.80000E+01   1.56756E-03
  2.90000E+01   1.42960E-03
  3.00000E+01   1.30714E-03
  3.50000E+01   8.65126E-04
  4.00000E+01   6.01686E-04
  4.50000E+01   4.35361E-04
  5.00000E+01   3.25279E-04
  6.00000E+01   1.95888E-04
  7.00000E+01   1.28390E-04
  8.00000E+01   9.26408E-05
  9.00000E+01   7.42964E-05
  1.00000E+02   6.52023E-05
  1.25000E+02   6.44104E-05
  1.50000E+02   7.17518E-05
