# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=10) -> e + H2(h3Sg) (dissociative excitation)
# Initial-state energy: -1.02258 Hartrees
#
# Threshold: 1.08187E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.08187E+01   0.00000E+00
  1.15000E+01   1.02065E-02
  1.20000E+01   1.96713E-02
  1.25000E+01   2.54193E-02
  1.30000E+01   3.34556E-02
  1.35000E+01   3.84109E-02
  1.40000E+01   4.42600E-02
  1.45000E+01   4.56923E-02
  1.50000E+01   4.84686E-02
  1.55000E+01   5.18065E-02
  1.60000E+01   5.16140E-02
  1.65000E+01   5.26659E-02
  1.70000E+01   5.12446E-02
  1.75000E+01   5.02946E-02
  1.80000E+01   4.89542E-02
  1.85000E+01   4.82093E-02
  1.90000E+01   4.75348E-02
  1.95000E+01   4.65120E-02
  2.00000E+01   4.52068E-02
  2.10000E+01   4.21868E-02
  2.20000E+01   3.91853E-02
  2.30000E+01   3.58032E-02
  2.40000E+01   3.27255E-02
  2.50000E+01   2.99527E-02
  2.60000E+01   2.74659E-02
  2.70000E+01   2.52371E-02
  2.80000E+01   2.32375E-02
  2.90000E+01   2.14403E-02
  3.00000E+01   1.98218E-02
  3.50000E+01   1.37624E-02
  4.00000E+01   9.94279E-03
  4.50000E+01   7.42133E-03
  5.00000E+01   5.69011E-03
  6.00000E+01   3.56560E-03
  7.00000E+01   2.38555E-03
  8.00000E+01   1.67650E-03
  9.00000E+01   1.22356E-03
  1.00000E+02   9.18595E-04
  1.25000E+02   5.10253E-04
  1.50000E+02   3.11057E-04
