# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=10) -> e + H2(j3Dg) (dissociative excitation)
# Initial-state energy: -1.02258 Hartrees
#
# Threshold: 1.27084E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.27084E+01   0.00000E+00
  1.30000E+01   1.28869E-04
  1.35000E+01   4.61985E-04
  1.40000E+01   1.01301E-03
  1.45000E+01   1.51272E-03
  1.50000E+01   2.27507E-03
  1.55000E+01   2.80311E-03
  1.60000E+01   3.16141E-03
  1.65000E+01   3.35831E-03
  1.70000E+01   3.55616E-03
  1.75000E+01   3.59733E-03
  1.80000E+01   3.62024E-03
  1.85000E+01   3.81713E-03
  1.90000E+01   3.75565E-03
  1.95000E+01   3.65746E-03
  2.00000E+01   3.53697E-03
  2.10000E+01   3.28237E-03
  2.20000E+01   3.02545E-03
  2.30000E+01   2.78006E-03
  2.40000E+01   2.55179E-03
  2.50000E+01   2.34351E-03
  2.60000E+01   2.15227E-03
  2.70000E+01   1.97825E-03
  2.80000E+01   1.82059E-03
  2.90000E+01   1.67796E-03
  3.00000E+01   1.54891E-03
  3.50000E+01   1.06434E-03
  4.00000E+01   7.63479E-04
  4.50000E+01   5.65529E-04
  5.00000E+01   4.30476E-04
  6.00000E+01   2.66350E-04
  7.00000E+01   1.76380E-04
  8.00000E+01   1.22958E-04
  9.00000E+01   8.92246E-05
  1.00000E+02   6.68599E-05
  1.25000E+02   3.61237E-05
  1.50000E+02   2.17598E-05
