# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.04226 Hartrees
#
# Threshold: 1.13542E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.13542E+01   0.00000E+00
  1.15000E+01   1.18031E-03
  1.20000E+01   1.20108E-02
  1.25000E+01   2.21092E-02
  1.30000E+01   4.14669E-02
  1.35000E+01   6.35762E-02
  1.40000E+01   7.83530E-02
  1.45000E+01   7.33962E-02
  1.50000E+01   7.44111E-02
  1.55000E+01   7.17024E-02
  1.60000E+01   6.93439E-02
  1.65000E+01   6.79202E-02
  1.70000E+01   6.64745E-02
  1.75000E+01   6.59721E-02
  1.80000E+01   6.36097E-02
  1.85000E+01   6.14006E-02
  1.90000E+01   5.90418E-02
  1.95000E+01   5.65161E-02
  2.00000E+01   5.38898E-02
  2.10000E+01   4.85225E-02
  2.20000E+01   4.34759E-02
  2.30000E+01   3.88878E-02
  2.40000E+01   3.47900E-02
  2.50000E+01   3.11637E-02
  2.60000E+01   2.79693E-02
  2.70000E+01   2.51594E-02
  2.80000E+01   2.26878E-02
  2.90000E+01   2.05107E-02
  3.00000E+01   1.85892E-02
  3.50000E+01   1.17781E-02
  4.00000E+01   7.88848E-03
  4.50000E+01   5.55269E-03
  5.00000E+01   4.05547E-03
  6.00000E+01   2.35323E-03
  7.00000E+01   1.48457E-03
  8.00000E+01   9.95792E-04
  9.00000E+01   7.00019E-04
  1.00000E+02   5.10669E-04
  1.25000E+02   2.61767E-04
  1.50000E+02   1.51592E-04
