# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.04226 Hartrees
#
# Threshold: 1.14920E+00 eV
#
# Energy (eV)   CS (a_0^2)
  1.14920E+00   0.00000E+00
  1.50000E+00   5.68436E-01
  2.00000E+00   1.44599E+00
  2.50000E+00   2.67714E+00
  3.00000E+00   3.79898E+00
  3.50000E+00   4.41015E+00
  4.00000E+00   4.62406E+00
  4.50000E+00   4.61814E+00
  5.00000E+00   4.59114E+00
  5.50000E+00   4.53215E+00
  6.00000E+00   4.45544E+00
  6.50000E+00   4.37727E+00
  7.00000E+00   4.28070E+00
  7.50000E+00   4.14859E+00
  8.00000E+00   3.99773E+00
  8.50000E+00   3.84007E+00
  9.00000E+00   3.67306E+00
  9.50000E+00   3.50055E+00
  1.00000E+01   3.31527E+00
  1.05000E+01   3.10228E+00
  1.10000E+01   2.88837E+00
  1.15000E+01   2.69610E+00
  1.20000E+01   2.52327E+00
  1.25000E+01   2.37889E+00
  1.30000E+01   2.25183E+00
  1.35000E+01   2.13491E+00
  1.40000E+01   2.02534E+00
  1.45000E+01   1.91641E+00
  1.50000E+01   1.81276E+00
  1.55000E+01   1.71390E+00
  1.60000E+01   1.61764E+00
  1.65000E+01   1.52681E+00
  1.70000E+01   1.44425E+00
  1.75000E+01   1.36895E+00
  1.80000E+01   1.29823E+00
  1.85000E+01   1.23238E+00
  1.90000E+01   1.17174E+00
  1.95000E+01   1.11660E+00
  2.00000E+01   1.06729E+00
  2.10000E+01   9.79288E-01
  2.20000E+01   8.99892E-01
  2.30000E+01   8.28249E-01
  2.40000E+01   7.63503E-01
  2.50000E+01   7.04800E-01
  2.60000E+01   6.51284E-01
  2.70000E+01   6.02102E-01
  2.80000E+01   5.56398E-01
  2.90000E+01   5.13317E-01
  3.00000E+01   4.72004E-01
  3.50000E+01   3.29190E-01
  4.00000E+01   2.53025E-01
  4.50000E+01   1.98453E-01
  5.00000E+01   1.67418E-01
  6.00000E+01   1.28845E-01
  7.00000E+01   9.17341E-02
  8.00000E+01   6.71545E-02
  9.00000E+01   4.85386E-02
  1.00000E+02   3.49289E-02
  1.25000E+02   1.70198E-02
  1.50000E+02   9.12981E-03
