# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(c3Pu) (dissociative excitation)
# Initial-state energy: -1.04226 Hartrees
#
# Threshold: 1.13542E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.13542E+01   0.00000E+00
  1.15000E+01   5.13870E-04
  1.20000E+01   6.40009E-03
  1.25000E+01   1.49097E-02
  1.30000E+01   2.91896E-02
  1.35000E+01   3.68639E-02
  1.40000E+01   6.07804E-02
  1.45000E+01   7.59241E-02
  1.50000E+01   7.57156E-02
  1.55000E+01   8.20764E-02
  1.60000E+01   8.77878E-02
  1.65000E+01   9.03185E-02
  1.70000E+01   9.09261E-02
  1.75000E+01   9.03942E-02
  1.80000E+01   8.90506E-02
  1.85000E+01   8.71697E-02
  1.90000E+01   8.49439E-02
  1.95000E+01   8.25078E-02
  2.00000E+01   7.99380E-02
  2.10000E+01   7.46380E-02
  2.20000E+01   6.93653E-02
  2.30000E+01   6.43050E-02
  2.40000E+01   5.95464E-02
  2.50000E+01   5.51274E-02
  2.60000E+01   5.10532E-02
  2.70000E+01   4.73099E-02
  2.80000E+01   4.38804E-02
  2.90000E+01   4.07429E-02
  3.00000E+01   3.78745E-02
  3.50000E+01   2.68021E-02
  4.00000E+01   1.95784E-02
  4.50000E+01   1.47149E-02
  5.00000E+01   1.13350E-02
  6.00000E+01   7.14561E-03
  7.00000E+01   4.79930E-03
  8.00000E+01   3.38372E-03
  9.00000E+01   2.47712E-03
  1.00000E+02   1.86993E-03
  1.25000E+02   1.02497E-03
  1.50000E+02   6.24020E-04
