# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.09503 Hartrees
#
# Threshold: 1.27902E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.27902E+01   0.00000E+00
  1.30000E+01   4.36368E-05
  1.35000E+01   8.21927E-04
  1.40000E+01   3.43870E-03
  1.45000E+01   4.92205E-03
  1.50000E+01   1.02252E-02
  1.55000E+01   2.18642E-02
  1.60000E+01   2.20681E-02
  1.65000E+01   2.43093E-02
  1.70000E+01   2.82600E-02
  1.75000E+01   3.14244E-02
  1.80000E+01   3.34972E-02
  1.85000E+01   3.34196E-02
  1.90000E+01   3.30492E-02
  1.95000E+01   3.24249E-02
  2.00000E+01   3.16977E-02
  2.10000E+01   2.99215E-02
  2.20000E+01   2.80419E-02
  2.30000E+01   2.61164E-02
  2.40000E+01   2.42629E-02
  2.50000E+01   2.24846E-02
  2.60000E+01   2.08218E-02
  2.70000E+01   1.92818E-02
  2.80000E+01   1.78638E-02
  2.90000E+01   1.65628E-02
  3.00000E+01   1.53716E-02
  3.50000E+01   1.07752E-02
  4.00000E+01   7.79526E-03
  4.50000E+01   5.80638E-03
  5.00000E+01   4.43631E-03
  6.00000E+01   2.75691E-03
  7.00000E+01   1.83028E-03
  8.00000E+01   1.27777E-03
  9.00000E+01   9.27943E-04
  1.00000E+02   6.95615E-04
  1.25000E+02   3.75832E-04
  1.50000E+02   2.26246E-04
