# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.09503 Hartrees
#
# Threshold: 1.27902E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.27902E+01   0.00000E+00
  1.30000E+01   1.11746E-04
  1.35000E+01   1.07301E-03
  1.40000E+01   2.51029E-03
  1.45000E+01   5.35509E-03
  1.50000E+01   6.35755E-03
  1.55000E+01   7.65165E-03
  1.60000E+01   9.50462E-03
  1.65000E+01   9.18168E-03
  1.70000E+01   9.94714E-03
  1.75000E+01   1.06689E-02
  1.80000E+01   1.11415E-02
  1.85000E+01   1.10566E-02
  1.90000E+01   1.08433E-02
  1.95000E+01   1.05352E-02
  2.00000E+01   1.01803E-02
  2.10000E+01   9.39851E-03
  2.20000E+01   8.61098E-03
  2.30000E+01   7.86584E-03
  2.40000E+01   7.18909E-03
  2.50000E+01   6.56820E-03
  2.60000E+01   6.00411E-03
  2.70000E+01   5.49456E-03
  2.80000E+01   5.03554E-03
  2.90000E+01   4.62253E-03
  3.00000E+01   4.25091E-03
  3.50000E+01   2.87289E-03
  4.00000E+01   2.02551E-03
  4.50000E+01   1.48023E-03
  5.00000E+01   1.11450E-03
  6.00000E+01   6.78105E-04
  7.00000E+01   4.43467E-04
  8.00000E+01   3.06160E-04
  9.00000E+01   2.20425E-04
  1.00000E+02   1.64096E-04
  1.25000E+02   8.75468E-05
  1.50000E+02   5.22490E-05
