# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(c3Pu) (dissociative excitation)
# Initial-state energy: -1.09503 Hartrees
#
# Threshold: 1.27902E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.27902E+01   0.00000E+00
  1.30000E+01   7.17232E-04
  1.35000E+01   4.12817E-03
  1.40000E+01   9.98341E-03
  1.45000E+01   2.92486E-02
  1.50000E+01   5.39571E-02
  1.55000E+01   6.79371E-02
  1.60000E+01   7.60070E-02
  1.65000E+01   8.04603E-02
  1.70000E+01   8.27108E-02
  1.75000E+01   8.35114E-02
  1.80000E+01   8.33299E-02
  1.85000E+01   8.24163E-02
  1.90000E+01   8.09968E-02
  1.95000E+01   7.92396E-02
  2.00000E+01   7.72437E-02
  2.10000E+01   7.28459E-02
  2.20000E+01   6.82403E-02
  2.30000E+01   6.36645E-02
  2.40000E+01   5.92632E-02
  2.50000E+01   5.51034E-02
  2.60000E+01   5.12155E-02
  2.70000E+01   4.76094E-02
  2.80000E+01   4.42799E-02
  2.90000E+01   4.12142E-02
  3.00000E+01   3.83962E-02
  3.50000E+01   2.73953E-02
  4.00000E+01   2.01224E-02
  4.50000E+01   1.51842E-02
  5.00000E+01   1.17323E-02
  6.00000E+01   7.42953E-03
  7.00000E+01   5.00582E-03
  8.00000E+01   3.53748E-03
  9.00000E+01   2.59576E-03
  1.00000E+02   1.96338E-03
  1.25000E+02   1.08004E-03
  1.50000E+02   6.59194E-04
