# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.09503 Hartrees
#
# Threshold: 1.27902E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.27902E+01   0.00000E+00
  1.30000E+01   1.61217E-03
  1.35000E+01   8.09121E-03
  1.40000E+01   2.61399E-02
  1.45000E+01   5.03411E-02
  1.50000E+01   6.37945E-02
  1.55000E+01   6.27117E-02
  1.60000E+01   6.27021E-02
  1.65000E+01   6.30546E-02
  1.70000E+01   6.24493E-02
  1.75000E+01   6.44103E-02
  1.80000E+01   6.24501E-02
  1.85000E+01   6.07159E-02
  1.90000E+01   5.88010E-02
  1.95000E+01   5.65982E-02
  2.00000E+01   5.42040E-02
  2.10000E+01   4.90822E-02
  2.20000E+01   4.41801E-02
  2.30000E+01   3.96726E-02
  2.40000E+01   3.56106E-02
  2.50000E+01   3.19880E-02
  2.60000E+01   2.87752E-02
  2.70000E+01   2.59322E-02
  2.80000E+01   2.34182E-02
  2.90000E+01   2.11933E-02
  3.00000E+01   1.92217E-02
  3.50000E+01   1.21705E-02
  4.00000E+01   8.14702E-03
  4.50000E+01   5.75107E-03
  5.00000E+01   4.20998E-03
  6.00000E+01   2.45111E-03
  7.00000E+01   1.54995E-03
  8.00000E+01   1.04145E-03
  9.00000E+01   7.33089E-04
  1.00000E+02   5.35361E-04
  1.25000E+02   2.74945E-04
  1.50000E+02   1.59425E-04
