eng	y_fit
0.01	5.8453
0.02	4.2289
0.03	3.5286
0.04	3.1219
0.05	2.8509
0.06	2.6543
0.07	2.5057
0.08	2.3887
0.09	2.2935
0.1	2.2153
0.11	2.1499
0.12	2.0936
0.13	2.0451
0.14	2.0033
0.15	1.9663
0.16	1.9333
0.17	1.9043
0.18	1.8787
0.19	1.8554
0.2	1.8344
0.21	1.8157
0.22	1.7988
0.23	1.783
0.24	1.7685
0.25	1.7554
0.26	1.7434
0.27	1.7321
0.28	1.7216
0.29	1.7121
0.3	1.7035
0.31	1.6955
0.32	1.6879
0.33	1.681
0.34	1.6747
0.35	1.6688
0.36	1.663
0.37	1.6576
0.38	1.6526
0.39	1.648
0.4	1.6435
0.41	1.6392
0.42	1.6352
0.43	1.6316
0.44	1.6283
0.45	1.625
0.46	1.6219
0.47	1.619
0.48	1.6164
0.49	1.6139
0.5	1.6114
0.51	1.609
0.52	1.6067
0.53	1.6045
0.54	1.6025
0.55	1.6004
0.56	1.5983
0.57	1.5964
0.58	1.5946
0.59	1.5929
0.6	1.5912
0.61	1.5895
0.62	1.5878
0.63	1.5863
0.64	1.5848
0.65	1.5834
0.66	1.5819
0.67	1.5804
0.68	1.5789
0.69	1.5775
0.7	1.5762
0.71	1.5748
0.72	1.5734
0.73	1.5719
0.74	1.5704
0.75	1.569
0.76	1.5677
0.77	1.5663
0.78	1.5648
0.79	1.5634
0.8	1.5619
0.81	1.5605
0.82	1.559
0.83	1.5576
0.84	1.5561
0.85	1.5546
0.86	1.553
0.87	1.5514
0.88	1.5499
0.89	1.5483
0.9	1.5467
0.91	1.545
0.92	1.5433
0.93	1.5415
0.94	1.5398
0.95	1.538
0.96	1.5362
0.97	1.5343
0.98	1.5324
0.99	1.5304
1.0	1.5285
1.01	1.5265
1.02	1.5245
1.03	1.5224
1.04	1.5203
1.05	1.5181
1.06	1.5159
1.07	1.5136
1.08	1.5114
1.09	1.5091
1.1	1.5067
1.11	1.5043
1.12	1.5018
1.13	1.4993
1.14	1.4968
1.15	1.4943
1.16	1.4917
1.17	1.4891
1.18	1.4864
1.19	1.4836
1.2	1.4809
1.21	1.4781
1.22	1.4753
1.23	1.4724
1.24	1.4696
1.25	1.4666
1.26	1.4636
1.27	1.4606
1.28	1.4576
1.29	1.4545
1.3	1.4514
1.31	1.4483
1.32	1.4452
1.33	1.442
1.34	1.4387
1.35	1.4355
1.36	1.4322
1.37	1.4289
1.38	1.4256
1.39	1.4222
1.4	1.4188
1.41	1.4154
1.42	1.412
1.43	1.4086
1.44	1.4051
1.45	1.4016
1.46	1.3982
1.47	1.3947
1.48	1.3912
1.49	1.3876
1.5	1.384
1.51	1.3805
1.52	1.3769
1.53	1.3733
1.54	1.3697
1.55	1.366
1.56	1.3624
1.57	1.3587
1.58	1.355
1.59	1.3513
1.6	1.3477
1.61	1.344
1.62	1.3403
1.63	1.3365
1.64	1.3328
1.65	1.3291
1.66	1.3253
1.67	1.3216
1.68	1.3178
1.69	1.3141
1.7	1.3103
1.71	1.3066
1.72	1.3028
1.73	1.2991
1.74	1.2953
1.75	1.2915
1.76	1.2878
1.77	1.284
1.78	1.2802
1.79	1.2764
1.8	1.2727
1.81	1.2689
1.82	1.2651
1.83	1.2613
1.84	1.2575
1.85	1.2537
1.86	1.2499
1.87	1.2461
1.88	1.2423
1.89	1.2386
1.9	1.2348
1.91	1.231
1.92	1.2272
1.93	1.2235
1.94	1.2197
1.95	1.216
1.96	1.2122
1.97	1.2085
1.98	1.2047
1.99	1.201
2.0	1.1973
2.01	1.1936
2.02	1.1899
2.03	1.1862
2.04	1.1825
2.05	1.1788
2.06	1.1751
2.07	1.1715
2.08	1.1678
2.09	1.1641
2.1	1.1605
2.11	1.1569
2.12	1.1532
2.13	1.1496
2.14	1.146
2.15	1.1424
2.16	1.1389
2.17	1.1353
2.18	1.1318
2.19	1.1282
2.2	1.1247
2.21	1.1212
2.22	1.1177
2.23	1.1142
2.24	1.1107
2.25	1.1073
2.26	1.1039
2.27	1.1004
2.28	1.097
2.29	1.0936
2.3	1.0903
2.31	1.0869
2.32	1.0836
2.33	1.0802
2.34	1.0769
2.35	1.0736
2.36	1.0704
2.37	1.0671
2.38	1.0639
2.39	1.0606
2.4	1.0574
2.41	1.0542
2.42	1.0511
2.43	1.0479
2.44	1.0448
2.45	1.0416
2.46	1.0385
2.47	1.0355
2.48	1.0324
2.49	1.0293
2.5	1.0263
2.51	1.0233
2.52	1.0203
2.53	1.0173
2.54	1.0144
2.55	1.0114
2.56	1.0085
2.57	1.0056
2.58	1.0027
2.59	0.99988
2.6	0.99703
2.61	0.99421
2.62	0.9914
2.63	0.98861
2.64	0.98584
2.65	0.98309
2.66	0.98036
2.67	0.97764
