eng	y_fit
0.01	1.5144
0.02	1.2925
0.03	1.2481
0.04	1.2401
0.05	1.2221
0.06	1.1968
0.07	1.1675
0.08	1.1182
0.09	1.0478
0.1	0.97299
0.11	0.89997
0.12	0.82441
0.13	0.74714
0.14	0.67447
0.15	0.60967
0.16	0.55177
0.17	0.49931
0.18	0.45223
0.19	0.41117
0.2	0.37623
0.21	0.34662
0.22	0.32119
0.23	0.29922
0.24	0.28045
0.25	0.26474
0.26	0.25164
0.27	0.24054
0.28	0.23097
0.29	0.22273
0.3	0.21574
0.31	0.20983
0.32	0.20477
0.33	0.20037
0.34	0.1965
0.35	0.19313
0.36	0.19022
0.37	0.18771
0.38	0.18549
0.39	0.18353
0.4	0.18179
0.41	0.18027
0.42	0.17895
0.43	0.1778
0.44	0.17679
0.45	0.17591
0.46	0.17514
0.47	0.17448
0.48	0.17392
0.49	0.17345
0.5	0.17306
0.51	0.17273
0.52	0.17246
0.53	0.17224
0.54	0.17207
0.55	0.17195
0.56	0.17186
0.57	0.17179
0.58	0.17176
0.59	0.17174
0.6	0.17173
0.61	0.17174
0.62	0.17176
0.63	0.17179
0.64	0.17182
0.65	0.17186
0.66	0.1719
0.67	0.17193
0.68	0.17195
0.69	0.17198
0.7	0.172
0.71	0.17201
0.72	0.17202
0.73	0.17201
0.74	0.172
0.75	0.17197
0.76	0.17194
0.77	0.17189
0.78	0.17184
0.79	0.17177
0.8	0.1717
0.81	0.17162
0.82	0.17152
0.83	0.17141
0.84	0.17129
0.85	0.17117
0.86	0.17103
0.87	0.17089
0.88	0.17074
0.89	0.17058
0.9	0.17041
0.91	0.17024
0.92	0.17005
0.93	0.16986
0.94	0.16967
0.95	0.16947
0.96	0.16926
0.97	0.16905
0.98	0.16882
0.99	0.1686
1.0	0.16836
1.01	0.16813
1.02	0.16789
1.03	0.16765
1.04	0.1674
1.05	0.16715
1.06	0.16689
1.07	0.16663
1.08	0.16637
1.09	0.16611
1.1	0.16584
1.11	0.16557
1.12	0.1653
1.13	0.16502
1.14	0.16474
