eng	y_fit
0.01	2.5171
0.02	1.8361
0.03	1.5466
0.04	1.3817
0.05	1.2748
0.06	1.2004
0.07	1.1464
0.08	1.1061
0.09	1.0756
0.1	1.0526
0.11	1.0352
0.12	1.0223
0.13	1.0131
0.14	1.0069
0.15	1.0034
0.16	1.0021
0.17	1.0027
0.18	1.0051
0.19	1.009
0.2	1.0144
0.21	1.0211
0.22	1.0289
0.23	1.0379
0.24	1.0479
0.25	1.059
0.26	1.0709
0.27	1.0838
0.28	1.0976
0.29	1.1122
0.3	1.1276
0.31	1.1479249999999999
0.32	1.16825
0.33	1.188575
0.34	1.2088999999999999
0.35	1.2292249999999998
0.36	1.24955
0.37	1.2698749999999999
0.38	1.2902
0.39	1.310525
0.4	1.3308499999999999
0.41	1.351175
0.42	1.3715
0.43	1.3964
0.44	1.422
0.45	1.4482
0.46	1.4751
0.47	1.5026
0.48	1.5307
0.49	1.5595
0.5	1.5888
0.51	1.6188
0.52	1.6492
0.53	1.6803
0.54	1.7118
0.55	1.7438
0.56	1.7763
0.57	1.8092
0.58	1.8426
0.59	1.8763
0.6	1.9103
0.61	1.9445
0.62	1.979
0.63	2.0137
0.64	2.0485
0.65	2.0833
0.66	2.0863594594594597
0.67	2.089418918918919
0.68	2.0924783783783782
0.69	2.0955378378378375
0.7	2.0985972972972973
0.71	2.1016567567567566
0.72	2.104716216216216
0.73	2.1077756756756756
0.74	2.1108351351351353
0.75	2.1138945945945946
0.76	2.116954054054054
0.77	2.1200135135135136
0.78	2.123072972972973
0.79	2.126132432432432
0.8	2.1291918918918915
0.81	2.1322513513513512
0.82	2.135310810810811
0.83	2.1383702702702703
0.84	2.1414297297297296
0.85	2.144489189189189
0.86	2.1475486486486486
0.87	2.1506081081081083
0.88	2.1536675675675676
0.89	2.156727027027027
0.9	2.159786486486486
0.91	2.162845945945946
0.92	2.165905405405405
0.93	2.168964864864865
0.94	2.1720243243243242
0.95	2.1750837837837835
0.96	2.178143243243243
0.97	2.1812027027027026
0.98	2.1842621621621623
0.99	2.1873216216216216
1.0	2.190381081081081
1.01	2.1934405405405406
1.02	2.1965
1.03	2.1925797101449276
1.04	2.188659420289855
1.05	2.1847391304347825
1.06	2.1808188405797098
1.07	2.1768985507246374
1.08	2.172978260869565
1.09	2.1690579710144924
1.1	2.16513768115942
1.11	2.1612173913043478
1.12	2.1572971014492754
1.13	2.1533768115942027
1.14	2.1494565217391304
1.15	2.145536231884058
1.16	2.1416159420289853
1.17	2.137695652173913
1.18	2.1337753623188402
1.19	2.129855072463768
1.2	2.125934782608695
1.21	2.122014492753623
1.22	2.1180942028985505
1.23	2.1141739130434782
1.24	2.110253623188406
1.25	2.1063333333333336
1.26	2.102413043478261
1.27	2.098492753623188
1.28	2.094572463768116
1.29	2.0906521739130435
1.3	2.086731884057971
1.31	2.082811594202899
1.32	2.078891304347826
1.33	2.0749710144927533
1.34	2.071050724637681
1.35	2.0671304347826087
1.36	2.0632101449275364
1.37	2.0592898550724636
1.38	2.0553695652173913
1.39	2.0514492753623186
1.4	2.0475289855072463
1.41	2.043608695652174
1.42	2.039688405797101
1.43	2.035768115942029
1.44	2.0318478260869566
1.45	2.027927536231884
1.46	2.0240072463768115
1.47	2.020086956521739
1.48	2.0161666666666664
1.49	2.012246376811594
1.5	2.008326086956522
1.51	2.004405797101449
1.52	2.0004855072463767
1.53	1.9965652173913044
1.54	1.9926449275362317
1.55	1.9887246376811594
1.56	1.984804347826087
1.57	1.9808840579710143
1.58	1.976963768115942
1.59	1.9730434782608695
1.6	1.9691231884057971
1.61	1.9652028985507246
1.62	1.961282608695652
1.63	1.9573623188405798
1.64	1.9534420289855072
1.65	1.9495217391304347
1.66	1.9456014492753624
1.67	1.9416811594202898
1.68	1.9377608695652173
1.69	1.933840579710145
1.7	1.9299202898550722
1.71	1.926
1.72	1.9218
1.73	1.9176
1.74	1.9134
1.75	1.9091999999999998
1.76	1.905
1.77	1.9002125
1.78	1.895425
1.79	1.8906375
1.8	1.88585
1.81	1.8810625
1.82	1.8762750000000001
1.83	1.8714875
1.84	1.8667
1.85	1.8622
1.86	1.8573
1.87	1.8526
1.88	1.8474
1.89	1.8422
1.9	1.8373
1.91	1.832
1.92	1.8271
1.93	1.822
1.94	1.817
1.95	1.812
1.96	1.807
1.97	1.802
1.98	1.797
1.99	1.7921
2.0	1.7872
2.01	1.7823
2.02	1.7774
2.03	1.7725
2.04	1.7677
2.05	1.7629
2.06	1.758
2.07	1.7533
2.08	1.7485
2.09	1.7437
2.1	1.739
2.11	1.7343
2.12	1.7296
2.13	1.7249
2.14	1.7202
2.15	1.7156
2.16	1.711
2.17	1.7064
2.18	1.7018
2.19	1.6972
2.2	1.6927
2.21	1.6881
2.22	1.6836
2.23	1.6791
2.24	1.6746
2.25	1.6702
2.26	1.6657
2.27	1.6613
2.28	1.6569
2.29	1.6525
2.3	1.6482
2.31	1.6438
2.32	1.6395
2.33	1.6351
2.34	1.6308
2.35	1.6266
2.36	1.6223
2.37	1.6181
2.38	1.6138
2.39	1.6096
2.4	1.6054
2.41	1.6013
2.42	1.5971
2.43	1.593
2.44	1.5889
2.45	1.5848
2.46	1.5807
2.47	1.5766
2.48	1.5725
2.49	1.5685
2.5	1.5645
2.51	1.5605
2.52	1.5565
2.53	1.5525
2.54	1.5486
2.55	1.5447
2.56	1.5407
2.57	1.5368
2.58	1.5329
2.59	1.5291
2.6	1.5252
2.61	1.5214
2.62	1.5176
2.63	1.5138
2.64	1.51
2.65	1.5062
2.66	1.5024
2.67	1.4987
2.68	1.4949
2.69	1.4912
2.7	1.4875
2.71	1.4838
2.72	1.4802
2.73	1.4765
2.74	1.4729
2.75	1.4692
2.76	1.4656
2.77	1.462
2.78	1.4584
2.79	1.4548
2.8	1.4513
2.81	1.4477
