eng	y_fit
0.01	0.7711
0.02	0.55605
0.03	0.46295
0.04	0.40877
0.05	0.37273
0.06	0.34684
0.07	0.3273
0.08	0.31203
0.09	0.2998
0.1	0.28981
0.11	0.28156
0.12	0.27465
0.13	0.26883
0.14	0.2639
0.15	0.2597
0.16	0.25740857142857143
0.17	0.2551171428571428
0.18	0.25282571428571426
0.19	0.2505342857142857
0.2	0.24824285714285713
0.21	0.24595142857142854
0.22	0.24366
0.23	0.24265
0.24	0.24186
0.25	0.24127
0.26	0.24087
0.27	0.24063
0.28	0.24055
0.29	0.24062
0.3	0.24082
0.31	0.24114
0.32	0.24159
0.33	0.24214
0.34	0.2428
0.35	0.24356
0.36	0.24441
0.37	0.24535
0.38	0.24638
0.39	0.24749
0.4	0.24868
0.41	0.24995
0.42	0.25129
0.43	0.2527
0.44	0.25418
0.45	0.25572
0.46	0.25734
0.47	0.25901
0.48	0.26075
0.49	0.26254
0.5	0.2644
0.51	0.26631
0.52	0.26828
0.53	0.27031
0.54	0.27239
0.55	0.27452
0.56	0.27671
0.57	0.27894
0.58	0.28123
0.59	0.28357
0.6	0.28597
0.61	0.28841
0.62	0.29089
0.63	0.29343
0.64	0.29602
0.65	0.29865
0.66	0.30133
0.67	0.30405
0.68	0.30682
0.69	0.30964
0.7	0.3125
0.71	0.3154
0.72	0.31835
0.73	0.32134
0.74	0.32437
0.75	0.32745
0.76	0.33057
0.77	0.33373
0.78	0.33693
0.79	0.34018
0.8	0.34346
0.81	0.34678
0.82	0.35014
0.83	0.35354
0.84	0.35698
0.85	0.36046
0.86	0.36397
0.87	0.36752
0.88	0.3711
0.89	0.37472
0.9	0.37838
0.91	0.38207
0.92	0.38579
0.93	0.38954
0.94	0.39333
0.95	0.39715
0.96	0.401
0.97	0.40487
0.98	0.40878
0.99	0.41271
1.0	0.41667
1.01	0.42066
1.02	0.42467
1.03	0.42871
1.04	0.43277
1.05	0.43685
1.06	0.44095
1.07	0.44507
1.08	0.44921
1.09	0.45337
1.1	0.45755
1.11	0.46174
1.12	0.46594
1.13	0.47016
1.14	0.47438
1.15	0.47862
1.16	0.48287
1.17	0.48712
1.18	0.49138
1.19	0.49564
1.2	0.49991
1.21	0.50418
1.22	0.50845
1.23	0.51271
1.24	0.51698
1.25	0.52124
1.26	0.52549
1.27	0.52973
1.28	0.53397
1.29	0.53819
1.3	0.5424
1.31	0.54659
1.32	0.55077
1.33	0.55493
1.34	0.55907
1.35	0.56319
1.36	0.56729
1.37	0.57136
1.38	0.57541
1.39	0.57943
1.4	0.58342
1.41	0.58737
1.42	0.5913
1.43	0.59519
1.44	0.59905
1.45	0.60287
1.46	0.60666
1.47	0.6104
1.48	0.61411
1.49	0.61777
1.5	0.62139
1.51	0.62497
1.52	0.62851
1.53	0.632
1.54	0.63545
1.55	0.63886
1.56	0.64222
1.57	0.64554
1.58	0.64881
1.59	0.65204
1.6	0.65522
1.61	0.65836
1.62	0.66146
1.63	0.66452
