eng	y_fit
0.12	0.0
0.13	0.0
0.14	0.11574
0.15	0.16428
0.16	0.19938
0.17	0.22823
0.18	0.25376
0.19	0.27759
0.2	0.30081
0.21	0.32403
0.22	0.34724
0.23	0.37044
0.24	0.3933
0.25	0.41451
0.26	0.43359
0.27	0.45091
0.28	0.46522
0.29	0.47558
0.3	0.48331
0.31	0.48919
0.32	0.49225
0.33	0.49262
0.34	0.49189
0.35	0.49058
0.36	0.48803
0.37	0.4843
0.38	0.48041
0.39	0.47685
0.4	0.4733
0.41	0.46951
0.42	0.4658
0.43	0.46255
0.44	0.45972
0.45	0.45706
0.46	0.45453
0.47	0.45227
0.48	0.45041
0.49	0.4489
0.5	0.44759
0.51	0.44646
0.52	0.44554
0.53	0.44487
0.54	0.44441
0.55	0.44411
0.56	0.44392
0.57	0.44386
0.58	0.44395
0.59	0.44416
0.6	0.44446
0.61	0.44482
0.62	0.44524
0.63	0.44573
0.64	0.44629
0.65	0.44689
0.66	0.44752
0.67	0.44815
0.68	0.4488
0.69	0.44948
0.7	0.45018
0.71	0.45089
0.72	0.45159
0.73	0.45228
0.74	0.45295
0.75	0.45362
0.76	0.45428
0.77	0.45493
0.78	0.45557
0.79	0.45618
0.8	0.45677
0.81	0.45733
0.82	0.45787
0.83	0.4584
0.84	0.4589
0.85	0.45938
0.86	0.45984
0.87	0.46027
0.88	0.46068
0.89	0.46106
0.9	0.46141
0.91	0.46175
0.92	0.46206
0.93	0.46236
0.94	0.46263
0.95	0.46287
0.96	0.46309
0.97	0.46329
0.98	0.46346
0.99	0.46362
1.0	0.46376
1.01	0.46388
1.02	0.46398
1.03	0.46405
1.04	0.46411
1.05	0.46414
1.06	0.46415
1.07	0.46415
1.08	0.46414
1.09	0.4641
1.1	0.46405
1.11	0.46397
1.12	0.46388
1.13	0.46376
1.14	0.46363
1.15	0.46348
1.16	0.46331
1.17	0.46313
1.18	0.46292
1.19	0.46269
1.2	0.46244
1.21	0.46216
1.22	0.46187
1.23	0.46156
1.24	0.46123
1.25	0.46088
1.26	0.46051
1.27	0.46012
1.28	0.45971
1.29	0.45927
1.3	0.45882
1.31	0.45834
1.32	0.45786
1.33	0.45735
1.34	0.45683
1.35	0.45629
1.36	0.45572
1.37	0.45514
1.38	0.45454
1.39	0.45392
1.4	0.45328
1.41	0.45263
1.42	0.45197
1.43	0.45128
1.44	0.45057
1.45	0.44985
1.46	0.4491
1.47	0.44834
1.48	0.44757
1.49	0.44677
1.5	0.44597
1.51	0.44515
1.52	0.44431
1.53	0.44345
1.54	0.44258
1.55	0.44169
1.56	0.44079
1.57	0.43987
1.58	0.43894
1.59	0.438
1.6	0.43705
1.61	0.43609
