eng	y_fit
0.25	0.0
0.26	0.19489
0.27	0.29747
0.28	0.36885
0.29	0.42556
0.3	0.47318
0.31	0.51418
0.32	0.5505
0.33	0.58315
0.34	0.61259
0.35	0.63966
0.36	0.66476
0.37	0.68788
0.38	0.7094
0.39	0.72972
0.4	0.74873
0.41	0.76653
0.42	0.78351
0.43	0.79974
0.44	0.81509
0.45	0.82971
0.46	0.84383
0.47	0.85738
0.48	0.87023
0.49	0.8825
0.5	0.8944
0.51	0.90586
0.52	0.91678
0.53	0.92729
0.54	0.93758
0.55	0.94761
0.56	0.95728
0.57	0.96659
0.58	0.9757
0.59	0.98462
0.6	0.99324
0.61	1.0015
0.62	1.0095
0.63	1.0173
0.64	1.025
0.65	1.0323
0.66	1.0394
0.67	1.0464
0.68	1.0533
0.69	1.06
0.7	1.0665
0.71	1.0728
0.72	1.079
0.73	1.0851
0.74	1.0911
0.75	1.0969
0.76	1.1024
0.77	1.1079
0.78	1.1132
0.79	1.1184
0.8	1.1235
0.81	1.1283
0.82	1.1331
0.83	1.1378
0.84	1.1424
0.85	1.1469
0.86	1.1512
0.87	1.1554
0.88	1.1595
0.89	1.1636
0.9	1.1676
0.91	1.1715
0.92	1.1752
0.93	1.1788
0.94	1.1823
0.95	1.1857
0.96	1.1891
0.97	1.1923
0.98	1.1954
0.99	1.1984
1.0	1.2013
1.01	1.2042
1.02	1.207
1.03	1.2097
1.04	1.2122
1.05	1.2147
1.06	1.2171
1.07	1.2195
1.08	1.2218
1.09	1.224
1.1	1.226
1.11	1.228
1.12	1.2299
1.13	1.2317
1.14	1.2335
1.15	1.2352
1.16	1.2368
1.17	1.2382
1.18	1.2396
1.19	1.241
1.2	1.2423
1.21	1.2435
1.22	1.2446
1.23	1.2456
1.24	1.2465
1.25	1.2473
1.26	1.2481
1.27	1.2489
1.28	1.2495
1.29	1.2501
1.3	1.2506
1.31	1.251
1.32	1.2513
1.33	1.2516
1.34	1.2518
1.35	1.2519
1.36	1.252
1.37	1.2519
1.38	1.2518
1.39	1.2516
1.4	1.2514
1.41	1.2511
1.42	1.2508
1.43	1.2503
1.44	1.2498
1.45	1.2492
1.46	1.2486
1.47	1.2479
1.48	1.2472
1.49	1.2464
1.5	1.2456
1.51	1.2446
1.52	1.2436
1.53	1.2426
1.54	1.2415
1.55	1.2404
1.56	1.2392
1.57	1.2379
1.58	1.2366
1.59	1.2352
1.6	1.2338
1.61	1.2323
1.62	1.2308
1.63	1.2293
1.64	1.2277
1.65	1.2261
1.66	1.2244
1.67	1.2227
1.68	1.2209
1.69	1.2191
1.7	1.2173
1.71	1.2155
1.72	1.2136
1.73	1.2117
1.74	1.2097
1.75	1.2077
1.76	1.2056
1.77	1.2036
1.78	1.2015
1.79	1.1994
1.8	1.1972
1.81	1.195
1.82	1.1928
1.83	1.1905
1.84	1.1883
1.85	1.186
1.86	1.1836
1.87	1.1813
1.88	1.1789
1.89	1.1765
1.9	1.1741
1.91	1.1717
1.92	1.1692
1.93	1.1668
1.94	1.1643
1.95	1.1618
1.96	1.1593
1.97	1.1567
1.98	1.1542
1.99	1.1516
2.0	1.149
2.01	1.1464
2.02	1.1438
2.03	1.1412
2.04	1.1385
2.05	1.1359
2.06	1.1332
2.07	1.1305
2.08	1.1278
2.09	1.1251
2.1	1.1224
2.11	1.1197
2.12	1.1169
2.13	1.1142
2.14	1.1114
2.15	1.1086
2.16	1.1059
2.17	1.1031
2.18	1.1003
2.19	1.0975
2.2	1.0947
2.21	1.0919
2.22	1.0891
2.23	1.0863
2.24	1.0835
2.25	1.0807
2.26	1.0779
2.27	1.0751
2.28	1.0723
2.29	1.0695
2.3	1.0666
2.31	1.0638
2.32	1.061
2.33	1.0582
2.34	1.0554
2.35	1.0525
2.36	1.0497
2.37	1.0469
2.38	1.0441
2.39	1.0413
2.4	1.0385
2.41	1.0357
2.42	1.0329
2.43	1.0301
2.44	1.0273
2.45	1.0245
2.46	1.0218
2.47	1.019
2.48	1.0162
2.49	1.0135
2.5	1.0107
2.51	1.008
2.52	1.0053
2.53	1.0025
2.54	0.99983
2.55	0.99713
2.56	0.99443
2.57	0.99175
2.58	0.98907
2.59	0.98641
2.6	0.98375
2.61	0.98111
2.62	0.97847
2.63	0.97584
2.64	0.97322
2.65	0.97062
2.66	0.96803
2.67	0.96544
2.68	0.96288
2.69	0.96032
2.7	0.95777
2.71	0.95524
2.72	0.95271
2.73	0.9502
2.74	0.94771
2.75	0.94522
2.76	0.94275
2.77	0.94029
2.78	0.93785
2.79	0.93542
2.8	0.933
2.81	0.9306
2.82	0.9282
2.83	0.92583
2.84	0.92346
2.85	0.92111
2.86	0.91877
2.87	0.91645
2.88	0.91414
2.89	0.91185
2.9	0.90956
2.91	0.90729
2.92	0.90504
2.93	0.9028
2.94	0.90057
2.95	0.89835
2.96	0.89615
2.97	0.89397
2.98	0.8918
2.99	0.88964
3.0	0.88749
3.01	0.88536
3.02	0.88324
3.03	0.88114
3.04	0.87905
3.05	0.87697
3.06	0.87491
3.07	0.87286
3.08	0.87082
3.09	0.8688
3.1	0.86679
3.11	0.8648
3.12	0.86282
3.13	0.86085
3.14	0.85889
3.15	0.85695
3.16	0.85502
3.17	0.8531
3.18	0.8512
3.19	0.84931
3.2	0.84743
3.21	0.84556
3.22	0.84371
3.23	0.84187
3.24	0.84004
3.25	0.83822
3.26	0.83642
3.27	0.83463
3.28	0.83285
3.29	0.83108
3.3	0.82932
3.31	0.82758
3.32	0.82584
3.33	0.82412
3.34	0.82241
3.35	0.82071
3.36	0.81902
3.37	0.81734
3.38	0.81568
3.39	0.81402
3.4	0.81237
3.41	0.81074
3.42	0.80911
3.43	0.8075
3.44	0.80589
3.45	0.8043
3.46	0.80271
3.47	0.80114
3.48	0.79957
3.49	0.79801
3.5	0.79647
3.51	0.79493
3.52	0.7934
3.53	0.79188
3.54	0.79036
3.55	0.78886
3.56	0.78737
3.57	0.78588
3.58	0.7844
3.59	0.78293
3.6	0.78147
3.61	0.78001
3.62	0.77856
3.63	0.77712
3.64	0.77569
3.65	0.77427
3.66	0.77285
3.67	0.77144
3.68	0.77003
3.69	0.76863
3.7	0.76724
3.71	0.76586
3.72	0.76448
3.73	0.7631
3.74	0.76174
3.75	0.76038
3.76	0.75902
3.77	0.75767
3.78	0.75633
3.79	0.75499
3.8	0.75366
3.81	0.75233
3.82	0.751
3.83	0.74969
3.84	0.74837
3.85	0.74706
3.86	0.74576
3.87	0.74446
3.88	0.74317
3.89	0.74188
3.9	0.74059
3.91	0.73931
3.92	0.73803
3.93	0.73675
3.94	0.73548
3.95	0.73422
3.96	0.73295
3.97	0.7317
3.98	0.73044
3.99	0.72919
4.0	0.72794
4.01	0.72669
4.02	0.72545
4.03	0.72421
4.04	0.72297
4.05	0.72174
4.06	0.72051
4.07	0.71928
4.08	0.71805
4.09	0.71683
4.1	0.71561
4.11	0.71439
4.12	0.71318
4.13	0.71196
4.14	0.71075
4.15	0.70955
4.16	0.70834
4.17	0.70714
4.18	0.70593
4.19	0.70473
4.2	0.70354
4.21	0.70234
4.22	0.70115
4.23	0.69995
4.24	0.69876
4.25	0.69758
4.26	0.69639
4.27	0.6952
4.28	0.69402
4.29	0.69284
4.3	0.69166
4.31	0.69048
4.32	0.6893
4.33	0.68813
4.34	0.68695
4.35	0.68578
4.36	0.68461
4.37	0.68344
4.38	0.68227
4.39	0.6811
4.4	0.67994
4.41	0.67877
4.42	0.67761
4.43	0.67645
4.44	0.67529
4.45	0.67413
4.46	0.67297
4.47	0.67181
4.48	0.67065
4.49	0.6695
4.5	0.66834
4.51	0.66719
4.52	0.66604
4.53	0.66489
4.54	0.66373
4.55	0.66259
4.56	0.66144
4.57	0.66029
4.58	0.65914
4.59	0.658
4.6	0.65685
4.61	0.65571
4.62	0.65457
4.63	0.65343
4.64	0.65229
4.65	0.65115
4.66	0.65001
4.67	0.64887
4.68	0.64773
4.69	0.6466
4.7	0.64546
4.71	0.64433
4.72	0.6432
4.73	0.64206
4.74	0.64093
4.75	0.6398
4.76	0.63868
4.77	0.63755
4.78	0.63642
4.79	0.63529
4.8	0.63417
4.81	0.63305
4.82	0.63192
4.83	0.6308
4.84	0.62968
4.85	0.62856
4.86	0.62744
4.87	0.62632
4.88	0.62521
4.89	0.62409
4.9	0.62298
4.91	0.62186
4.92	0.62075
4.93	0.61964
4.94	0.61853
4.95	0.61742
4.96	0.61632
