eng	y_fit
0.48	0.0
0.49	0.0073531
0.5	0.016963
0.51	0.02283
0.52	0.027474
0.53	0.031448
0.54	0.034986
0.55	0.038214
0.56	0.041208
0.57	0.04402
0.58	0.046687
0.59	0.049234
0.6	0.051682
0.61	0.054048
0.62	0.056345
0.63	0.058582
0.64	0.06077
0.65	0.062915
0.66	0.065024
0.67	0.067102
0.68	0.069154
0.69	0.071185
0.7	0.073197
0.71	0.075196
0.72	0.077182
0.73	0.07916
0.74	0.081131
0.75	0.083097
0.76	0.085062
0.77	0.087026
0.78	0.088992
0.79	0.09096
0.8	0.092934
0.81	0.094912
0.82	0.096899
0.83	0.098893
0.84	0.1009
0.85	0.10291
0.86	0.10494
0.87	0.10698
0.88	0.10903
0.89	0.11109
0.9	0.11318
0.91	0.11527
0.92	0.11739
0.93	0.11952
0.94	0.12167
0.95	0.12384
0.96	0.12602
0.97	0.12823
0.98	0.13046
0.99	0.13271
1.0	0.13498
1.01	0.13727
1.02	0.13958
1.03	0.14192
1.04	0.14428
1.05	0.14667
1.06	0.14908
1.07	0.15151
1.08	0.15397
1.09	0.15645
1.1	0.15896
1.11	0.1615
1.12	0.16406
1.13	0.16665
1.14	0.16926
1.15	0.17191
1.16	0.17458
1.17	0.17727
1.18	0.18
1.19	0.18275
1.2	0.18553
1.21	0.18834
1.22	0.19118
1.23	0.19404
1.24	0.19694
1.25	0.19986
1.26	0.20281
1.27	0.20579
1.28	0.20879
1.29	0.21183
1.3	0.2149
1.31	0.21799
1.32	0.22111
1.33	0.22426
1.34	0.22744
1.35	0.23065
1.36	0.23388
1.37	0.23714
1.38	0.24043
1.39	0.24375
1.4	0.24709
1.41	0.25046
1.42	0.25386
1.43	0.25728
1.44	0.26073
1.45	0.2642
1.46	0.2677
1.47	0.27122
1.48	0.27476
1.49	0.27833
1.5	0.28192
1.51	0.28554
1.52	0.28917
1.53	0.29283
1.54	0.29651
1.55	0.3002
1.56	0.30392
1.57	0.30765
1.58	0.3114
1.59	0.31517
1.6	0.31895
1.61	0.32275
1.62	0.32656
1.63	0.33038
1.64	0.33422
1.65	0.33807
1.66	0.34192
1.67	0.34579
1.68	0.34966
1.69	0.35354
1.7	0.35743
1.71	0.36132
1.72	0.36521
1.73	0.36911
1.74	0.373
1.75	0.3769
1.76	0.38079
1.77	0.38468
1.78	0.38857
1.79	0.39245
1.8	0.39632
1.81	0.40019
1.82	0.40404
1.83	0.40788
1.84	0.41172
1.85	0.41553
1.86	0.41934
1.87	0.42312
1.88	0.42689
1.89	0.43064
1.9	0.43437
1.91	0.43807
1.92	0.44176
1.93	0.44542
1.94	0.44905
1.95	0.45266
1.96	0.45625
1.97	0.4598
1.98	0.46332
1.99	0.46682
2.0	0.47028
2.01	0.47372
2.02	0.47712
2.03	0.48049
