eng	y_fit
0.01	10.214
0.02	4.7129
0.03	2.1054
0.04	2.1278428571428574
0.05	2.1502857142857144
0.06	2.1727285714285713
0.07	2.1951714285714283
0.08	2.2176142857142853
0.09	2.2400571428571423
0.1	2.2625
0.11	2.284942857142857
0.12	2.307385714285714
0.13	2.329828571428571
0.14	2.3522714285714286
0.15	2.3747142857142856
0.16	2.3971571428571425
0.17	2.4196
0.18	2.3811
0.19	2.3494
0.2	2.3187
0.21	2.2922
0.22	2.2662
0.23	2.2449
0.24	2.2232
0.25	2.2048
0.26	2.1867
0.27	2.169
0.28	2.1539
0.29	2.1386
0.3	2.1247
0.31	2.1126
0.32	2.1003
0.33	2.0888
0.34	2.0785
0.35	2.0679
0.36	2.0578
0.37	2.049
0.38	2.0404
0.39	2.0318
0.4	2.0241
0.41	2.0169
0.42	2.0094
0.43	2.002
0.44	1.9953
0.45	1.9888
0.46	1.9821
0.47	1.9758
0.48	1.9702
0.49	1.9647
0.5	1.9591
0.51	1.9538
0.52	1.9489
0.53	1.944
0.54	1.9388
0.55	1.9336
0.56	1.9288
0.57	1.9241
0.58	1.9192
0.59	1.9144
0.6	1.9099
0.61	1.9057
0.62	1.9015
0.63	1.8972
0.64	1.8929
0.65	1.8889
0.66	1.885
0.67	1.8808
0.68	1.8765
0.69	1.8723
0.7	1.8683
0.71	1.8642
0.72	1.8601
0.73	1.8559
0.74	1.8518
0.75	1.8479
0.76	1.844
0.77	1.8401
0.78	1.8361
0.79	1.8321
0.8	1.8283
0.81	1.8245
0.82	1.8206
0.83	1.8166
0.84	1.8125
0.85	1.8086
0.86	1.8047
0.87	1.8007
0.88	1.7967
0.89	1.7926
0.9	1.7885
0.91	1.7846
0.92	1.7806
0.93	1.7766
0.94	1.7726
0.95	1.7685
0.96	1.7645
0.97	1.7605
0.98	1.7565
0.99	1.7525
1.0	1.7484
1.01	1.7442
1.02	1.7401
1.03	1.736
1.04	1.732
1.05	1.7278
1.06	1.7236
1.07	1.7194
1.08	1.7152
1.09	1.711
1.1	1.7068
1.11	1.7026
1.12	1.6984
1.13	1.6941
1.14	1.6898
1.15	1.6856
1.16	1.6813
1.17	1.6771
1.18	1.6728
1.19	1.6685
1.2	1.6641
1.21	1.6598
1.22	1.6555
1.23	1.6512
1.24	1.6469
1.25	1.6426
1.26	1.6382
1.27	1.6338
1.28	1.6294
1.29	1.6251
1.3	1.6207
1.31	1.6163
1.32	1.6119
1.33	1.6075
1.34	1.6031
1.35	1.5987
1.36	1.5943
1.37	1.59
1.38	1.5856
1.39	1.5811
1.4	1.5767
1.41	1.5723
1.42	1.5679
1.43	1.5635
1.44	1.5591
1.45	1.5547
1.46	1.5503
1.47	1.5458
1.48	1.5414
1.49	1.537
1.5	1.5326
1.51	1.5282
1.52	1.5238
1.53	1.5195
1.54	1.5151
1.55	1.5107
1.56	1.5063
1.57	1.502
1.58	1.4976
1.59	1.4933
1.6	1.489
1.61	1.4846
1.62	1.4803
1.63	1.476
1.64	1.4717
1.65	1.4674
1.66	1.4631
1.67	1.4588
1.68	1.4546
1.69	1.4503
1.7	1.4461
1.71	1.4418
1.72	1.4376
1.73	1.4334
1.74	1.4293
1.75	1.4251
1.76	1.421
1.77	1.4169
1.78	1.4128
1.79	1.4087
1.8	1.4046
1.81	1.4006
1.82	1.3966
1.83	1.3926
1.84	1.3886
1.85	1.3846
1.86	1.3807
1.87	1.3767
1.88	1.3728
1.89	1.369
1.9	1.3651
1.91	1.3613
1.92	1.3575
1.93	1.3537
1.94	1.3499
1.95	1.3461
1.96	1.3424
1.97	1.3387
1.98	1.335
1.99	1.3314
2.0	1.3278
2.01	1.3242
2.02	1.3206
2.03	1.3171
2.04	1.3135
2.05	1.3101
2.06	1.3066
2.07	1.3032
2.08	1.2998
2.09	1.2964
2.1	1.293
2.11	1.2897
2.12	1.2864
2.13	1.2831
2.14	1.2798
2.15	1.2766
2.16	1.2734
2.17	1.2702
2.18	1.267
2.19	1.2639
2.2	1.2608
2.21	1.2577
2.22	1.2546
2.23	1.2516
2.24	1.2486
2.25	1.2456
2.26	1.2426
2.27	1.2397
2.28	1.2368
2.29	1.2339
2.3	1.231
2.31	1.2282
2.32	1.2254
2.33	1.2226
2.34	1.2198
2.35	1.217
2.36	1.2143
2.37	1.2116
2.38	1.2089
2.39	1.2062
2.4	1.2036
2.41	1.2009
2.42	1.1983
2.43	1.1957
2.44	1.1932
2.45	1.1906
2.46	1.1881
2.47	1.1856
2.48	1.1831
2.49	1.1806
2.5	1.1781
2.51	1.1757
2.52	1.1733
2.53	1.1709
2.54	1.1685
2.55	1.1661
2.56	1.1637
2.57	1.1614
2.58	1.1591
2.59	1.1568
2.6	1.1545
2.61	1.1522
2.62	1.1499
2.63	1.1477
2.64	1.1454
2.65	1.1432
2.66	1.141
2.67	1.1388
2.68	1.1366
2.69	1.1344
2.7	1.1323
2.71	1.1301
2.72	1.128
2.73	1.1259
2.74	1.1238
2.75	1.1217
2.76	1.1196
2.77	1.1175
2.78	1.1154
2.79	1.1134
2.8	1.1113
2.81	1.1093
2.82	1.1073
2.83	1.1053
2.84	1.1033
2.85	1.1013
2.86	1.0993
2.87	1.0973
2.88	1.0953
2.89	1.0934
2.9	1.0914
2.91	1.0895
2.92	1.0875
2.93	1.0856
2.94	1.0837
2.95	1.0817
