eng	y_fit
0.31	0.0
0.32	0.23054
0.33	0.43083
0.34	0.49117
0.35	0.4792
0.36	0.48809761904761906
0.37	0.4969952380952381
0.38	0.5058928571428571
0.39	0.5147904761904762
0.4	0.5236880952380952
0.41	0.5325857142857143
0.42	0.5414833333333333
0.43	0.5503809523809524
0.44	0.5592785714285715
0.45	0.5681761904761904
0.46	0.5770738095238095
0.47	0.5859714285714286
0.48	0.5948690476190477
0.49	0.6037666666666668
0.5	0.6126642857142857
0.51	0.6215619047619048
0.52	0.6304595238095239
0.53	0.6393571428571428
0.54	0.648254761904762
0.55	0.6571523809523809
0.56	0.66605
0.57	0.674947619047619
0.58	0.6838452380952381
0.59	0.6927428571428571
0.6	0.7016404761904762
0.61	0.7105380952380952
0.62	0.7194357142857143
0.63	0.7283333333333334
0.64	0.7372309523809524
0.65	0.7461285714285715
0.66	0.7550261904761905
0.67	0.7639238095238096
0.68	0.7728214285714285
0.69	0.7817190476190476
0.7	0.7906166666666666
0.71	0.7995142857142857
0.72	0.8084119047619047
0.73	0.8173095238095238
0.74	0.8262071428571428
0.75	0.8351047619047619
0.76	0.844002380952381
0.77	0.8529
0.78	0.86035
0.79	0.86667
0.8	0.87338
0.81	0.87963
0.82	0.88643
0.83	0.89175
0.84	0.89838
0.85	0.90373
0.86	0.9101
0.87	0.91653
0.88	0.92215
0.89	0.92856
0.9	0.93427
0.91	0.93952
0.92	0.94548
0.93	0.95104
0.94	0.95633
0.95	0.96222
0.96	0.96786
0.97	0.97294
0.98	0.97831
0.99	0.98375
1.0	0.9887
1.01	0.9937
1.02	0.99912
1.03	1.0044
1.04	1.0094
1.05	1.0145
1.06	1.0198
1.07	1.0247
1.08	1.0293
1.09	1.034
1.1	1.0388
1.11	1.0434
1.12	1.0478
1.13	1.0524
1.14	1.0572
1.15	1.0619
1.16	1.0664
1.17	1.0709
1.18	1.0755
1.19	1.08
1.2	1.0842
1.21	1.0883
1.22	1.0925
1.23	1.0967
1.24	1.1008
1.25	1.1048
1.26	1.1087
1.27	1.1128
1.28	1.1169
1.29	1.1209
1.3	1.1248
1.31	1.1286
1.32	1.1325
1.33	1.1364
1.34	1.1401
1.35	1.1437
1.36	1.1472
1.37	1.1508
1.38	1.1543
1.39	1.1578
1.4	1.1611
1.41	1.1644
1.42	1.1677
1.43	1.1711
1.44	1.1743
1.45	1.1775
1.46	1.1806
1.47	1.1838
1.48	1.1869
1.49	1.19
1.5	1.193
1.51	1.1958
1.52	1.1987
1.53	1.2015
1.54	1.2043
1.55	1.207
1.56	1.2097
1.57	1.2123
1.58	1.2148
1.59	1.2174
1.6	1.2199
1.61	1.2224
1.62	1.2248
1.63	1.2271
1.64	1.2294
1.65	1.2317
1.66	1.234
1.67	1.2362
1.68	1.2384
1.69	1.2404
1.7	1.2425
1.71	1.2445
1.72	1.2465
1.73	1.2484
1.74	1.2503
1.75	1.2521
1.76	1.2538
1.77	1.2555
1.78	1.2572
1.79	1.2589
1.8	1.2605
1.81	1.262
1.82	1.2635
1.83	1.2649
1.84	1.2664
1.85	1.2677
1.86	1.2691
