eng	y_fit
0.07	0.0
0.08	0.081569
0.09	0.19412
0.1	0.28001
0.11	0.35858
0.12	0.42563
0.13	0.4762
0.14	0.51509
0.15	0.54189
0.16	0.54987
0.17	0.54192
0.18	0.52669
0.19	0.50603
0.2	0.47848
0.21	0.44653
0.22	0.41456
0.23	0.38446
0.24	0.35596
0.25	0.32888
0.26	0.30381
0.27	0.28153
0.28	0.26228
0.29	0.24565
0.3	0.23108
0.31	0.21833
0.32	0.20742
0.33	0.19831
0.34	0.1907
0.35	0.18422
0.36	0.17863
0.37	0.17386
0.38	0.16987
0.39	0.16656
0.4	0.16375
0.41	0.16134
0.42	0.15925
0.43	0.15749
0.44	0.15602
0.45	0.15479
0.46	0.15375
0.47	0.15286
0.48	0.15211
0.49	0.15149
0.5	0.15101
0.51	0.15063
0.52	0.15033
0.53	0.15011
0.54	0.14996
0.55	0.14989
0.56	0.14987
0.57	0.14991
0.58	0.15
0.59	0.15012
0.6	0.15027
0.61	0.15046
0.62	0.15067
0.63	0.15091
0.64	0.15117
0.65	0.15144
0.66	0.15171
0.67	0.152
0.68	0.15229
0.69	0.15258
0.7	0.15287
0.71	0.15316
0.72	0.15345
0.73	0.15374
0.74	0.15401
0.75	0.15428
0.76	0.15453
0.77	0.15478
0.78	0.15501
0.79	0.15524
0.8	0.15545
0.81	0.15565
0.82	0.15584
0.83	0.15601
0.84	0.15616
0.85	0.15631
0.86	0.15644
0.87	0.15656
0.88	0.15666
0.89	0.15675
0.9	0.15683
0.91	0.15689
0.92	0.15694
0.93	0.15698
0.94	0.15701
0.95	0.15703
0.96	0.15703
0.97	0.15703
0.98	0.15701
0.99	0.15698
1.0	0.15694
1.01	0.1569
1.02	0.15684
1.03	0.15678
1.04	0.15671
1.05	0.15663
1.06	0.15654
1.07	0.15644
1.08	0.15634
1.09	0.15623
1.1	0.15611
1.11	0.15599
1.12	0.15586
1.13	0.15573
1.14	0.15559
1.15	0.15544
1.16	0.15529
1.17	0.15514
1.18	0.15498
1.19	0.15481
1.2	0.15464
1.21	0.15447
1.22	0.15429
1.23	0.15411
1.24	0.15392
1.25	0.15372
1.26	0.15352
1.27	0.15332
