eng	y_fit
0.17	0.0
0.18	0.1025
0.19	0.20055
0.2	0.25955
0.21	0.3038
0.22	0.33958
0.23	0.36971
0.24	0.39576
0.25	0.41867
0.26	0.43911
0.27	0.45756
0.28	0.47439
0.29	0.48987
0.3	0.50419
0.31	0.5175
0.32	0.52997
0.33	0.54174
0.34	0.55289
0.35	0.5635
0.36	0.57364
0.37	0.58337
0.38	0.59277
0.39	0.60188
0.4	0.61071
0.41	0.61925
0.42	0.62747
0.43	0.63536
0.44	0.64296
0.45	0.65022
0.46	0.65708
0.47	0.66358
0.48	0.66976
0.49	0.67557
0.5	0.68107
0.51	0.68633
0.52	0.69135
0.53	0.69605
0.54	0.7005
0.55	0.7048
0.56	0.70895
0.57	0.71289
0.58	0.71662
0.59	0.72021
0.6	0.72365
0.61	0.72691
0.62	0.72999
0.63	0.73294
0.64	0.73577
0.65	0.73846
0.66	0.74095
0.67	0.74327
0.68	0.74549
0.69	0.74762
0.7	0.74962
0.71	0.75147
0.72	0.75318
0.73	0.75479
0.74	0.75633
0.75	0.75779
0.76	0.75914
0.77	0.76041
0.78	0.76159
0.79	0.76271
0.8	0.76375
0.81	0.76474
0.82	0.76566
0.83	0.76654
0.84	0.76738
0.85	0.76816
0.86	0.76889
0.87	0.76956
0.88	0.7702
0.89	0.77081
0.9	0.7714
0.91	0.77195
0.92	0.77245
0.93	0.77291
0.94	0.77333
0.95	0.77372
0.96	0.7741
0.97	0.77445
0.98	0.77477
0.99	0.77505
1.0	0.77529
1.01	0.77549
1.02	0.77567
1.03	0.77582
1.04	0.77596
1.05	0.77606
1.06	0.77613
1.07	0.77616
1.08	0.77615
1.09	0.77611
1.1	0.77605
1.11	0.77597
1.12	0.77585
1.13	0.77571
1.14	0.77552
1.15	0.77529
1.16	0.77503
1.17	0.77473
1.18	0.77441
1.19	0.77405
1.2	0.77367
1.21	0.77324
1.22	0.77278
1.23	0.77227
1.24	0.77173
1.25	0.77116
1.26	0.77056
1.27	0.76994
1.28	0.76929
1.29	0.7686
1.3	0.76787
1.31	0.76712
1.32	0.76633
1.33	0.76551
1.34	0.76467
1.35	0.76381
1.36	0.76292
1.37	0.762
1.38	0.76104
1.39	0.76005
1.4	0.75904
1.41	0.75799
1.42	0.75692
1.43	0.75583
1.44	0.75472
1.45	0.75357
1.46	0.7524
1.47	0.75119
1.48	0.74996
1.49	0.7487
1.5	0.74743
1.51	0.74613
1.52	0.74481
1.53	0.74348
1.54	0.74212
1.55	0.74073
1.56	0.73932
1.57	0.73789
1.58	0.73644
1.59	0.73498
1.6	0.7335
1.61	0.73201
1.62	0.73049
1.63	0.72896
1.64	0.7274
1.65	0.72583
1.66	0.72424
1.67	0.72263
1.68	0.721
1.69	0.71937
1.7	0.71771
1.71	0.71604
1.72	0.71436
1.73	0.71265
1.74	0.71093
1.75	0.70919
1.76	0.70744
1.77	0.70567
1.78	0.7039
1.79	0.70212
1.8	0.70032
1.81	0.69851
1.82	0.69669
1.83	0.69486
1.84	0.69301
1.85	0.69116
1.86	0.6893
1.87	0.68744
1.88	0.68556
1.89	0.68368
1.9	0.68179
1.91	0.67989
1.92	0.67798
1.93	0.67606
1.94	0.67414
1.95	0.67221
1.96	0.67028
1.97	0.66834
1.98	0.6664
1.99	0.66445
2.0	0.66249
2.01	0.66053
2.02	0.65856
2.03	0.65659
2.04	0.65461
2.05	0.65264
2.06	0.65066
2.07	0.64868
2.08	0.6467
2.09	0.64471
2.1	0.64272
2.11	0.64074
2.12	0.63875
2.13	0.63676
2.14	0.63477
2.15	0.63278
2.16	0.6308
2.17	0.62881
2.18	0.62683
2.19	0.62485
2.2	0.62287
2.21	0.62088
2.22	0.61891
2.23	0.61693
2.24	0.61496
2.25	0.61299
2.26	0.61102
2.27	0.60906
2.28	0.6071
2.29	0.60514
2.3	0.60319
2.31	0.60123
2.32	0.59929
2.33	0.59734
2.34	0.59541
2.35	0.59347
2.36	0.59155
2.37	0.58962
2.38	0.58771
2.39	0.58579
2.4	0.58389
2.41	0.58199
2.42	0.58009
2.43	0.5782
2.44	0.57632
2.45	0.57444
2.46	0.57258
2.47	0.57072
2.48	0.56886
2.49	0.56702
2.5	0.56518
2.51	0.56334
2.52	0.56152
2.53	0.5597
2.54	0.55789
2.55	0.55609
2.56	0.5543
2.57	0.55252
2.58	0.55074
2.59	0.54897
2.6	0.54721
2.61	0.54546
2.62	0.54372
2.63	0.54198
2.64	0.54026
2.65	0.53854
2.66	0.53683
2.67	0.53513
2.68	0.53344
2.69	0.53177
2.7	0.53009
2.71	0.52843
2.72	0.52678
2.73	0.52514
2.74	0.5235
2.75	0.52188
2.76	0.52027
2.77	0.51866
2.78	0.51707
2.79	0.51548
2.8	0.51391
2.81	0.51234
2.82	0.51079
2.83	0.50924
2.84	0.50771
2.85	0.50618
2.86	0.50466
