eng	y_fit
0.34	0.0
0.35	0.22619
0.36	0.50577
0.37	0.74255
0.38	0.97658
0.39	1.2134
0.4	1.4515
0.41	1.686
0.42	1.9102
0.43	1.89936338028169
0.44	1.8885267605633802
0.45	1.8776901408450704
0.46	1.8668535211267605
0.47	1.8560169014084504
0.48	1.8451802816901408
0.49	1.834343661971831
0.5	1.8235070422535211
0.51	1.812670422535211
0.52	1.8018338028169012
0.53	1.7909971830985913
0.54	1.7801605633802815
0.55	1.7693239436619719
0.56	1.7584873239436618
0.57	1.7476507042253522
0.58	1.736814084507042
0.59	1.7259774647887323
0.6	1.7151408450704224
0.61	1.7043042253521126
0.62	1.6934676056338027
0.63	1.6826309859154929
0.64	1.671794366197183
0.65	1.6609577464788732
0.66	1.6501211267605633
0.67	1.6392845070422535
0.68	1.6284478873239439
0.69	1.6176112676056338
0.7	1.606774647887324
0.71	1.595938028169014
0.72	1.5851014084507042
0.73	1.5742647887323944
0.74	1.5634281690140845
0.75	1.5525915492957745
0.76	1.5417549295774646
0.77	1.530918309859155
0.78	1.5200816901408452
0.79	1.5092450704225353
0.8	1.4984084507042255
0.81	1.4875718309859156
0.82	1.4767352112676055
0.83	1.4658985915492957
0.84	1.455061971830986
0.85	1.444225352112676
0.86	1.4333887323943661
0.87	1.4225521126760563
0.88	1.4117154929577465
0.89	1.4008788732394366
0.9	1.3900422535211268
0.91	1.379205633802817
0.92	1.3683690140845073
0.93	1.357532394366197
0.94	1.3466957746478871
0.95	1.3358591549295775
0.96	1.3250225352112677
0.97	1.3141859154929578
0.98	1.303349295774648
0.99	1.292512676056338
1.0	1.2816760563380283
1.01	1.2708394366197182
1.02	1.2600028169014084
1.03	1.2491661971830987
1.04	1.2383295774647887
1.05	1.227492957746479
1.06	1.216656338028169
1.07	1.2058197183098591
1.08	1.1949830985915495
1.09	1.1841464788732394
1.1	1.1733098591549296
1.11	1.1624732394366197
1.12	1.1516366197183099
1.13	1.1408
1.14	1.1481
1.15	1.158
1.16	1.1654
1.17	1.1749
1.18	1.1833
1.19	1.1917
1.2	1.19965
1.21	1.2076
1.22	1.2158
1.23	1.2234
1.24	1.2306
1.25	1.2389
1.26	1.2464
1.27	1.2535
1.28	1.2611
1.29	1.2682
1.3	1.2747
1.31	1.2818
1.32	1.2888
1.33	1.2953
1.34	1.3019
1.35	1.3087
1.36	1.3149
1.37	1.3208
1.38	1.3268
1.39	1.3328
1.4	1.3383
1.41	1.3438
1.42	1.3496
1.43	1.3552
1.44	1.3606
1.45	1.3658
1.46	1.3711
1.47	1.3762
1.48	1.3809
1.49	1.3854
1.5	1.3899
1.51	1.3944
1.52	1.3986
1.53	1.4026
1.54	1.4067
1.55	1.4108
1.56	1.4148
1.57	1.4186
1.58	1.4222
1.59	1.4258
1.6	1.4293
1.61	1.4325
1.62	1.4356
1.63	1.4385
1.64	1.4414
1.65	1.4442
1.66	1.4469
1.67	1.4494
1.68	1.4518
1.69	1.4542
1.7	1.4565
1.71	1.4587
1.72	1.4607
1.73	1.4627
1.74	1.4646
1.75	1.4664
1.76	1.468
1.77	1.4695
1.78	1.4709
1.79	1.4722
1.8	1.4734
1.81	1.4746
1.82	1.4756
1.83	1.4764
1.84	1.4773
1.85	1.478
1.86	1.4787
1.87	1.4793
1.88	1.4798
1.89	1.4802
1.9	1.4805
1.91	1.4808
1.92	1.4809
1.93	1.481
1.94	1.481
1.95	1.4809
1.96	1.4807
1.97	1.4805
1.98	1.4802
1.99	1.4797
2.0	1.4792
2.01	1.4787
2.02	1.4781
2.03	1.4774
2.04	1.4767
2.05	1.4759
2.06	1.475
2.07	1.474
2.08	1.473
2.09	1.472
2.1	1.4709
2.11	1.4697
2.12	1.4685
2.13	1.4672
2.14	1.4658
2.15	1.4644
2.16	1.463
2.17	1.4615
2.18	1.46
2.19	1.4584
2.2	1.4568
2.21	1.4551
2.22	1.4534
2.23	1.4517
2.24	1.4499
2.25	1.4481
2.26	1.4462
2.27	1.4443
2.28	1.4424
2.29	1.4404
2.3	1.4384
2.31	1.4364
2.32	1.4343
2.33	1.4322
2.34	1.4301
2.35	1.428
2.36	1.4258
2.37	1.4236
2.38	1.4214
2.39	1.4192
2.4	1.4169
2.41	1.4146
2.42	1.4123
2.43	1.41
2.44	1.4077
2.45	1.4053
2.46	1.403
2.47	1.4006
2.48	1.3982
2.49	1.3958
2.5	1.3934
2.51	1.3909
2.52	1.3885
2.53	1.386
2.54	1.3836
2.55	1.3811
2.56	1.3786
2.57	1.3761
2.58	1.3736
2.59	1.3711
2.6	1.3686
2.61	1.3661
2.62	1.3636
2.63	1.3611
2.64	1.3586
2.65	1.3561
2.66	1.3535
2.67	1.351
2.68	1.3485
2.69	1.346
2.7	1.3435
2.71	1.3409
2.72	1.3384
2.73	1.3359
2.74	1.3334
2.75	1.3309
2.76	1.3284
2.77	1.3259
2.78	1.3234
2.79	1.3209
2.8	1.3184
2.81	1.3159
2.82	1.3134
2.83	1.3109
2.84	1.3084
2.85	1.306
2.86	1.3035
2.87	1.301
2.88	1.2986
2.89	1.2961
2.9	1.2937
2.91	1.2913
2.92	1.2889
2.93	1.2864
2.94	1.284
2.95	1.2816
2.96	1.2792
2.97	1.2769
2.98	1.2745
2.99	1.2721
3.0	1.2698
3.01	1.2674
3.02	1.2651
3.03	1.2627
3.04	1.2604
3.05	1.2581
3.06	1.2558
3.07	1.2535
3.08	1.2512
3.09	1.2489
3.1	1.2466
3.11	1.2444
3.12	1.2421
3.13	1.2399
3.14	1.2376
3.15	1.2354
3.16	1.2332
3.17	1.231
3.18	1.2288
3.19	1.2266
3.2	1.2244
3.21	1.2223
3.22	1.2201
3.23	1.218
3.24	1.2158
3.25	1.2137
3.26	1.2116
3.27	1.2094
3.28	1.2073
3.29	1.2052
3.3	1.2031
3.31	1.2011
3.32	1.199
3.33	1.1969
3.34	1.1949
3.35	1.1928
3.36	1.1908
3.37	1.1888
3.38	1.1868
3.39	1.1848
3.4	1.1828
3.41	1.1808
3.42	1.1788
3.43	1.1768
3.44	1.1748
3.45	1.1729
3.46	1.1709
3.47	1.169
3.48	1.167
3.49	1.1651
3.5	1.1632
3.51	1.1613
