eng	y_fit
0.01	5.0423
0.02	3.6575
0.03	3.0605
0.04	2.7138
0.05	2.4832
0.06	2.3175
0.07	2.1921
0.08	2.0934
0.09	2.0135
0.1	1.9477
0.11	1.8926
0.12	1.8455
0.13	1.8049
0.14	1.7696
0.15	1.7388
0.16	1.7116
0.17	1.6874
0.18	1.6658
0.19	1.6464
0.2	1.6291
0.21	1.6135
0.22	1.5991
0.23	1.586
0.24	1.5741
0.25	1.5632
0.26	1.5532
0.27	1.5438
0.28	1.5351
0.29	1.5272
0.3	1.5198
0.31	1.513
0.32	1.5066
0.33	1.5007
0.34	1.4951
0.35	1.49
0.36	1.4853
0.37	1.4808
0.38	1.4766
0.39	1.4726
0.4	1.4688
0.41	1.4654
0.42	1.4621
0.43	1.4589
0.44	1.4558
0.45	1.4529
0.46	1.4501
0.47	1.4475
0.48	1.445
0.49	1.4425
0.5	1.44
0.51	1.4377
0.52	1.4355
0.53	1.4334
0.54	1.4313
0.55	1.4293
0.56	1.4272
0.57	1.4252
0.58	1.4233
0.59	1.4214
0.6	1.4195
0.61	1.4175
0.62	1.4156
0.63	1.4136
0.64	1.4117
0.65	1.4097
0.66	1.4078
0.67	1.4057
0.68	1.4036
0.69	1.4015
0.7	1.3994
0.71	1.3973
0.72	1.3952
0.73	1.393
0.74	1.3908
0.75	1.3885
0.76	1.3861
0.77	1.3838
0.78	1.3815
0.79	1.3791
0.8	1.3766
0.81	1.3741
0.82	1.3715
0.83	1.369
0.84	1.3664
0.85	1.3637
0.86	1.3611
0.87	1.3583
0.88	1.3556
0.89	1.3528
0.9	1.3499
0.91	1.3471
0.92	1.3442
0.93	1.3413
0.94	1.3383
0.95	1.3353
0.96	1.3323
0.97	1.3293
0.98	1.3262
0.99	1.3231
1.0	1.32
1.01	1.3169
1.02	1.3137
1.03	1.3105
1.04	1.3072
1.05	1.304
1.06	1.3007
1.07	1.2975
1.08	1.2942
1.09	1.2908
1.1	1.2875
1.11	1.2841
1.12	1.2807
1.13	1.2773
1.14	1.2739
1.15	1.2705
1.16	1.2671
1.17	1.2636
1.18	1.2602
1.19	1.2567
1.2	1.2532
1.21	1.2497
1.22	1.2462
1.23	1.2426
1.24	1.2391
1.25	1.2355
1.26	1.2319
1.27	1.2283
1.28	1.2246
1.29	1.221
1.3	1.2174
1.31	1.2137
1.32	1.21
1.33	1.2063
1.34	1.2026
1.35	1.1989
1.36	1.1951
1.37	1.1914
1.38	1.1877
1.39	1.1839
1.4	1.1802
1.41	1.1764
1.42	1.1726
1.43	1.1688
1.44	1.165
1.45	1.1612
1.46	1.1574
1.47	1.1535
1.48	1.1497
1.49	1.1459
1.5	1.142
1.51	1.1381
1.52	1.1342
1.53	1.1304
1.54	1.1265
1.55	1.1226
1.56	1.1187
1.57	1.1148
1.58	1.1109
1.59	1.107
1.6	1.1031
1.61	1.0992
1.62	1.0953
1.63	1.0914
1.64	1.0875
1.65	1.0836
1.66	1.0797
1.67	1.0758
1.68	1.0719
1.69	1.068
1.7	1.0641
1.71	1.0602
1.72	1.0563
1.73	1.0525
1.74	1.0486
1.75	1.0447
1.76	1.0409
1.77	1.037
1.78	1.0332
1.79	1.0293
1.8	1.0255
1.81	1.0217
1.82	1.0179
1.83	1.0141
1.84	1.0103
1.85	1.0065
1.86	1.0027
1.87	0.99893
1.88	0.99518
1.89	0.99144
1.9	0.98771
1.91	0.984
1.92	0.9803
1.93	0.97662
1.94	0.97294
1.95	0.96928
1.96	0.96563
1.97	0.96201
1.98	0.95839
1.99	0.9548
2.0	0.95122
2.01	0.94766
2.02	0.94411
2.03	0.94057
2.04	0.93705
2.05	0.93354
2.06	0.93006
2.07	0.92659
2.08	0.92313
2.09	0.9197
2.1	0.91629
2.11	0.91289
2.12	0.9095
2.13	0.90614
2.14	0.90279
2.15	0.89946
2.16	0.89615
2.17	0.89287
2.18	0.8896
2.19	0.88635
2.2	0.88313
2.21	0.87992
2.22	0.87673
2.23	0.87356
2.24	0.87042
2.25	0.86729
2.26	0.86418
2.27	0.8611
2.28	0.85804
2.29	0.855
2.3	0.85198
2.31	0.84898
2.32	0.846
2.33	0.84304
2.34	0.84011
2.35	0.83719
2.36	0.8343
2.37	0.83142
2.38	0.82857
2.39	0.82574
2.4	0.82293
2.41	0.82015
2.42	0.81738
2.43	0.81463
2.44	0.81191
2.45	0.80921
2.46	0.80653
2.47	0.80387
2.48	0.80123
2.49	0.79861
2.5	0.79602
2.51	0.79345
2.52	0.79089
2.53	0.78836
2.54	0.78585
2.55	0.78336
2.56	0.78089
2.57	0.77845
2.58	0.77602
2.59	0.77362
2.6	0.77123
2.61	0.76887
2.62	0.76652
2.63	0.7642
2.64	0.76189
2.65	0.75961
2.66	0.75734
2.67	0.7551
2.68	0.75287
2.69	0.75066
2.7	0.74848
2.71	0.74631
2.72	0.74416
2.73	0.74203
2.74	0.73992
2.75	0.73782
2.76	0.73575
2.77	0.73369
2.78	0.73165
2.79	0.72963
2.8	0.72763
2.81	0.72564
2.82	0.72367
2.83	0.72172
2.84	0.71979
2.85	0.71787
2.86	0.71597
2.87	0.71409
2.88	0.71222
2.89	0.71037
2.9	0.70853
2.91	0.70671
2.92	0.7049
2.93	0.70312
2.94	0.70134
2.95	0.69958
2.96	0.69784
2.97	0.69611
2.98	0.69439
2.99	0.69269
3.0	0.691
3.01	0.68933
3.02	0.68767
3.03	0.68602
3.04	0.68439
3.05	0.68277
3.06	0.68116
3.07	0.67957
3.08	0.67799
3.09	0.67642
3.1	0.67486
3.11	0.67331
3.12	0.67178
3.13	0.67026
3.14	0.66875
3.15	0.66725
3.16	0.66576
3.17	0.66428
3.18	0.66282
3.19	0.66136
3.2	0.65992
3.21	0.65848
3.22	0.65706
3.23	0.65564
3.24	0.65423
3.25	0.65284
3.26	0.65145
3.27	0.65007
3.28	0.6487
3.29	0.64734
3.3	0.64599
3.31	0.64465
3.32	0.64331
3.33	0.64199
3.34	0.64067
3.35	0.63936
3.36	0.63806
3.37	0.63676
3.38	0.63547
3.39	0.63419
3.4	0.63292
3.41	0.63165
3.42	0.63039
3.43	0.62913
3.44	0.62789
3.45	0.62664
3.46	0.62541
3.47	0.62418
3.48	0.62296
3.49	0.62174
3.5	0.62053
3.51	0.61932
3.52	0.61812
3.53	0.61692
3.54	0.61573
3.55	0.61455
3.56	0.61337
3.57	0.61219
3.58	0.61102
3.59	0.60985
3.6	0.60869
3.61	0.60753
3.62	0.60637
3.63	0.60522
3.64	0.60408
3.65	0.60294
3.66	0.6018
3.67	0.60066
3.68	0.59953
3.69	0.5984
3.7	0.59728
3.71	0.59616
3.72	0.59504
3.73	0.59392
3.74	0.59281
3.75	0.5917
3.76	0.59059
3.77	0.58949
3.78	0.58839
3.79	0.58729
3.8	0.5862
3.81	0.5851
3.82	0.58401
3.83	0.58293
3.84	0.58184
3.85	0.58076
3.86	0.57967
3.87	0.5786
3.88	0.57752
3.89	0.57644
3.9	0.57537
3.91	0.5743
3.92	0.57323
3.93	0.57216
3.94	0.5711
3.95	0.57004
3.96	0.56897
3.97	0.56791
3.98	0.56686
3.99	0.5658
4.0	0.56474
4.01	0.56369
4.02	0.56264
4.03	0.56159
4.04	0.56054
4.05	0.55949
4.06	0.55845
4.07	0.5574
4.08	0.55636
4.09	0.55532
4.1	0.55428
