eng	y_fit
0.01	12.686
0.02	8.0706
0.03	5.657
0.04	3.9653
0.05	2.6567
0.06	1.6311
0.07	1.6250923076923076
0.08	1.6190846153846152
0.09	1.6130769230769233
0.1	1.607069230769231
0.11	1.6010615384615385
0.12	1.5950538461538462
0.13	1.5890461538461538
0.14	1.5830384615384616
0.15	1.577030769230769
0.16	1.571023076923077
0.17	1.5650153846153847
0.18	1.5590076923076923
0.19	1.5530000000000002
0.2	1.5469923076923076
0.21	1.5409846153846156
0.22	1.5349769230769232
0.23	1.5289692307692309
0.24	1.5229615384615385
0.25	1.516953846153846
0.26	1.510946153846154
0.27	1.5049384615384616
0.28	1.4989307692307694
0.29	1.492923076923077
0.3	1.4869153846153846
0.31	1.4809076923076923
0.32	1.4749
0.33	1.4688923076923077
0.34	1.4628846153846153
0.35	1.4568769230769232
0.36	1.4508692307692308
0.37	1.4448615384615384
0.38	1.4388538461538463
0.39	1.4328461538461539
0.4	1.4268384615384615
0.41	1.4208307692307693
0.42	1.414823076923077
0.43	1.4088153846153846
0.44	1.4028076923076924
0.45	1.3968
0.46	1.3983
0.47	1.3970500000000001
0.48	1.3958
0.49	1.39505
0.5	1.3943
0.51	1.3924
0.52	1.3921
0.53	1.3916
0.54	1.3907
0.55	1.392
0.56	1.3918
0.57	1.3923
0.58	1.3933
0.59	1.3929
0.6	1.3934
0.61	1.3944
0.62	1.3946
0.63	1.3955
0.64	1.397
0.65	1.3977
0.66	1.3984
0.67	1.3997
0.68	1.4007
0.69	1.4013
0.7	1.4027
0.71	1.4044
0.72	1.4057
0.73	1.407
0.74	1.4087
0.75	1.4104
0.76	1.4116
0.77	1.4127
0.78	1.4142
0.79	1.4157
0.8	1.4169
0.81	1.4183
0.82	1.42
0.83	1.4219
0.84	1.4236
0.85	1.4252
0.86	1.427
0.87	1.4289
0.88	1.4306
0.89	1.432
0.9	1.4334
0.91	1.4351
0.92	1.4367
0.93	1.4382
0.94	1.4397
0.95	1.4413
0.96	1.4431
0.97	1.4449
0.98	1.4466
0.99	1.4482
1.0	1.4499
1.01	1.4517
1.02	1.4533
1.03	1.4548
1.04	1.4563
1.05	1.4577
1.06	1.4593
1.07	1.4608
1.08	1.4622
1.09	1.4635
1.1	1.4649
1.11	1.4664
1.12	1.4678
1.13	1.4692
1.14	1.4706
1.15	1.4719
1.16	1.4732
1.17	1.4746
1.18	1.4759
1.19	1.4771
1.2	1.4782
1.21	1.4794
1.22	1.4806
1.23	1.4817
1.24	1.4828
1.25	1.4838
1.26	1.4847
1.27	1.4857
1.28	1.4867
1.29	1.4877
1.3	1.4886
1.31	1.4894
1.32	1.4902
1.33	1.491
1.34	1.4918
1.35	1.4927
1.36	1.4934
1.37	1.4941
1.38	1.4947
1.39	1.4953
1.4	1.4959
1.41	1.4965
1.42	1.497
1.43	1.4975
1.44	1.4979
1.45	1.4983
1.46	1.4986
1.47	1.499
1.48	1.4993
1.49	1.4996
1.5	1.4998
1.51	1.5
1.52	1.5001
1.53	1.5002
1.54	1.5004
1.55	1.5004
1.56	1.5004
1.57	1.5004
1.58	1.5003
1.59	1.5002
1.6	1.5001
1.61	1.4999
1.62	1.4997
1.63	1.4995
1.64	1.4992
1.65	1.4989
1.66	1.4985
1.67	1.4981
1.68	1.4977
1.69	1.4972
1.7	1.4967
1.71	1.4962
1.72	1.4956
1.73	1.495
1.74	1.4944
1.75	1.4937
1.76	1.493
1.77	1.4922
1.78	1.4914
1.79	1.4906
1.8	1.4897
1.81	1.4888
1.82	1.4879
1.83	1.4869
1.84	1.4859
1.85	1.4849
1.86	1.4838
1.87	1.4827
1.88	1.4815
1.89	1.4804
1.9	1.4792
1.91	1.4779
1.92	1.4766
1.93	1.4753
1.94	1.474
1.95	1.4726
1.96	1.4712
1.97	1.4698
1.98	1.4684
1.99	1.4669
2.0	1.4653
2.01	1.4638
2.02	1.4622
2.03	1.4606
2.04	1.4589
2.05	1.4572
2.06	1.4555
2.07	1.4538
2.08	1.452
2.09	1.4503
2.1	1.4484
2.11	1.4466
2.12	1.4447
2.13	1.4428
2.14	1.4409
2.15	1.439
2.16	1.437
2.17	1.435
2.18	1.433
2.19	1.431
2.2	1.429
2.21	1.4269
2.22	1.4248
2.23	1.4227
2.24	1.4205
2.25	1.4184
2.26	1.4162
2.27	1.414
2.28	1.4118
2.29	1.4095
