eng	y_fit
0.01	7.9903
0.02	6.0893
0.03	5.3617
0.04	5.0102
0.05	4.8378
0.06	4.7697
0.07	4.7711
0.08	4.8234
0.09	4.9159
0.1	5.0423
0.11	5.1984
0.12	5.3814
0.13	5.5898
0.14	5.8222
0.15	6.0779
0.16	6.356
0.17	6.656
0.18	6.977
0.19	7.3182
0.2	7.6783
0.21	8.0555
0.22	8.4477
0.23	8.357639999999998
0.24	8.26758
0.25	8.17752
0.26	8.08746
0.27	7.997399999999999
0.28	7.90734
0.29	7.817279999999999
0.3	7.727219999999999
0.31	7.63716
0.32	7.5470999999999995
0.33	7.457039999999999
0.34	7.36698
0.35	7.27692
0.36	7.1868599999999985
0.37	7.0968
0.38	7.00674
0.39	6.9166799999999995
0.4	6.826619999999998
0.41	6.73656
0.42	6.6465
0.43	6.556439999999999
0.44	6.466379999999999
0.45	6.37632
0.46	6.2862599999999995
0.47	6.196199999999998
0.48	6.10614
0.49	6.01608
0.5	5.926019999999999
0.51	5.835959999999999
0.52	5.7459
0.53	5.6558399999999995
0.54	5.565779999999999
0.55	5.475719999999999
0.56	5.38566
0.57	5.295599999999999
0.58	5.20554
0.59	5.11548
0.6	5.0254199999999996
0.61	4.935359999999999
0.62	4.8453
0.63	4.75524
0.64	4.665179999999999
0.65	4.57512
0.66	4.48506
0.67	4.395
0.68	4.304939999999999
0.69	4.214879999999999
0.7	4.12482
0.71	4.0347599999999995
0.72	3.9446999999999997
0.73	3.85464
0.74	3.7645799999999996
0.75	3.67452
0.76	3.58446
0.77	3.4943999999999997
0.78	3.4043399999999995
0.79	3.31428
0.8	3.22422
0.81	3.13416
0.82	3.0441
0.83	3.0186366666666666
0.84	2.993173333333333
0.85	2.96771
0.86	2.9422466666666667
0.87	2.9167833333333335
0.88	2.8913200000000003
0.89	2.8658566666666663
0.9	2.8403933333333335
0.91	2.8149299999999995
0.92	2.7894666666666668
0.93	2.764003333333333
0.94	2.7385399999999995
0.95	2.7130766666666664
0.96	2.687613333333333
0.97	2.6621499999999996
0.98	2.6366866666666664
0.99	2.6112233333333332
1.0	2.5857599999999996
1.01	2.560296666666667
1.02	2.5348333333333333
1.03	2.5093699999999997
1.04	2.4839066666666665
1.05	2.458443333333333
1.06	2.4329799999999997
1.07	2.4075166666666665
1.08	2.382053333333333
1.09	2.3565899999999997
1.1	2.3311266666666666
1.11	2.305663333333333
1.12	2.2802
1.13	2.274725
1.14	2.26925
1.15	2.263775
1.16	2.2583
1.17	2.2522
1.18	2.2462
1.19	2.2406
1.2	2.2341
1.21	2.2291
1.22	2.2233
1.23	2.2174
1.24	2.2121
1.25	2.2059
1.26	2.1998
1.27	2.1941
1.28	2.1879
1.29	2.1818
1.3	2.1762
1.31	2.1701
1.32	2.1638
1.33	2.1578
1.34	2.1517
1.35	2.1453
1.36	2.1391
1.37	2.1332
1.38	2.127
1.39	2.1208
1.4	2.1148
1.41	2.1087
1.42	2.1024
1.43	2.096
1.44	2.0898
1.45	2.0835
1.46	2.0771
1.47	2.0708
1.48	2.0646
1.49	2.0584
1.5	2.0522
1.51	2.046
1.52	2.0398
1.53	2.0336
1.54	2.0274
1.55	2.0211
1.56	2.0148
1.57	2.0085
1.58	2.0023
1.59	1.9961
1.6	1.9898
1.61	1.9837
1.62	1.9776
1.63	1.9715
1.64	1.9653
1.65	1.9592
1.66	1.9532
1.67	1.9471
1.68	1.9411
1.69	1.935
1.7	1.9289
1.71	1.9229
1.72	1.9169
1.73	1.911
1.74	1.905
1.75	1.899
1.76	1.8932
1.77	1.8873
1.78	1.8815
1.79	1.8757
1.8	1.8699
1.81	1.8641
1.82	1.8584
1.83	1.8527
1.84	1.847
1.85	1.8414
1.86	1.8357
1.87	1.8302
1.88	1.8246
1.89	1.8191
1.9	1.8136
1.91	1.8081
1.92	1.8026
1.93	1.7972
1.94	1.7919
1.95	1.7865
1.96	1.7812
1.97	1.7759
1.98	1.7707
1.99	1.7655
2.0	1.7603
2.01	1.7552
2.02	1.7501
2.03	1.745
2.04	1.7399
2.05	1.7349
2.06	1.7299
2.07	1.725
2.08	1.7201
2.09	1.7152
2.1	1.7103
2.11	1.7055
2.12	1.7008
2.13	1.696
2.14	1.6913
2.15	1.6866
2.16	1.682
2.17	1.6773
2.18	1.6728
2.19	1.6682
2.2	1.6637
2.21	1.6592
2.22	1.6547
2.23	1.6503
2.24	1.6459
2.25	1.6416
2.26	1.6372
2.27	1.6329
2.28	1.6287
2.29	1.6244
2.3	1.6202
2.31	1.616
2.32	1.6119
2.33	1.6078
2.34	1.6037
2.35	1.5996
2.36	1.5956
2.37	1.5916
2.38	1.5876
2.39	1.5837
2.4	1.5797
2.41	1.5759
2.42	1.572
2.43	1.5682
2.44	1.5643
2.45	1.5606
2.46	1.5568
2.47	1.5531
2.48	1.5494
2.49	1.5457
2.5	1.542
2.51	1.5384
2.52	1.5348
2.53	1.5312
2.54	1.5277
2.55	1.5241
2.56	1.5206
2.57	1.5172
2.58	1.5137
2.59	1.5103
2.6	1.5068
2.61	1.5034
2.62	1.5001
2.63	1.4967
2.64	1.4934
2.65	1.4901
2.66	1.4868
2.67	1.4835
2.68	1.4802
2.69	1.477
2.7	1.4738
2.71	1.4706
2.72	1.4674
2.73	1.4643
2.74	1.4611
2.75	1.458
2.76	1.4549
2.77	1.4518
2.78	1.4487
2.79	1.4457
2.8	1.4426
2.81	1.4396
2.82	1.4366
2.83	1.4336
2.84	1.4306
2.85	1.4277
2.86	1.4247
2.87	1.4218
2.88	1.4189
2.89	1.416
2.9	1.4131
2.91	1.4102
2.92	1.4073
2.93	1.4045
2.94	1.4016
2.95	1.3988
2.96	1.396
2.97	1.3932
2.98	1.3904
2.99	1.3876
3.0	1.3848
3.01	1.382
3.02	1.3793
3.03	1.3765
3.04	1.3738
3.05	1.3711
3.06	1.3684
3.07	1.3657
3.08	1.363
3.09	1.3603
3.1	1.3576
3.11	1.3549
3.12	1.3523
3.13	1.3496
3.14	1.347
3.15	1.3443
3.16	1.3417
3.17	1.3391
3.18	1.3365
3.19	1.3338
3.2	1.3312
3.21	1.3286
3.22	1.326
3.23	1.3235
3.24	1.3209
3.25	1.3183
3.26	1.3158
3.27	1.3132
3.28	1.3106
3.29	1.3081
3.3	1.3055
3.31	1.303
3.32	1.3005
3.33	1.2979
3.34	1.2954
3.35	1.2929
3.36	1.2904
3.37	1.2879
3.38	1.2854
3.39	1.2829
3.4	1.2804
3.41	1.2779
3.42	1.2754
3.43	1.2729
3.44	1.2705
3.45	1.268
3.46	1.2655
3.47	1.2631
3.48	1.2606
3.49	1.2581
3.5	1.2557
3.51	1.2532
3.52	1.2508
3.53	1.2484
3.54	1.2459
3.55	1.2435
3.56	1.2411
3.57	1.2386
3.58	1.2362
3.59	1.2338
3.6	1.2314
3.61	1.229
3.62	1.2266
3.63	1.2242
3.64	1.2218
3.65	1.2194
3.66	1.217
3.67	1.2146
3.68	1.2122
3.69	1.2098
3.7	1.2074
3.71	1.2051
3.72	1.2027
3.73	1.2003
3.74	1.198
3.75	1.1956
3.76	1.1932
3.77	1.1909
3.78	1.1886
3.79	1.1862
3.8	1.1839
3.81	1.1815
3.82	1.1792
3.83	1.1769
3.84	1.1745
3.85	1.1722
3.86	1.1699
3.87	1.1676
3.88	1.1653
3.89	1.163
3.9	1.1607
3.91	1.1584
3.92	1.1561
3.93	1.1538
3.94	1.1515
3.95	1.1492
3.96	1.147
3.97	1.1447
3.98	1.1424
3.99	1.1402
4.0	1.1379
4.01	1.1357
4.02	1.1334
4.03	1.1312
4.04	1.1289
4.05	1.1267
4.06	1.1244
4.07	1.1222
4.08	1.12
4.09	1.1178
4.1	1.1156
4.11	1.1133
4.12	1.1111
4.13	1.1089
4.14	1.1067
4.15	1.1045
4.16	1.1024
4.17	1.1002
4.18	1.098
4.19	1.0958
4.2	1.0936
4.21	1.0915
4.22	1.0893
4.23	1.0872
4.24	1.085
4.25	1.0829
4.26	1.0807
4.27	1.0786
4.28	1.0764
4.29	1.0743
4.3	1.0722
4.31	1.0701
4.32	1.0679
4.33	1.0658
4.34	1.0637
4.35	1.0616
4.36	1.0595
4.37	1.0574
4.38	1.0553
4.39	1.0532
4.4	1.0512
4.41	1.0491
4.42	1.047
4.43	1.0449
4.44	1.0429
4.45	1.0408
4.46	1.0388
4.47	1.0367
4.48	1.0347
4.49	1.0326
4.5	1.0306
4.51	1.0285
4.52	1.0265
4.53	1.0245
4.54	1.0225
4.55	1.0204
4.56	1.0184
4.57	1.0164
4.58	1.0144
4.59	1.0124
4.6	1.0104
4.61	1.0084
4.62	1.0064
4.63	1.0044
4.64	1.0024
4.65	1.0005
4.66	0.99849
4.67	0.99652
4.68	0.99455
4.69	0.99259
4.7	0.99063
4.71	0.98867
4.72	0.98672
