eng	y_fit
0.01	0.31381
0.02	0.22564
0.03	0.18731
0.04	0.16491
0.05	0.14994
0.06	0.13912
0.07	0.1309
0.08	0.12443
0.09	0.1192
0.1	0.11489
0.11	0.11129
0.12	0.10824
0.13	0.10564
0.14	0.10339
0.15	0.10145
0.16	0.10033624999999999
0.17	0.0992225
0.18	0.09810875
0.19	0.096995
0.2	0.09588125
0.21	0.09476749999999999
0.22	0.09365375000000001
0.23	0.09254
0.24	0.09196
0.25	0.091458
0.26	0.091028
0.27	0.090663
0.28	0.090358
0.29	0.090107
0.3	0.089907
0.31	0.089754
0.32	0.089645
0.33	0.089576
0.34	0.089545
0.35	0.08955
0.36	0.089589
0.37	0.089659
0.38	0.089759
0.39	0.089888
0.4	0.090043
0.41	0.090225
0.42	0.090431
0.43	0.090661
0.44	0.090914
0.45	0.091188
0.46	0.091483
0.47	0.091798
0.48	0.092133
0.49	0.092487
0.5	0.092859
0.51	0.093249
0.52	0.093656
0.53	0.09408
0.54	0.09452
0.55	0.094977
0.56	0.095449
0.57	0.095936
0.58	0.096438
0.59	0.096955
0.6	0.097487
0.61	0.098032
0.62	0.098592
0.63	0.099165
0.64	0.099751
0.65	0.10035
0.66	0.10096
0.67	0.10159
0.68	0.10223
0.69	0.10288
0.7	0.10354
0.71	0.10422
0.72	0.10491
0.73	0.10561
0.74	0.10632
0.75	0.10704
0.76	0.10778
0.77	0.10852
0.78	0.10928
0.79	0.11005
0.8	0.11083
0.81	0.11163
0.82	0.11243
0.83	0.11324
0.84	0.11407
0.85	0.1149
0.86	0.11575
0.87	0.11661
0.88	0.11748
0.89	0.11836
0.9	0.11925
0.91	0.12015
0.92	0.12106
0.93	0.12198
0.94	0.12291
0.95	0.12385
0.96	0.1248
0.97	0.12576
0.98	0.12673
0.99	0.12771
1.0	0.1287
1.01	0.1297
1.02	0.13071
1.03	0.13173
1.04	0.13276
1.05	0.1338
1.06	0.13485
1.07	0.13591
1.08	0.13697
1.09	0.13805
1.1	0.13913
1.11	0.14023
1.12	0.14133
1.13	0.14244
1.14	0.14356
1.15	0.14469
1.16	0.14583
1.17	0.14697
1.18	0.14812
1.19	0.14929
1.2	0.15046
1.21	0.15164
1.22	0.15282
1.23	0.15402
1.24	0.15522
1.25	0.15643
1.26	0.15764
1.27	0.15887
1.28	0.1601
1.29	0.16134
1.3	0.16258
1.31	0.16383
1.32	0.16509
1.33	0.16636
1.34	0.16763
1.35	0.16891
1.36	0.17019
1.37	0.17149
1.38	0.17278
1.39	0.17408
1.4	0.17539
1.41	0.17671
1.42	0.17802
1.43	0.17935
1.44	0.18068
1.45	0.18201
1.46	0.18335
1.47	0.18469
1.48	0.18604
1.49	0.18739
1.5	0.18875
1.51	0.19011
1.52	0.19147
1.53	0.19284
1.54	0.1942
1.55	0.19558
1.56	0.19695
1.57	0.19833
1.58	0.19971
1.59	0.2011
1.6	0.20248
1.61	0.20387
1.62	0.20526
1.63	0.20665
1.64	0.20804
1.65	0.20944
1.66	0.21083
1.67	0.21223
1.68	0.21362
1.69	0.21502
1.7	0.21642
1.71	0.21781
1.72	0.21921
1.73	0.22061
1.74	0.222
1.75	0.2234
1.76	0.22479
1.77	0.22619
1.78	0.22758
1.79	0.22897
1.8	0.23036
1.81	0.23175
1.82	0.23314
1.83	0.23452
1.84	0.23591
1.85	0.23729
1.86	0.23866
1.87	0.24004
1.88	0.24141
1.89	0.24278
1.9	0.24415
1.91	0.24551
1.92	0.24687
1.93	0.24823
1.94	0.24958
1.95	0.25093
1.96	0.25227
1.97	0.25361
1.98	0.25495
1.99	0.25629
2.0	0.25761
2.01	0.25894
2.02	0.26026
2.03	0.26158
2.04	0.26289
2.05	0.26419
2.06	0.2655
2.07	0.26679
2.08	0.26809
2.09	0.26937
2.1	0.27066
2.11	0.27193
2.12	0.2732
2.13	0.27447
2.14	0.27573
2.15	0.27699
2.16	0.27824
2.17	0.27949
2.18	0.28072
2.19	0.28196
2.2	0.28319
2.21	0.28441
2.22	0.28562
2.23	0.28683
2.24	0.28804
2.25	0.28924
2.26	0.29043
2.27	0.29161
2.28	0.29279
2.29	0.29396
2.3	0.29512
2.31	0.29627
2.32	0.29742
2.33	0.29856
2.34	0.29969
2.35	0.30081
2.36	0.30192
2.37	0.30302
2.38	0.30411
2.39	0.3052
2.4	0.30627
2.41	0.30733
2.42	0.30838
2.43	0.30942
2.44	0.31046
2.45	0.31148
2.46	0.31249
2.47	0.31349
2.48	0.31449
2.49	0.31547
2.5	0.31645
2.51	0.31742
2.52	0.31839
2.53	0.31935
2.54	0.32031
2.55	0.32127
2.56	0.32222
2.57	0.32317
2.58	0.32412
2.59	0.32505
2.6	0.32599
2.61	0.32691
2.62	0.32782
2.63	0.32871
2.64	0.32959
2.65	0.33046
2.66	0.33131
2.67	0.33215
2.68	0.33297
2.69	0.33377
2.7	0.33456
2.71	0.33534
2.72	0.33611
2.73	0.33686
2.74	0.33762
2.75	0.33836
2.76	0.3391
2.77	0.33984
2.78	0.34058
2.79	0.34131
2.8	0.34205
2.81	0.34278
2.82	0.3435
2.83	0.34422
2.84	0.34493
2.85	0.34562
2.86	0.3463
2.87	0.34697
2.88	0.34761
2.89	0.34823
2.9	0.34883
2.91	0.34942
2.92	0.34999
2.93	0.35055
2.94	0.35111
2.95	0.35166
2.96	0.35222
2.97	0.35279
2.98	0.35335
2.99	0.35392
3.0	0.35448
3.01	0.35503
3.02	0.35557
3.03	0.35609
3.04	0.35658
3.05	0.35704
3.06	0.35748
3.07	0.3579
3.08	0.35832
3.09	0.35874
3.1	0.35918
3.11	0.35963
3.12	0.36009
3.13	0.36055
3.14	0.36097
3.15	0.36135
3.16	0.36169
3.17	0.362
3.18	0.36234
3.19	0.36275
3.2	0.36317
3.21	0.36343
3.22	0.36377
3.23	0.36409
3.24	0.3644
3.25	0.3647
3.26	0.36499
3.27	0.36527
3.28	0.36555
3.29	0.36581
3.3	0.36607
3.31	0.36632
3.32	0.36656
3.33	0.36679
3.34	0.36701
3.35	0.36723
3.36	0.36744
3.37	0.36763
3.38	0.36782
3.39	0.368
3.4	0.36818
3.41	0.36834
3.42	0.3685
3.43	0.36865
3.44	0.36879
3.45	0.36892
3.46	0.36905
3.47	0.36916
3.48	0.36927
3.49	0.36937
3.5	0.36947
3.51	0.36955
3.52	0.36963
3.53	0.3697
3.54	0.36976
3.55	0.36982
3.56	0.36986
3.57	0.3699
3.58	0.36993
3.59	0.36996
3.6	0.36998
3.61	0.36999
3.62	0.36999
3.63	0.36999
3.64	0.36997
3.65	0.36996
3.66	0.36993
3.67	0.3699
3.68	0.36986
3.69	0.36981
3.7	0.36976
3.71	0.3697
3.72	0.36963
3.73	0.36956
3.74	0.36948
3.75	0.36939
3.76	0.36929
3.77	0.36919
3.78	0.36909
3.79	0.36897
3.8	0.36885
3.81	0.36873
3.82	0.3686
3.83	0.36846
3.84	0.36831
3.85	0.36816
3.86	0.368
3.87	0.36784
3.88	0.36767
3.89	0.3675
3.9	0.36732
3.91	0.36713
3.92	0.36694
3.93	0.36674
3.94	0.36653
3.95	0.36632
3.96	0.36611
3.97	0.36589
3.98	0.36566
3.99	0.36543
4.0	0.36519
4.01	0.36495
4.02	0.3647
4.03	0.36445
4.04	0.36419
4.05	0.36392
4.06	0.36366
4.07	0.36338
4.08	0.3631
4.09	0.36282
4.1	0.36253
4.11	0.36223
4.12	0.36194
4.13	0.36163
4.14	0.36132
4.15	0.36101
4.16	0.36069
4.17	0.36037
4.18	0.36004
4.19	0.35971
4.2	0.35938
4.21	0.35904
4.22	0.35869
4.23	0.35834
4.24	0.35799
4.25	0.35763
4.26	0.35727
4.27	0.3569
4.28	0.35653
4.29	0.35616
4.3	0.35578
4.31	0.3554
4.32	0.35501
4.33	0.35462
4.34	0.35423
4.35	0.35383
4.36	0.35343
4.37	0.35303
4.38	0.35262
4.39	0.35221
4.4	0.35179
4.41	0.35137
4.42	0.35095
4.43	0.35052
4.44	0.35009
4.45	0.34966
4.46	0.34922
4.47	0.34878
4.48	0.34834
4.49	0.34789
4.5	0.34744
4.51	0.34699
4.52	0.34654
4.53	0.34608
4.54	0.34562
4.55	0.34515
4.56	0.34468
4.57	0.34421
4.58	0.34374
4.59	0.34326
4.6	0.34279
4.61	0.3423
4.62	0.34182
4.63	0.34133
4.64	0.34084
4.65	0.34035
4.66	0.33986
4.67	0.33936
4.68	0.33886
4.69	0.33836
4.7	0.33785
4.71	0.33735
4.72	0.33684
4.73	0.33633
4.74	0.33581
4.75	0.3353
4.76	0.33478
4.77	0.33426
4.78	0.33374
4.79	0.33321
4.8	0.33269
4.81	0.33216
4.82	0.33163
4.83	0.3311
4.84	0.33056
4.85	0.33003
4.86	0.32949
4.87	0.32895
4.88	0.32841
4.89	0.32786
4.9	0.32732
4.91	0.32677
4.92	0.32622
4.93	0.32567
4.94	0.32512
4.95	0.32457
4.96	0.32402
4.97	0.32346
4.98	0.3229
4.99	0.32234
5.0	0.32178
5.01	0.32122
5.02	0.32066
5.03	0.32009
5.04	0.31953
5.05	0.31896
5.06	0.31839
5.07	0.31783
5.08	0.31725
5.09	0.31668
5.1	0.31611
5.11	0.31554
5.12	0.31496
5.13	0.31439
5.14	0.31381
5.15	0.31323
5.16	0.31265
5.17	0.31207
5.18	0.31149
5.19	0.31091
5.2	0.31033
5.21	0.30974
5.22	0.30916
5.23	0.30858
5.24	0.30799
5.25	0.3074
5.26	0.30682
5.27	0.30623
5.28	0.30564
5.29	0.30505
5.3	0.30446
5.31	0.30387
5.32	0.30328
5.33	0.30269
5.34	0.3021
5.35	0.3015
5.36	0.30091
5.37	0.30032
5.38	0.29972
5.39	0.29913
5.4	0.29853
5.41	0.29794
5.42	0.29734
5.43	0.29675
5.44	0.29615
5.45	0.29556
5.46	0.29496
5.47	0.29436
5.48	0.29376
5.49	0.29317
5.5	0.29257
5.51	0.29197
5.52	0.29137
5.53	0.29078
5.54	0.29018
5.55	0.28958
5.56	0.28898
5.57	0.28838
5.58	0.28778
5.59	0.28718
5.6	0.28659
5.61	0.28599
5.62	0.28539
5.63	0.28479
5.64	0.28419
5.65	0.28359
5.66	0.28299
5.67	0.2824
5.68	0.2818
5.69	0.2812
5.7	0.2806
5.71	0.28
5.72	0.27941
5.73	0.27881
5.74	0.27821
5.75	0.27762
5.76	0.27702
5.77	0.27642
5.78	0.27583
5.79	0.27523
5.8	0.27463
5.81	0.27404
5.82	0.27344
5.83	0.27285
5.84	0.27225
5.85	0.27166
5.86	0.27107
5.87	0.27047
5.88	0.26988
5.89	0.26929
5.9	0.2687
5.91	0.2681
5.92	0.26751
5.93	0.26692
5.94	0.26633
5.95	0.26574
5.96	0.26515
5.97	0.26456
5.98	0.26398
5.99	0.26339
6.0	0.2628
6.01	0.26221
6.02	0.26163
6.03	0.26104
6.04	0.26046
6.05	0.25987
6.06	0.25929
6.07	0.25871
6.08	0.25812
6.09	0.25754
6.1	0.25696
6.11	0.25638
6.12	0.2558
6.13	0.25522
6.14	0.25464
6.15	0.25407
6.16	0.25349
6.17	0.25291
6.18	0.25234
6.19	0.25176
6.2	0.25119
6.21	0.25061
6.22	0.25004
6.23	0.24947
6.24	0.2489
6.25	0.24833
6.26	0.24776
6.27	0.24719
6.28	0.24662
6.29	0.24605
6.3	0.24549
6.31	0.24492
6.32	0.24436
6.33	0.24379
6.34	0.24323
6.35	0.24267
6.36	0.24211
6.37	0.24154
6.38	0.24098
6.39	0.24043
6.4	0.23987
6.41	0.23931
6.42	0.23875
6.43	0.2382
6.44	0.23765
6.45	0.23709
6.46	0.23654
6.47	0.23599
6.48	0.23544
6.49	0.23489
6.5	0.23434
6.51	0.23379
6.52	0.23324
6.53	0.2327
6.54	0.23215
6.55	0.23161
6.56	0.23107
6.57	0.23052
6.58	0.22998
6.59	0.22944
6.6	0.2289
6.61	0.22837
6.62	0.22783
6.63	0.22729
6.64	0.22676
6.65	0.22622
6.66	0.22569
6.67	0.22516
6.68	0.22463
6.69	0.2241
6.7	0.22357
6.71	0.22304
6.72	0.22252
6.73	0.22199
6.74	0.22147
6.75	0.22094
6.76	0.22042
6.77	0.2199
6.78	0.21938
6.79	0.21886
6.8	0.21834
6.81	0.21782
6.82	0.21731
6.83	0.21679
6.84	0.21628
6.85	0.21577
6.86	0.21525
6.87	0.21474
6.88	0.21423
6.89	0.21373
6.9	0.21322
6.91	0.21271
6.92	0.21221
6.93	0.2117
6.94	0.2112
6.95	0.2107
6.96	0.2102
6.97	0.2097
6.98	0.2092
6.99	0.2087
7.0	0.20821
7.01	0.20771
7.02	0.20722
7.03	0.20672
7.04	0.20623
7.05	0.20574
7.06	0.20525
7.07	0.20476
7.08	0.20428
7.09	0.20379
7.1	0.20331
7.11	0.20282
7.12	0.20234
7.13	0.20186
7.14	0.20138
7.15	0.2009
7.16	0.20042
7.17	0.19994
7.18	0.19947
7.19	0.19899
7.2	0.19852
7.21	0.19805
7.22	0.19758
7.23	0.19711
7.24	0.19664
7.25	0.19617
7.26	0.1957
7.27	0.19524
7.28	0.19477
7.29	0.19431
7.3	0.19385
7.31	0.19339
7.32	0.19293
7.33	0.19247
7.34	0.19201
7.35	0.19156
7.36	0.1911
7.37	0.19065
7.38	0.1902
7.39	0.18974
7.4	0.18929
7.41	0.18884
7.42	0.1884
7.43	0.18795
7.44	0.1875
7.45	0.18706
